id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups,class
C200904260803A,2009-04-26T08:03:40,-69.49,-32.89,141.0,5.1,mw,145.0,49.0,169.0,242.0,82.0,42.0,34.0,112.0,48.0,251.0,22.0,7.0,2.21e+16,-9.56e+16,7.34e+16,-6.57e+16,-5.3e+16,4.41e+16,gcmt,gmt:200904260803A,deep
C200905081344A,2009-05-08T13:44:57,-69.68,-32.02,109.7,5.4,mw,185.0,48.0,-121.0,47.0,50.0,-60.0,1.0,116.0,22.0,206.0,68.0,24.0,-1.1499999999999998e+17,1700000000000000.0,1.1299999999999998e+17,-3.86e+16,1.47e+16,7.029999999999999e+16,gcmt,neic:12784565;gmt:200905081344A,deep
C201001181228A,2010-01-18T12:28:40,-68.97,-31.48,116.1,5.4,mw,231.0,37.0,-97.0,60.0,54.0,-85.0,8.0,147.0,4.0,237.0,80.0,354.0,-1.3899999999999998e+17,9.78e+16,4.1e+16,-4.21e+16,-1.5e+16,7.08e+16,gcmt,neic:14238697;gmt:201001181228A,deep
C201004092223A,2010-04-09T22:23:05,-68.36,-28.81,131.4,5.8,mw,314.0,47.0,-117.0,170.0,49.0,-64.0,1.0,242.0,19.0,333.0,71.0,149.0,-4.57e+17,5.41e+16,4.03e+17,1.25e+17,8.65e+16,-2.58e+17,gcmt,neic:14630539,deep
C201009131644A,2010-09-13T16:44:49,-70.46,-31.82,125.8,5.5,mw,260.0,68.0,15.0,165.0,76.0,158.0,26.0,121.0,64.0,314.0,5.0,214.0,1.04e+16,-2.59e+16,1.55e+16,-6760000000000000.0,-2.05e+16,4.49e+16,gcmt,gmt:201009131644A,deep
C201101042259A,2011-01-04T22:59:14,-69.91,-29.28,130.2,5.8,mw,7.0,35.0,127.0,144.0,62.0,67.0,65.0,13.0,20.0,155.0,14.0,251.0,8.95e+16,-1100000000000000.0,-8.84e+16,5.769999999999999e+16,-3.23e+16,2.07e+16,gcmt,us:pde20110104225910000_110;sja:15905612,deep
C201107230256A,2011-07-23T02:56:55,-70.05,-29.41,127.3,5.5,mw,189.0,40.0,68.0,36.0,53.0,107.0,75.0,360.0,14.0,205.0,6.0,114.0,1.75e+17,-1.58e+16,-1.59e+17,5.639999999999999e+16,2.02e+16,-7.11e+16,gcmt,us:pde20110723025651350_103;neic:16884001,deep
600982597,2012-05-05T21:40:33,-68.867,-28.848,106.9,4.3,mw,,,,,,,,,,,,,,,,,,,sja,,deep
pde20120524191854970_150,2012-05-24T19:18:54,-70.467,-36.912,153.0,5.4,mwb,104.0,19.0,-165.0,360.0,85.0,-71.0,37.0,73.0,19.0,178.0,47.0,289.0,-2.8e+16,1000000000000000.0,2.7e+16,-5000000000000000.0,-1.65e+17,-5.7e+16,us,neic:601033403;gmt:201205241918A,deep
C201208041905A,2012-08-04T19:05:42,-69.51,-31.93,117.5,5.2,mw,171.0,65.0,-175.0,79.0,86.0,-25.0,14.0,128.0,65.0,250.0,20.0,32.0,-1.06e+16,-3200000000000000.0,1.3799999999999998e+16,-1.08e+16,-6940000000000000.0,2.76e+16,gcmt,gmt:201208041905A,deep
C201210111722A,2012-10-11T17:22:15,-70.57,-32.86,107.2,5.6,mw,170.0,84.0,-174.0,80.0,84.0,-6.0,0.0,125.0,82.0,216.0,8.0,35.0,-500000000000000.0,-1.1100000000000002e+17,1.1100000000000002e+17,-4.07e+16,2.8100000000000004e+16,3.1e+17,gcmt,us:pde20121011172209930_81;neic:601874145;gmt:201210111722A,deep
C201306192129A,2013-06-19T21:29:13,-70.2,-32.74,114.8,5.3,mw,190.0,45.0,-111.0,39.0,48.0,-70.0,2.0,115.0,15.0,205.0,75.0,19.0,-7.98e+16,5500000000000000.0,7.43e+16,-1.89e+16,3500000000000000.5,3.99e+16,gcmt,us:pde20130619212911500_104;neic:603233800;gmt:201306192129A,deep
C201308301048A,2013-08-30T10:48:17,-70.74,-34.57,112.1,5.3,mw,338.0,45.0,-18.0,81.0,77.0,-133.0,20.0,202.0,42.0,92.0,41.0,311.0,-8050000000000000.0,1.02e+16,-2120000000000000.0,-2.15e+16,-1.92e+16,-1.91e+16,gcmt,gmt:201308301048A,deep
C201312100051A,2013-12-10T00:51:31,-69.29,-31.39,117.3,5.3,mw,202.0,45.0,-117.0,57.0,51.0,-66.0,3.0,131.0,18.0,222.0,71.0,32.0,-4.87e+16,1.88e+16,2.9900000000000004e+16,-1.55e+16,6380000000000000.0,3.04e+16,gcmt,gmt:201312100051A,deep
C201404040952A,2014-04-04T09:52:14,-70.54,-31.45,116.4,5.4,mw,167.0,66.0,169.0,262.0,80.0,24.0,24.0,127.0,64.0,283.0,9.0,32.0,3.3600000000000004e+16,-7.78e+16,4.42e+16,-6.48e+16,-3.32e+16,1.54e+17,gcmt,us:c000p4ng;neic:604425841;gmt:201404040952A,deep
201406082019A,2014-06-08T20:19:00,-68.85,-31.2,107.0,4.8,mw,94.0,59.0,-23.0,196.0,70.0,-147.0,,,,,,,,,,,,,gmt,,deep
610573201,2014-10-20T10:18:17,-71.3714,-35.6251,83.0,4.6,mw,144.82,12.65,155.03,259.26,84.7,78.5,49.0,157.0,11.0,260.0,39.0,360.0,182700000.0,-178900000.0,-3700000.0,-797700000.0,-187100000.0,144800000.0,neic,,deep
