id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups,class
C090704I,2004-09-07T12:33:59,-72.52,-34.14,14.2,5.3,mw,6.0,10.0,102.0,174.0,80.0,88.0,55.0,81.0,2.0,174.0,35.0,266.0,1.3500000000000002e+17,1.35e+16,-1.48e+17,4.28e+16,-3.76e+17,1500000000000000.0,gcmt,gmt:090704I,subduction_interface
C200503132038A,2005-03-13T20:38:59,-71.68,-32.59,25.7,5.2,mw,9.0,24.0,103.0,175.0,66.0,84.0,68.0,74.0,5.0,177.0,21.0,269.0,,,,,,,us,gmt:200503132038A,subduction_interface
C200503291638A,2005-03-29T16:38:25,-72.38,-33.76,19.7,5.1,mw,6.0,17.0,100.0,175.0,73.0,87.0,62.0,80.0,3.0,176.0,28.0,267.0,5.88e+16,8500000000000002.0,-6.730000000000001e+16,9900000000000000.0,-9.52e+16,600000000000000.0,gcmt,gmt:200503291638A,subduction_interface
C200512212219A,2005-12-21T22:19:49,-74.43,-42.85,30.0,4.9,mw,333.0,23.0,60.0,185.0,70.0,102.0,63.0,114.0,11.0,1.0,25.0,266.0,4.730000000000001e+16,4590000000000000.0,-5.19e+16,-1.01e+16,-5.87e+16,1.07e+16,gcmt,gmt:200512212219A,subduction_interface
C200601052251A,2006-01-05T22:51:18,-73.52,-36.43,20.0,5.4,mw,19.0,16.0,104.0,184.0,74.0,86.0,60.0,88.0,4.0,185.0,29.0,277.0,3.7e+16,5170000000000000.0,-4.22e+16,-4010000000000000.0,-6.64e+16,-9040000000000000.0,gcmt,gmt:200601052251A,subduction_interface
C200604152350B,2006-04-15T23:50:15,-72.29,-29.71,12.0,6.0,mw,1.0,27.0,85.0,186.0,63.0,93.0,72.0,102.0,2.0,5.0,18.0,274.0,9.99e+17,8000000000000000.0,-1.01e+18,-1.06e+17,-7.28e+17,-6.4e+16,gcmt,,subduction_interface
C200604172035A,2006-04-17T20:35:02,-72.42,-34.49,19.6,5.0,mw,1.0,32.0,106.0,162.0,59.0,80.0,74.0,46.0,9.0,167.0,14.0,259.0,2.67e+16,1810000000000000.0,-2.86e+16,7000000000000000.0,-1.35e+16,4930000000000000.0,gcmt,gmt:200604172035A,subduction_interface
C200604191749A,2006-04-19T17:49:12,-71.52,-27.08,19.6,5.3,mw,16.0,18.0,111.0,174.0,73.0,83.0,62.0,74.0,6.0,176.0,28.0,270.0,1.96e+17,3.14e+16,-2.27e+17,3.83e+16,-3.04e+17,-1.82e+16,gcmt,,subduction_interface
C200604301031A,2006-04-30T10:31:24,-71.59,-27.1,17.6,5.1,mw,350.0,18.0,84.0,176.0,72.0,92.0,63.0,89.0,2.0,356.0,27.0,265.0,5.460000000000001e+16,5300000000000000.0,-5.98e+16,4500000000000000.0,-8.17e+16,7600000000000000.0,gcmt,,subduction_interface
C200604301114A,2006-04-30T11:14:02,-71.62,-27.07,18.2,4.9,mw,350.0,20.0,81.0,180.0,71.0,93.0,64.0,95.0,3.0,359.0,26.0,267.0,7.31e+16,7500000000000000.0,-8.06e+16,-1200000000000000.0,-9.54e+16,6900000000000001.0,gcmt,,subduction_interface
