id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups,class
B081186E,1986-08-11T22:06:49,-67.76,-31.19,26.5,4.9,Mw,187.0,49.0,167.0,285.0,80.0,41.0,35.0,155.0,48.0,296.0,20.0,50.0,2.675e+16,2.631e+16,-5.305e+16,-8.654e+16,530000000000000.0,9.006e+16,GCMT,,forearc
B052188B,1988-05-21T14:28:49,-71.57,-32.92,15.0,5.7,Mw,64.0,4.0,159.0,175.0,89.0,87.0,46.0,81.0,3.0,175.0,44.0,268.0,1.62e+17,-1.3500000000000002e+17,-2.7e+16,1.85e+17,-1.81e+18,-1.23e+17,GCMT,,forearc
B011589A,1989-01-15T01:27:52,-71.72,-31.69,15.0,5.3,Mw,336.0,10.0,113.0,133.0,81.0,86.0,54.0,38.0,4.0,134.0,36.0,226.0,5.649999999999999e+16,-1.94e+16,-3.71e+16,1.1319999999999998e+17,-1.002e+17,1.57e+16,GCMT,,forearc
B041789A,1989-04-17T04:55:28,-71.85,-30.92,15.0,5.0,Mw,351.0,23.0,85.0,176.0,67.0,92.0,68.0,90.0,2.0,355.0,22.0,265.0,4.434e+16,1.649e+16,-6.083e+16,3410000000000000.5,-5.019e+16,7980000000000000.0,GCMT,,forearc
B062489B,1989-06-24T12:58:47,-66.2,-28.53,21.0,5.5,Mw,88.0,77.0,-172.0,357.0,82.0,-13.0,3.0,43.0,75.0,145.0,15.0,312.0,-1.35e+16,2.39e+16,-1.04e+16,-2.55e+16,-4.5e+16,-1.961e+17,GCMT,,forearc
choy19900421185452,1990-04-21T18:54:52,-73.3,-36.99,12.0,6.3,mw,352.0,17.0,80.0,183.0,73.0,93.0,44.83565089991123,96.9704215770139,3.48709185836258,3.496862917016017,44.95238137092104,270.0091041892947,,,,,,,USGS,NEIC:373223,forearc
B101190A,1990-10-11T04:25:28,-72.07,-34.17,15.0,4.9,Mw,329.0,11.0,58.0,182.0,81.0,96.0,54.0,99.0,6.0,1.0,36.0,267.0,5.3e+16,-5500000000000000.0,-4.76e+16,-1e+16,-1.539e+17,1.4399999999999998e+16,GCMT,,forearc
B051892B,1992-05-18T03:02:26,-72.03,-33.61,15.0,5.8,Mw,19.0,8.0,120.0,169.0,83.0,86.0,52.0,75.0,4.0,170.0,38.0,263.0,4.69e+17,-9.7e+16,-3.73e+17,3.37e+17,-1.655e+18,-7.000000000000001e+16,GCMT,,forearc
B010193C,1993-01-01T09:56:27,-71.54,-31.59,27.0,5.3,Mw,356.0,19.0,92.0,174.0,71.0,89.0,64.0,83.0,1.0,174.0,26.0,265.0,,,,,,,USGS,,forearc
B041694D,1994-04-16T09:55:20,-71.34,-31.61,35.0,5.6,Mw,10.0,26.0,108.0,171.0,65.0,81.0,69.0,64.0,8.0,174.0,19.0,267.0,,,,,,,USGS,,forearc
B032395B,1995-03-23T09:18:25,-72.81,-36.33,15.0,5.5,Mw,21.0,6.0,120.0,170.0,85.0,87.0,50.0,77.0,3.0,171.0,40.0,263.0,2.17e+16,2.91e+16,-5.09e+16,3.29e+16,-1.986e+17,2500000000000000.0,GCMT,,forearc
B103195A,1995-10-31T01:56:04,-71.45,-28.91,15.0,4.9,Mw,20.0,11.0,128.0,162.0,81.0,83.0,53.0,64.0,7.0,163.0,36.0,258.0,1.23e+17,6.53e+16,-1.883e+17,1.412e+17,-4.378e+17,1.7199999999999998e+16,GCMT,,forearc
B072197H,1997-07-21T23:19:49,-71.79,-30.72,15.0,5.5,Mw,29.0,27.0,123.0,173.0,67.0,74.0,64.0,57.0,14.0,179.0,21.0,275.0,5.858e+17,1.049e+17,-6.908e+17,1.44e+17,-5.884e+17,-1.3700000000000002e+17,GCMT,NEIC:1038069,forearc
C110397G,1997-11-03T19:17:33,-71.22,-30.74,45.0,5.6,Mw,352.0,31.0,88.0,175.0,59.0,91.0,76.0,89.0,1.0,354.0,14.0,264.0,1.804e+18,1.21e+17,-1.926e+18,7.099999999999999e+16,-1.011e+18,2.34e+17,GCMT,,forearc
pde19971103191733810_45,1997-11-03T19:17:33,-71.224,-30.744,45.0,6.2,mwb,15.0,30.0,120.0,161.0,64.0,74.0,37.761243907035066,41.56505117707809,22.207654298596463,150.0,43.97664345116371,263.1985905136482,,,,,,,USGS,NEIC:1050658,forearc
B060698B,1998-06-06T12:16:18,-73.2,-36.56,23.5,5.2,Mw,341.0,12.0,65.0,186.0,79.0,95.0,56.0,103.0,5.0,5.0,34.0,272.0,,,,,,,USGS,,forearc
B091198A,1998-09-11T05:24:42,-71.23,-30.68,33.0,5.0,Mw,337.0,47.0,52.0,207.0,55.0,124.0,62.0,175.0,27.0,5.0,4.0,273.0,,,,,,,USGS,,forearc
pde19990929180131830_33,1999-09-29T18:01:31,-71.993,-30.738,10.0,6.0,mwb,180.0,45.0,90.0,0.0,45.0,90.0,45.000000000000014,270.0,9.57104909328436e-16,0.0,44.99999999999999,90.0,,,,,,,USGS,NEIC:1656614,forearc
B042702B,2002-04-27T23:53:53,-67.39,-30.94,33.0,5.2,Mw,341.0,41.0,31.0,227.0,71.0,127.0,50.0,178.0,34.0,33.0,17.0,291.0,,,,,,,USGS,,forearc
C052802A,2002-05-28T04:04:28,-66.81,-29.15,15.0,5.7,Mw,180.0,19.0,55.0,36.0,74.0,101.0,59.0,322.0,11.0,213.0,29.0,117.0,6.275e+17,-3.67e+16,-5.909e+17,6.475e+17,7.481e+17,-1.655e+17,GCMT,NEIC:3153576,forearc
B070202D,2002-07-02T20:21:05,-68.19,-31.43,27.0,5.0,Mw,156.0,40.0,15.0,54.0,81.0,129.0,41.0,1.0,38.0,227.0,25.0,115.0,5.26e+16,9.37e+16,-1.463e+17,1.561e+17,6.08e+16,-5.709999999999999e+16,GCMT,NEIC:3208254,forearc
B100602E,2002-10-06T11:21:38,-71.21,-28.71,27.2,5.3,Mw,348.0,27.0,70.0,190.0,65.0,100.0,69.0,120.0,9.0,6.0,19.0,273.0,,,,,,,USGS,,forearc
