id,time_iso,longitude,latitude,depth,mag,mag_type,lon_error,lat_error,depth_error,mag_error,strike1,dip1,rake1,strike2,dip2,rake2,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,duplicate_id
C082804C,2004-08-28T13:41:35,-70.36,-35.21,16.0,6.5,mw,0.01,0.01,0.0,,21.0,61.0,-178.0,290.0,88.0,-29.0,-2e+17,4.190000000000001e+18,-3.99e+18,3.18e+18,-1.36e+18,4.78e+18,gcmt,256_gcmt
C083004F,2004-08-30T16:08:18,-72.1,-50.65,12.0,5.1,mw,0.03,0.03,0.0,,355.0,35.0,73.0,196.0,57.0,102.0,4.56e+16,3210000000000000.0,-4.88e+16,-1.04e+16,-1.78e+16,-5270000000000000.0,gcmt,257_gcmt
C090704F,2004-09-07T10:57:39,-72.42,-33.97,36.3,5.2,mwc,,,,,10.0,16.0,105.0,174.0,74.0,86.0,,,,,,,anss,258_anss
C090704F,2004-09-07T10:57:43,-72.49,-34.1,14.1,5.2,mw,0.02,0.02,0.9,,10.0,16.0,105.0,174.0,74.0,86.0,4.33e+16,240000000000000.0,-4.36e+16,9260000000000000.0,-6.91e+16,-1409999999999999.8,gcmt,258_gcmt
C090704I,2004-09-07T12:33:56,-72.19,-34.01,16.5,5.7,mwc,,,,,6.0,10.0,102.0,174.0,80.0,88.0,,,,,,,anss,259_anss
C090704I,2004-09-07T12:33:59,-72.52,-34.14,14.2,5.7,mw,0.03,0.03,1.6,,6.0,10.0,102.0,174.0,80.0,88.0,1.3500000000000002e+17,1.35e+16,-1.48e+17,4.28e+16,-3.76e+17,1500000000000000.0,gcmt,259_gcmt
C090804A,2004-09-08T08:16:01,-72.32,-33.99,31.9,5.1,mwc,,,,,359.0,23.0,98.0,170.0,67.0,86.0,,,,,,,anss,260_anss
C090804A,2004-09-08T08:16:07,-72.4,-34.13,15.4,5.1,mw,0.02,0.01,1.6,,359.0,23.0,98.0,170.0,67.0,86.0,3.47e+16,1680000000000000.0,-3.64e+16,7390000000000000.0,-3.44e+16,4170000000000000.0,gcmt,260_gcmt
C091004D,2004-09-10T10:44:16,-73.24,-38.06,12.0,5.2,mw,0.02,0.01,0.0,,30.0,48.0,62.0,248.0,49.0,118.0,8.16e+16,-4.78e+16,-3.3800000000000004e+16,-2.11e+16,2.17e+16,-5.2e+16,gcmt,261_gcmt
C091004D,2004-09-10T10:44:17,-72.96,-37.93,44.5,5.2,mwc,,,6.6,,30.0,48.0,62.0,248.0,49.0,118.0,,,,,,,anss,261_anss
C091204C,2004-09-12T14:24:37,-70.01,-34.14,5.0,5.3,mwc,,,,,162.0,44.0,114.0,310.0,50.0,68.0,,,,,,,anss,262_anss
C091204C,2004-09-12T14:24:39,-70.15,-34.31,12.0,5.3,mw,0.02,0.02,0.0,,162.0,44.0,114.0,310.0,50.0,68.0,1.09e+17,-3.1e+16,-7.83e+16,-3.4200000000000004e+16,-8300000000000000.0,5.94e+16,gcmt,262_gcmt
C092704F,2004-09-27T22:58:24,-71.74,-32.69,32.9,5.5,mwc,,,,,17.0,21.0,109.0,177.0,70.0,83.0,,,,,,,anss,263_anss
C092704F,2004-09-27T22:58:29,-72.02,-32.72,33.3,5.5,mw,0.02,0.01,1.1,,17.0,21.0,109.0,177.0,70.0,83.0,1.29e+17,2.7800000000000004e+16,-1.57e+17,1.22e+16,-1.72e+17,-1.9e+16,gcmt,263_gcmt
C110404C,2004-11-04T08:10:14,-76.9,-46.0,18.0,5.0,mw,0.04,0.02,1.8,,88.0,61.0,-158.0,347.0,71.0,-31.0,-1.39e+16,1.4e+16,-150000000000000.0,-3220000000000000.0,-1.34e+16,-2.96e+16,gcmt,264_gcmt
C110404C,2004-11-04T08:10:17,-76.55,-45.92,25.0,5.0,mwc,,,0.0,,88.0,61.0,-158.0,347.0,71.0,-31.0,,,,,,,anss,264_anss
C110404D,2004-11-04T08:29:16,-76.79,-45.94,19.2,5.2,mw,0.02,0.01,1.1,,82.0,73.0,-172.0,349.0,82.0,-17.0,-1.67e+16,3.65e+16,-1.98e+16,-2530000000000000.0,-2.5e+16,-8.38e+16,gcmt,265_gcmt
C110404D,2004-11-04T08:29:16,-76.44,-45.9,25.6,5.2,mwc,,,24.0,,82.0,73.0,-172.0,349.0,82.0,-17.0,,,,,,,anss,265_anss
C200503010724A,2005-03-01T07:24:05,-71.69,-31.43,25.2,5.4,mwc,,,,,354.0,25.0,103.0,159.0,66.0,84.0,,,,,,,anss,266_anss
C200503010724A,2005-03-01T07:24:09,-72.1,-31.59,32.9,5.4,mw,0.02,0.01,0.9,,354.0,25.0,103.0,159.0,66.0,84.0,1.1299999999999998e+17,9100000000000000.0,-1.22e+17,4.24e+16,-9.65e+16,3.65e+16,gcmt,266_gcmt
C200503132038A,2005-03-13T20:38:59,-71.68,-32.59,25.7,5.2,mwc,,,,,9.0,24.0,103.0,175.0,66.0,84.0,,,,,,,anss,267_anss
C200503132038A,2005-03-13T20:39:03,-72.02,-32.72,35.7,5.2,mw,0.02,0.02,1.2,,9.0,24.0,103.0,175.0,66.0,84.0,5.659999999999999e+16,1.01e+16,-6.68e+16,6800000000000000.0,-5.560000000000001e+16,-1500000000000000.0,gcmt,267_gcmt
C200503291638A,2005-03-29T16:38:20,-72.28,-33.71,34.0,5.3,mwc,,,,,6.0,17.0,100.0,175.0,73.0,87.0,,,,,,,anss,268_anss
C200503291638A,2005-03-29T16:38:25,-72.38,-33.76,19.7,5.3,mw,0.03,0.03,2.1,,6.0,17.0,100.0,175.0,73.0,87.0,5.88e+16,8500000000000002.0,-6.730000000000001e+16,9900000000000000.0,-9.52e+16,600000000000000.0,gcmt,268_gcmt
C200504130925A,2005-04-13T09:25:27,-72.85,-33.14,30.0,5.4,mwc,,,,,21.0,38.0,-89.0,200.0,52.0,-91.0,,,,,,,anss,269_anss
C200504130925A,2005-04-13T09:25:27,-73.24,-33.27,12.0,5.4,mw,0.01,0.01,0.0,,21.0,38.0,-89.0,200.0,52.0,-91.0,-1.33e+17,3599999999999999.5,1.29e+17,1.02e+16,3.09e+16,5.3e+16,gcmt,269_gcmt
C200510101607A,2005-10-10T16:06:56,-77.12,-45.7,12.0,5.1,mw,0.03,0.01,0.0,,85.0,46.0,-158.0,339.0,74.0,-46.0,-2.2e+16,2.54e+16,-3380000000000000.0,1.03e+16,-2.79e+16,-3.74e+16,gcmt,270_gcmt
C200510101607A,2005-10-10T16:07:00,-76.57,-45.62,35.0,5.1,mwc,,,,,85.0,46.0,-158.0,339.0,74.0,-46.0,,,,,,,anss,270_anss
C200512141052A,2005-12-14T10:52:08,-71.61,-31.05,57.2,5.3,mwc,,,,,266.0,24.0,-18.0,12.0,83.0,-113.0,,,,,,,anss,271_anss
C200512141052A,2005-12-14T10:52:09,-72.05,-31.22,57.5,5.3,mw,0.01,0.01,2.3,,266.0,24.0,-18.0,12.0,83.0,-113.0,-2.71e+16,2.28e+16,4300000000000000.0,-1.25e+16,-9.82e+16,4.31e+16,gcmt,271_gcmt
C200512212219A,2005-12-21T22:19:46,-74.06,-42.71,25.8,5.2,mwc,,,,,333.0,23.0,60.0,185.0,70.0,102.0,,,,,,,anss,272_anss
C200512212219A,2005-12-21T22:19:49,-74.43,-42.85,30.0,5.2,mw,0.02,0.02,0.0,,333.0,23.0,60.0,185.0,70.0,102.0,4.730000000000001e+16,4590000000000000.0,-5.19e+16,-1.01e+16,-5.87e+16,1.07e+16,gcmt,272_gcmt
C200512260056A,2005-12-26T00:56:10,-73.19,-38.95,29.8,5.1,mwc,,,,,4.0,32.0,89.0,185.0,58.0,91.0,,,,,,,anss,273_anss
C200512260056A,2005-12-26T00:56:13,-73.74,-39.01,41.0,5.1,mw,0.03,0.02,1.2,,4.0,32.0,89.0,185.0,58.0,91.0,5.36e+16,2530000000000000.0,-5.61e+16,-2790000000000000.5,-2.7400000000000004e+16,-4940000000000000.0,gcmt,273_gcmt
C200601052251A,2006-01-05T22:51:15,-73.22,-36.4,23.9,5.2,mwc,,,,,19.0,16.0,104.0,184.0,74.0,86.0,,,,,,,anss,274_anss
C200601052251A,2006-01-05T22:51:18,-73.52,-36.43,20.0,5.2,mw,0.02,0.03,0.0,,19.0,16.0,104.0,184.0,74.0,86.0,3.7e+16,5170000000000000.0,-4.22e+16,-4010000000000000.0,-6.64e+16,-9040000000000000.0,gcmt,274_gcmt
C200602101751A,2006-02-10T17:51:54,-71.39,-32.52,32.8,5.2,mwc,,,,,11.0,32.0,97.0,183.0,59.0,86.0,,,,,,,anss,275_anss
C200602101751A,2006-02-10T17:51:59,-71.84,-32.57,41.6,5.2,mw,0.03,0.02,1.4,,11.0,32.0,97.0,183.0,59.0,86.0,6.42e+16,8000000000000000.0,-7.22e+16,200000000000000.0,-3.55e+16,-9300000000000000.0,gcmt,275_gcmt
C200604151442A,2006-04-15T14:42:12,-72.33,-31.18,28.2,5.2,mw,0.02,0.02,0.9,,1.0,22.0,93.0,179.0,68.0,89.0,5.98e+16,5900000000000000.0,-6.57e+16,2100000000000000.0,-6.56e+16,200000000000000.0,gcmt,276_gcmt
C200604281821A,2006-04-28T18:21:53,-77.47,-45.76,12.0,5.3,mw,0.01,0.01,0.0,,76.0,75.0,-179.0,346.0,89.0,-15.0,7400000000000000.0,5.749999999999999e+16,-6.49e+16,2200000000000000.0,-3.58e+16,-1.1299999999999998e+17,gcmt,277_gcmt
C200604281821A,2006-04-28T18:21:55,-76.25,-45.69,10.0,5.3,mwc,,,,,76.0,75.0,-179.0,346.0,89.0,-15.0,,,,,,,anss,277_anss
C200605090902A,2006-05-09T09:02:26,-70.04,-32.85,126.1,5.0,mw,0.03,0.02,2.3,,270.0,44.0,-29.0,22.0,70.0,-130.0,-2.25e+16,2.11e+16,1409999999999999.8,-5280000000000000.0,-2.51e+16,3.14e+16,gcmt,278_gcmt
C200605090902A,2006-05-09T09:02:26,-69.41,-32.44,125.8,5.0,mwc,,,,,270.0,44.0,-29.0,22.0,70.0,-130.0,,,,,,,anss,278_anss
C200605181826A,2006-05-18T18:26:20,-71.98,-32.43,10.0,5.0,mwc,,,,,11.0,24.0,109.0,170.0,68.0,82.0,,,,,,,anss,279_anss
C200605181826A,2006-05-18T18:26:23,-72.14,-32.34,23.5,5.0,mw,0.06,0.05,2.8,,11.0,24.0,109.0,170.0,68.0,82.0,3.29e+16,-1680000000000000.0,-3.13e+16,8460000000000000.0,-3.11e+16,-730000000000000.0,gcmt,279_gcmt
C200605210511A,2006-05-21T05:11:38,-73.64,-37.32,22.5,5.2,mwc,,,,,27.0,17.0,120.0,176.0,76.0,82.0,,,,,,,anss,280_anss
C200605210511A,2006-05-21T05:11:40,-74.14,-37.41,15.4,5.2,mw,0.03,0.02,1.3,,27.0,17.0,120.0,176.0,76.0,82.0,4.58e+16,-500000000000000.0,-4.53e+16,9200000000000000.0,-8.06e+16,-1.03e+16,gcmt,280_gcmt
C200605300250A,2006-05-30T02:50:08,-76.17,-45.92,14.9,5.7,mw,0.01,0.01,0.8,,78.0,71.0,-175.0,346.0,85.0,-19.0,-4000000000000000.0,1.65e+17,-1.61e+17,-1.09e+16,-1.3e+17,-3.2e+17,gcmt,281_gcmt
C200605300250A,2006-05-30T02:50:09,-75.52,-45.76,36.3,5.7,mwc,,,,,78.0,71.0,-175.0,346.0,85.0,-19.0,,,,,,,anss,281_anss
C200607192211A,2006-07-19T22:11:29,-71.79,-32.5,36.4,5.0,mwc,,,5.2,,336.0,25.0,74.0,174.0,66.0,98.0,,,,,,,anss,282_anss
C200607192211A,2006-07-19T22:11:30,-72.24,-32.63,31.0,5.0,mw,0.05,0.03,2.0,,336.0,25.0,74.0,174.0,66.0,98.0,3.23e+16,1360000000000000.0,-3.37e+16,1150000000000000.0,-2.96e+16,9540000000000000.0,gcmt,282_gcmt
pde20060805140344230_25,2006-08-05T14:03:44,-68.719,-33.126,25.0,5.6,mwc,,,,,125.0,50.0,90.0,305.0,40.0,90.0,,,,,,,anss,283_anss
C200608051403A,2006-08-05T14:03:50,-68.86,-33.2,32.0,5.6,mw,0.01,0.01,0.6,,137.0,39.0,44.0,10.0,64.0,120.0,1.74e+17,7.33e+16,-2.4700000000000003e+17,5.01e+16,1.34e+17,9.02e+16,gcmt,283_gcmt
C200609170934A,2006-09-17T09:34:17,-67.15,-31.9,146.1,6.2,mw,0.01,0.0,0.4,,147.0,17.0,-147.0,25.0,81.0,-76.0,-7.6e+17,-1.4299999999999998e+17,9.03e+17,-1.01e+18,-1.77e+18,-2.03e+17,gcmt,284_gcmt
C200609242108A,2006-09-24T21:08:43,-67.18,-31.89,151.6,5.6,mw,0.01,0.01,0.7,,122.0,34.0,-131.0,348.0,65.0,-66.0,-3e+17,1.68e+17,1.32e+17,-9.57e+16,-2.55e+17,-9.25e+16,gcmt,285_gcmt
C200609242108A,2006-09-24T21:08:49,-67.69,-32.23,141.0,5.6,mwc,,,,,122.0,34.0,-131.0,348.0,65.0,-66.0,,,,,,,anss,285_anss
C200610071632A,2006-10-07T16:32:15,-77.03,-45.79,14.2,5.1,mw,0.03,0.02,0.7,,135.0,33.0,-74.0,296.0,58.0,-100.0,-5.95e+16,3.4900000000000004e+16,2.46e+16,2.83e+16,-4540000000000000.0,-1.84e+16,gcmt,286_gcmt
C200610071632A,2006-10-07T16:32:19,-76.29,-45.7,40.2,5.1,mwc,,,10.1,,135.0,33.0,-74.0,296.0,58.0,-100.0,,,,,,,anss,286_anss
pde20061012180556570_31,2006-10-12T18:05:56,-71.368,-31.256,31.0,6.4,mwc,,,,,175.0,65.0,90.0,355.0,25.0,90.0,,,,,,,anss,287_anss
C200610121805A,2006-10-12T18:06:04,-72.03,-31.48,36.8,6.4,mw,0.01,0.0,0.3,,3.0,26.0,96.0,176.0,65.0,87.0,3.22e+18,2.21e+17,-3.44e+18,2.8100000000000003e+17,-2.68e+18,6.6e+16,gcmt,287_gcmt
C200610131612A,2006-10-13T16:12:54,-71.61,-31.42,29.9,5.3,mwc,,,,,360.0,26.0,95.0,174.0,64.0,88.0,,,,,,,anss,288_anss
C200610131612A,2006-10-13T16:12:58,-72.02,-31.55,38.7,5.3,mw,0.02,0.01,0.9,,360.0,26.0,95.0,174.0,64.0,88.0,7.79e+16,9800000000000000.0,-8.77e+16,8500000000000002.0,-6.62e+16,6000000000000000.0,gcmt,288_gcmt
C200611201933A,2006-11-20T19:33:54,-75.04,-40.12,15.7,5.2,mwc,,,18.4,,190.0,42.0,-82.0,359.0,48.0,-97.0,,,,,,,anss,289_anss
C200611201933A,2006-11-20T19:33:54,-75.57,-40.24,12.0,5.2,mw,0.01,0.01,0.0,,190.0,42.0,-82.0,359.0,48.0,-97.0,-7.039999999999999e+16,-5700000000000000.0,7.61e+16,5800000000000000.0,-8200000000000000.0,5800000000000000.0,gcmt,289_gcmt
C200612311455A,2006-12-31T14:55:02,-71.11,-37.94,20.6,5.5,mwc,,,,,31.0,86.0,178.0,121.0,88.0,4.0,,,,,,,anss,290_anss
C200612311455A,2006-12-31T14:55:06,-71.4,-38.04,17.7,5.5,mw,0.01,0.01,0.7,,31.0,86.0,178.0,121.0,88.0,4.0,1.64e+16,2.15e+17,-2.32e+17,1.7100000000000002e+16,-600000000000000.0,1.16e+17,gcmt,290_gcmt
C200701071055A,2007-01-07T10:55:30,-71.3,-35.41,109.8,5.0,mwc,,,,,199.0,23.0,-83.0,12.0,68.0,-93.0,,,,,,,anss,291_anss
C200701071055A,2007-01-07T10:55:33,-71.23,-35.52,121.4,5.0,mw,0.04,0.04,4.6,,199.0,23.0,-83.0,12.0,68.0,-93.0,-2.52e+16,3850000000000000.0,2.13e+16,-4110000000000000.0,-2.37e+16,5460000000000000.0,gcmt,291_gcmt
C200701232040A,2007-01-23T20:40:16,-73.07,-45.46,12.8,5.3,mw,0.02,0.01,1.2,,264.0,89.0,-1.0,354.0,89.0,-179.0,-1.34e+16,-1.89e+16,3.22e+16,2600000000000000.0,-2400000000000000.0,1.26e+17,gcmt,292_gcmt
C200701232040A,2007-01-23T20:40:16,-72.19,-45.31,32.0,5.3,mwc,,,8.1,,264.0,89.0,-1.0,354.0,89.0,-179.0,,,,,,,anss,292_anss
C200701280253A,2007-01-28T02:53:16,-73.69,-45.39,46.8,5.2,mw,0.04,0.02,2.0,,104.0,76.0,1.0,14.0,89.0,166.0,-1.27e+16,4e+16,-2.73e+16,1.05e+16,1.67e+16,6.67e+16,gcmt,293_gcmt
C200701280253A,2007-01-28T02:53:20,-72.32,-45.16,49.7,5.2,mwc,,,10.3,,104.0,76.0,1.0,14.0,89.0,166.0,,,,,,,anss,293_anss
C200702030900A,2007-02-03T09:00:15,-72.24,-45.24,10.0,5.3,mwc,,,,,91.0,84.0,-6.0,182.0,84.0,-174.0,,,,,,,anss,294_anss
C200702030900A,2007-02-03T09:00:19,-73.03,-45.51,12.0,5.3,mw,0.02,0.01,0.0,,91.0,84.0,-6.0,182.0,84.0,-174.0,-3.4200000000000004e+16,2.36e+16,1.06e+16,-7199999999999999.0,8300000000000000.0,1.24e+17,gcmt,294_gcmt
C200702100603A,2007-02-10T06:03:02,-71.56,-42.98,157.3,5.5,mwc,,,,,207.0,6.0,117.0,360.0,84.0,87.0,,,,,,,anss,295_anss
C200702100603A,2007-02-10T06:03:05,-72.26,-43.26,162.3,5.5,mw,0.01,0.01,1.0,,207.0,6.0,117.0,360.0,84.0,87.0,2.31e+16,5.17e+16,-7.48e+16,1500000000000000.0,2.41e+17,-1.24e+16,gcmt,295_gcmt
C200702231955A,2007-02-23T19:55:48,-72.32,-45.34,25.1,5.7,mwc,,,,,87.0,70.0,-12.0,181.0,79.0,-160.0,,,,,,,anss,296_anss
C200702231955A,2007-02-23T19:55:50,-73.08,-45.51,16.6,5.7,mw,0.01,0.01,0.8,,87.0,70.0,-12.0,181.0,79.0,-160.0,-4.5e+16,1.53e+16,2.97e+16,-7.93e+16,1.3500000000000002e+17,3.79e+17,gcmt,296_gcmt
C200703201759A,2007-03-20T17:59:50,-67.19,-31.92,146.1,5.2,mw,0.02,0.02,2.1,,168.0,19.0,-125.0,24.0,75.0,-79.0,-3.39e+16,-3850000000000000.0,3.78e+16,-2.69e+16,-5.15e+16,4410000000000000.0,gcmt,297_gcmt
C200703291440A,2007-03-29T14:40:44,-71.84,-31.59,25.1,5.6,mwc,,,6.5,,12.0,19.0,91.0,191.0,71.0,90.0,,,,,,,anss,298_anss
C200703291440A,2007-03-29T14:40:47,-72.16,-31.63,26.6,5.6,mw,0.01,0.01,0.7,,12.0,19.0,91.0,191.0,71.0,90.0,1.89e+17,2.27e+16,-2.12e+17,-4.94e+16,-2.54e+17,-4.88e+16,gcmt,298_gcmt
C200703291709A,2007-03-29T17:09:07,-71.71,-31.6,33.9,5.6,mwc,,,7.5,,29.0,22.0,112.0,185.0,69.0,81.0,,,,,,,anss,299_anss
C200703291709A,2007-03-29T17:09:10,-72.06,-31.59,22.4,5.6,mw,0.01,0.01,0.6,,29.0,22.0,112.0,185.0,69.0,81.0,2.17e+17,3.14e+16,-2.4900000000000003e+17,-1.3e+16,-2.7000000000000003e+17,-8.11e+16,gcmt,299_gcmt
C200703291746A,2007-03-29T17:46:20,-72.07,-31.57,4.0,5.3,mwc,,,7.4,,336.0,15.0,59.0,188.0,78.0,98.0,,,,,,,anss,300_anss
C200703291746A,2007-03-29T17:46:27,-72.12,-31.69,19.8,5.3,mw,0.03,0.02,1.9,,336.0,15.0,59.0,188.0,78.0,98.0,4.08e+16,7500000000000000.0,-4.83e+16,-1.53e+16,-9.18e+16,6000000000000000.0,gcmt,300_gcmt
C200703291832A,2007-03-29T18:31:58,-71.9,-31.58,29.1,5.0,mwc,,,,,347.0,31.0,85.0,172.0,59.0,93.0,,,,,,,anss,301_anss
C200703291832A,2007-03-29T18:32:02,-72.23,-31.72,32.0,5.0,mw,0.04,0.03,1.2,,347.0,31.0,85.0,172.0,59.0,93.0,3.43e+16,1230000000000000.0,-3.55e+16,1729999999999999.8,-1.88e+16,6960000000000000.0,gcmt,301_gcmt
C200704020249A,2007-04-02T02:49:35,-73.06,-45.38,4.9,6.1,mwc,,,,,53.0,43.0,-86.0,228.0,47.0,-94.0,,,,,,,anss,302_anss
C200704020249A,2007-04-02T02:49:42,-73.04,-45.41,30.4,6.1,mw,0.04,0.02,1.5,,53.0,43.0,-86.0,228.0,47.0,-94.0,-1.59e+18,1.14e+18,4.5e+17,1.15e+17,1.32e+17,1.71e+18,gcmt,302_gcmt
C200704211753A,2007-04-21T17:53:46,-72.65,-45.24,36.7,6.2,mwc,,,6.5,,84.0,86.0,2.0,354.0,88.0,176.0,,,,,,,anss,303_anss
C200704211753A,2007-04-21T17:53:48,-72.95,-45.48,12.0,6.2,mw,0.01,0.0,0.0,,84.0,86.0,2.0,354.0,88.0,176.0,-9.12e+17,-1.2e+17,1.03e+18,1.85e+17,2.8000000000000003e+17,2.77e+18,gcmt,303_gcmt
C200704220605A,2007-04-22T06:05:28,-71.86,-31.53,29.9,5.1,mwc,,,,,348.0,28.0,61.0,201.0,66.0,105.0,,,,,,,anss,304_anss
C200704220605A,2007-04-22T06:05:28,-72.34,-31.59,27.8,5.1,mw,0.03,0.03,1.2,,348.0,28.0,61.0,201.0,66.0,105.0,3.47e+16,5639999999999999.0,-4.03e+16,-1.5e+16,-2.79e+16,-4530000000000000.0,gcmt,304_gcmt
C200706210954A,2007-06-21T09:54:54,-71.16,-31.75,45.0,5.1,mwc,,,,,359.0,32.0,94.0,174.0,58.0,88.0,,,,,,,anss,305_anss
C200706210954A,2007-06-21T09:54:59,-71.42,-31.79,53.5,5.1,mw,0.02,0.02,1.5,,359.0,32.0,94.0,174.0,58.0,88.0,4.43e+16,1560000000000000.0,-4.59e+16,3270000000000000.0,-2.19e+16,2970000000000000.0,gcmt,305_gcmt
C200706281925A,2007-06-28T19:25:21,-71.34,-32.0,68.8,5.6,mwc,,,,,198.0,15.0,-73.0,0.0,75.0,-95.0,,,,,,,anss,306_anss
C200706281925A,2007-06-28T19:25:22,-71.63,-32.08,80.3,5.6,mw,0.01,0.01,1.1,,198.0,15.0,-73.0,0.0,75.0,-95.0,-1.91e+17,2.64e+16,1.64e+17,9300000000000000.0,-3.14e+17,2.8000000000000004e+16,gcmt,306_gcmt
C200707111512A,2007-07-11T15:12:22,-70.28,-32.67,93.8,5.1,mwc,,,2.4,,150.0,50.0,-177.0,58.0,88.0,-40.0,,,,,,,anss,307_anss
C200707111512A,2007-07-11T15:12:24,-70.3,-32.67,115.7,5.1,mw,0.03,0.02,2.7,,150.0,50.0,-177.0,58.0,88.0,-40.0,-1e+16,-2.45e+16,3.45e+16,-1.86e+16,-2.7e+16,2.34e+16,gcmt,307_gcmt
C200708081414A,2007-08-08T14:14:20,-71.6,-32.47,32.7,5.3,mwc,,,3.9,,335.0,17.0,78.0,167.0,74.0,93.0,,,,,,,anss,308_anss
C200708081414A,2007-08-08T14:14:23,-71.92,-32.66,24.0,5.3,mw,0.02,0.02,0.0,,335.0,17.0,78.0,167.0,74.0,93.0,5.83e+16,6900000000000001.0,-6.52e+16,2.2e+16,-1.01e+17,2.53e+16,gcmt,308_gcmt
C200709220801A,2007-09-22T08:01:03,-76.28,-45.91,10.0,5.5,mwc,,,,,75.0,80.0,178.0,165.0,88.0,10.0,,,,,,,anss,309_anss
C200709220801A,2007-09-22T08:01:04,-76.8,-46.01,12.0,5.5,mw,0.01,0.01,0.0,,75.0,80.0,178.0,165.0,88.0,10.0,-5.95e+16,1.57e+17,-9.73e+16,3.6e+16,-4.07e+16,-2.25e+17,gcmt,309_gcmt
C200710161337A,2007-10-16T13:37:53,-76.37,-45.99,10.0,5.2,mwc,,,,,71.0,63.0,-173.0,338.0,83.0,-27.0,,,,,,,anss,310_anss
C200710161337A,2007-10-16T13:37:54,-76.84,-45.98,13.9,5.2,mw,0.02,0.01,1.1,,71.0,63.0,-173.0,338.0,83.0,-27.0,-1.87e+16,5.269999999999999e+16,-3.39e+16,1.35e+16,-2.85e+16,-5.39e+16,gcmt,310_gcmt
C200710201956A,2007-10-20T19:56:21,-73.01,-36.47,40.8,5.2,mwc,,,4.5,,13.0,23.0,104.0,177.0,67.0,84.0,,,,,,,anss,311_anss
C200710201956A,2007-10-20T19:56:22,-73.51,-36.5,40.7,5.2,mw,0.02,0.01,1.3,,13.0,23.0,104.0,177.0,67.0,84.0,5.18e+16,1.01e+16,-6.18e+16,4670000000000000.0,-5.56e+16,-4780000000000000.0,gcmt,311_gcmt
C200710270116A,2007-10-27T01:16:54,-69.03,-31.68,116.6,5.0,mwc,,,,,299.0,51.0,-26.0,46.0,70.0,-138.0,,,,,,,anss,312_anss
C200710270116A,2007-10-27T01:16:56,-69.21,-31.85,113.8,5.0,mw,0.04,0.03,3.3,,299.0,51.0,-26.0,46.0,70.0,-138.0,-1.73e+16,3.72e+16,-1.99e+16,-7780000000000000.0,-2.34e+16,7780000000000000.0,gcmt,312_gcmt
C200712151822A,2007-12-15T18:22:27,-71.68,-32.69,30.2,5.9,mwc,,,,,359.0,21.0,89.0,179.0,69.0,90.0,,,,,,,anss,313_anss
C200712151822A,2007-12-15T18:22:32,-72.02,-32.81,33.3,5.9,mw,0.01,0.01,0.5,,359.0,21.0,89.0,179.0,69.0,90.0,5.4700000000000006e+17,8.8e+16,-6.35e+17,7000000000000000.0,-6.59e+17,1.2e+16,gcmt,313_gcmt
C200712200306A,2007-12-20T03:06:56,-71.79,-32.71,30.1,5.5,mwc,,,,,351.0,12.0,80.0,181.0,78.0,92.0,,,,,,,anss,314_anss
C200712200306A,2007-12-20T03:07:00,-72.01,-32.85,25.0,5.5,mw,0.02,0.02,0.0,,351.0,12.0,80.0,181.0,78.0,92.0,6.61e+16,2.04e+16,-8.66e+16,-2500000000000000.0,-1.78e+17,5500000000000000.0,gcmt,314_gcmt
C200802292251A,2008-02-29T22:51:34,-75.08,-40.32,10.0,5.0,mwc,,,,,212.0,46.0,-107.0,56.0,47.0,-73.0,,,,,,,anss,315_anss
C200802292251A,2008-02-29T22:51:37,-75.49,-40.56,19.5,5.0,mw,0.04,0.03,0.9,,212.0,46.0,-107.0,56.0,47.0,-73.0,-4.69e+16,2.26e+16,2.43e+16,-9370000000000000.0,7730000000000000.0,1.7e+16,gcmt,315_gcmt
C200803290134A,2008-03-29T01:34:35,-74.1,-43.08,27.4,5.1,mwc,,,,,5.0,32.0,90.0,184.0,58.0,90.0,,,,,,,anss,316_anss
C200803290134A,2008-03-29T01:34:39,-74.58,-43.2,42.0,5.1,mw,0.04,0.03,1.0,,5.0,32.0,90.0,184.0,58.0,90.0,5.34e+16,-8840000000000000.0,-4.45e+16,-1680000000000000.0,-2.46e+16,-2780000000000000.0,gcmt,316_gcmt
C200804110129A,2008-04-11T01:29:44,-76.36,-45.88,17.0,5.1,mw,0.03,0.02,1.6,,80.0,67.0,-165.0,343.0,76.0,-24.0,4000000000000000.0,2.17e+16,-2.57e+16,-1.61e+16,-3.37e+16,-4.25e+16,gcmt,317_gcmt
C200804110129A,2008-04-11T01:29:45,-75.22,-45.77,10.0,5.1,mwc,,,,,80.0,67.0,-165.0,343.0,76.0,-24.0,,,,,,,anss,317_anss
C200805020551A,2008-05-02T05:51:24,-72.27,-42.77,10.0,5.2,mwc,,,,,206.0,77.0,-177.0,115.0,87.0,-13.0,,,,,,,anss,318_anss
C200805020551A,2008-05-02T05:51:27,-72.65,-42.93,17.4,5.2,mw,0.03,0.01,1.2,,206.0,77.0,-177.0,115.0,87.0,-13.0,-3.55e+16,8.82e+16,-5.28e+16,-1.85e+16,1500000000000000.0,5.590000000000001e+16,gcmt,318_gcmt
C200805030236A,2008-05-03T02:36:12,-72.25,-42.78,10.0,5.0,mwc,,,,,280.0,52.0,-31.0,31.0,66.0,-137.0,,,,,,,anss,319_anss
