id,time_iso,longitude,latitude,depth,mag,mag_type,lon_error,lat_error,depth_error,mag_error,strike1,dip1,rake1,strike2,dip2,rake2,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,duplicate_id
pde19980729071424080_51,1998-07-29T07:14:24,-71.286,-32.312,51.0,6.4,mwc,,,,,325.0,65.0,75.0,177.0,29.0,119.0,,,,,,,anss,191_anss
C072998A,1998-07-29T07:14:28,-71.67,-32.3,58.0,6.4,mw,0.01,0.01,0.0,,181.0,40.0,116.0,329.0,55.0,70.0,4.75e+18,-8.5e+16,-4.666e+18,-1.81e+18,8.31e+17,1.261e+18,gcmt,191_gcmt
B082498B,1998-08-24T02:45:31,-69.32,-32.84,115.0,5.1,mw,0.18,0.21,8.9,,102.0,29.0,-106.0,300.0,62.0,-81.0,-4.466e+16,4.109e+16,3570000000000000.0,2.462e+16,-1.851e+16,-1.772e+16,gcmt,192_gcmt
B082498B,1998-08-24T02:45:34,-69.45,-31.89,115.3,5.1,mwc,,,,,102.0,29.0,-106.0,300.0,62.0,-81.0,,,,,,,anss,192_anss
B100998B,1998-10-09T10:24:37,-76.5,-47.21,15.0,5.1,mw,0.09,0.08,0.0,,19.0,46.0,138.0,142.0,61.0,52.0,4.173e+16,2.213e+16,-6.386999999999999e+16,2.342e+16,-1.071e+16,1.684e+16,gcmt,193_gcmt
B101098A,1998-10-10T04:12:08,-72.08,-33.52,33.0,5.6,mwc,,,,,352.0,26.0,87.0,175.0,64.0,91.0,,,,,,,anss,194_anss
B101098A,1998-10-10T04:12:10,-72.48,-33.87,19.8,5.6,mw,0.03,0.03,1.4,,352.0,26.0,87.0,175.0,64.0,91.0,2.654e+17,7099999999999999.0,-2.725e+17,1.48e+16,-2.172e+17,3.2e+16,gcmt,194_gcmt
B102998B,1998-10-29T19:55:54,-70.48,-32.76,85.5,5.3,mwc,,,,,165.0,47.0,164.0,266.0,78.0,44.0,,,,,,,anss,195_anss
B102998B,1998-10-29T19:55:58,-70.46,-32.56,109.5,5.3,mw,0.1,0.06,5.0,,165.0,47.0,164.0,266.0,78.0,44.0,3.042e+16,-3.98e+16,9380000000000000.0,-6.503e+16,-1.914e+16,7.303e+16,gcmt,195_gcmt
B110698A,1998-11-06T08:01:20,-79.34,-44.52,15.0,5.9,mw,0.02,0.02,0.0,,256.0,69.0,171.0,349.0,82.0,22.0,-6.36e+16,3.284e+17,-2.648e+17,-2.661e+17,2.818e+17,-6.816e+17,gcmt,196_gcmt
B112798D,1998-11-27T10:27:02,-69.33,-32.14,126.7,5.4,mwc,,,,,191.0,45.0,-107.0,35.0,47.0,-74.0,,,,,,,anss,197_anss
B112798D,1998-11-27T10:27:06,-69.21,-32.04,128.9,5.4,mw,0.05,0.04,1.5,,191.0,45.0,-107.0,35.0,47.0,-74.0,-1.681e+17,1.02e+16,1.579e+17,-3.19e+16,7500000000000000.0,7.67e+16,gcmt,197_gcmt
B121198B,1998-12-11T08:37:50,-68.92,-31.27,117.6,5.4,mwc,,,,,32.0,41.0,-97.0,221.0,49.0,-84.0,,,,,,,anss,198_anss
B121198B,1998-12-11T08:37:53,-68.94,-31.52,127.8,5.4,mw,0.05,0.04,1.4,,32.0,41.0,-97.0,221.0,49.0,-84.0,-1.3959999999999998e+17,4.11e+16,9.85e+16,2.01e+16,1.26e+16,9.4e+16,gcmt,198_gcmt
pde19981214162524980_138,1998-12-14T16:25:24,-71.033,-38.214,135.0,6.0,mwb,,,,,350.0,85.0,-90.0,170.0,5.0,-90.0,,,,,,,anss,199_anss
C121498D,1998-12-14T16:25:30,-71.25,-38.28,145.9,5.9,mw,0.01,0.01,0.4,,250.0,8.0,-6.0,346.0,89.0,-98.0,-1799999999999999.8,-1.2350000000000002e+17,1.2529999999999998e+17,2.3730000000000003e+17,-9.828e+17,1.0109999999999998e+17,gcmt,199_gcmt
B122698A,1998-12-26T11:20:22,-74.85,-40.75,10.0,5.5,mwc,,,,,187.0,18.0,-89.0,6.0,72.0,-90.0,,,,,,,anss,200_anss
B122698A,1998-12-26T11:20:26,-75.74,-40.9,15.4,5.5,mw,0.06,0.06,2.6,,187.0,18.0,-89.0,6.0,72.0,-90.0,-1.31e+17,-1.7499999999999998e+16,1.485e+17,-2.02e+16,-2.009e+17,1.8e+16,gcmt,200_gcmt
B020599D,1999-02-05T16:07:07,-70.95,-35.02,86.2,5.2,mwc,,,,,126.0,47.0,146.0,241.0,66.0,48.0,,,,,,,anss,201_anss
B020599D,1999-02-05T16:07:10,-70.56,-34.78,99.0,5.2,mw,0.13,0.08,6.4,,126.0,47.0,146.0,241.0,66.0,48.0,4.761999999999999e+16,-6.595e+16,1.833e+16,-2.171e+16,-6.548e+16,1.162e+16,gcmt,201_gcmt
B030599B,1999-03-05T03:35:14,-69.6,-34.67,10.0,5.9,mwc,,,,,170.0,12.0,69.0,12.0,79.0,94.0,,,,,,,anss,202_anss
B030599B,1999-03-05T03:35:19,-70.25,-34.75,15.0,5.9,mw,0.04,0.04,0.0,,170.0,12.0,69.0,12.0,79.0,94.0,3.858e+17,-2.7300000000000004e+16,-3.585e+17,2.023e+17,8.644e+17,4500000000000000.0,gcmt,202_gcmt
B032799B,1999-03-27T11:13:34,-71.75,-40.04,33.0,5.4,mwc,,,,,174.0,72.0,174.0,266.0,85.0,18.0,,,,,,,anss,203_anss
B032799B,1999-03-27T11:13:35,-71.85,-40.32,15.0,5.4,mw,0.07,0.05,0.0,,174.0,72.0,174.0,266.0,85.0,18.0,-1.28e+16,-2e+16,3.27e+16,-5.779999999999999e+16,-3.24e+16,1.7e+17,gcmt,203_gcmt
B042599B,1999-04-25T09:10:44,-69.25,-31.8,115.7,5.3,mwc,,,,,36.0,42.0,-62.0,181.0,54.0,-113.0,,,,,,,anss,204_anss
B042599B,1999-04-25T09:10:48,-69.34,-31.91,120.0,5.3,mw,0.05,0.06,2.0,,36.0,42.0,-62.0,181.0,54.0,-113.0,-8.96e+16,-2.11e+16,1.1080000000000002e+17,-1.36e+16,2.86e+16,4.53e+16,gcmt,204_gcmt
B043099E,1999-04-30T19:28:48,-71.68,-31.65,52.4,5.5,mwc,,,6.0,,355.0,29.0,81.0,185.0,61.0,95.0,,,,,,,anss,205_anss
B043099E,1999-04-30T19:28:50,-72.27,-31.9,32.1,5.5,mw,0.03,0.04,2.3,,355.0,29.0,81.0,185.0,61.0,95.0,1.789e+17,5.36e+16,-2.3250000000000003e+17,-1.62e+16,-1.296e+17,-4500000000000000.0,gcmt,205_gcmt
B052299A,1999-05-22T01:32:13,-70.48,-36.78,158.8,5.3,mwc,,,,,204.0,12.0,-65.0,359.0,80.0,-95.0,,,,,,,anss,206_anss
B052299A,1999-05-22T01:32:15,-70.57,-36.56,163.5,5.3,mw,0.07,0.08,2.4,,204.0,12.0,-65.0,359.0,80.0,-95.0,-4.258e+16,1.327e+16,2.93e+16,4500000000000000.0,-9.449e+16,7980000000000000.0,gcmt,206_gcmt
B080299A,1999-08-02T01:06:37,-70.15,-33.02,95.4,5.5,mwc,,,,,141.0,19.0,-151.0,23.0,81.0,-73.0,,,,,,,anss,207_anss
B080299A,1999-08-02T01:06:43,-70.1,-33.08,107.9,5.5,mw,0.03,0.02,1.8,,141.0,19.0,-151.0,23.0,81.0,-73.0,-5.91e+16,-5.560000000000001e+16,1.147e+17,-8.11e+16,-1.879e+17,-7600000000000000.0,gcmt,207_gcmt
B080499C,1999-08-04T16:49:50,-68.08,-31.66,115.2,5.3,mwc,,,,,155.0,45.0,-139.0,33.0,62.0,-53.0,,,,,,,anss,208_anss
B080499C,1999-08-04T16:49:54,-67.98,-31.87,125.5,5.3,mw,0.04,0.05,1.9,,155.0,45.0,-139.0,33.0,62.0,-53.0,-8.74e+16,-2.45e+16,1.119e+17,-7.94e+16,-2.44e+16,5600000000000000.0,gcmt,208_gcmt
B081299C,1999-08-12T07:27:12,-76.72,-45.37,15.0,5.5,mw,0.19,0.18,0.0,,6.0,40.0,-20.0,111.0,77.0,-128.0,-6.899999999999999e+16,-2.91e+16,9.81e+16,-1.546e+17,1.2e+16,-1.0229999999999998e+17,gcmt,209_gcmt
B081299C,1999-08-12T07:27:13,-76.58,-45.62,33.0,5.5,mwc,,,,,6.0,40.0,-20.0,111.0,77.0,-128.0,,,,,,,anss,209_anss
pde19990822093539470_33,1999-08-22T09:35:39,-74.756,-40.509,18.0,6.4,mwc,,,,,120.0,35.0,-105.0,318.0,56.0,-80.0,,,,,,,anss,210_anss
C082299A,1999-08-22T09:35:42,-75.44,-40.88,15.0,6.4,mw,0.01,0.01,0.0,,202.0,45.0,-84.0,14.0,46.0,-96.0,-4.099e+18,-1.79e+17,4.279e+18,2.06e+17,-1.49e+17,1.601e+18,gcmt,210_gcmt
B110399D,1999-11-03T13:59:21,-73.38,-38.03,33.0,5.3,mwc,,,,,28.0,7.0,132.0,166.0,85.0,85.0,,,,,,,anss,211_anss
B110399D,1999-11-03T13:59:23,-73.93,-37.7,15.0,5.3,mw,0.15,0.17,0.0,,28.0,7.0,132.0,166.0,85.0,85.0,2.7800000000000004e+16,-4000000000000000.0,-2.38e+16,3.14e+16,-1.199e+17,-7000000000000001.0,gcmt,211_gcmt
B110399E,1999-11-03T15:19:20,-73.53,-38.08,33.0,5.2,mwc,,,,,96.0,55.0,179.0,187.0,89.0,35.0,,,,,,,anss,212_anss
B110399E,1999-11-03T15:19:22,-73.64,-37.7,33.0,5.2,mw,0.16,0.1,0.0,,96.0,55.0,179.0,187.0,89.0,35.0,-6570000000000000.0,-1.528e+16,2.185e+16,6929999999999999.0,-4.878e+16,-6.416e+16,gcmt,212_gcmt
B032600A,2000-03-26T03:32:36,-71.84,-32.68,36.8,5.2,mwc,,,5.0,,330.0,30.0,55.0,189.0,66.0,108.0,,,,,,,anss,213_anss
B032600A,2000-03-26T03:32:41,-72.16,-32.5,48.9,5.2,mw,0.12,0.11,8.4,,330.0,30.0,55.0,189.0,66.0,108.0,4.769e+16,6240000000000000.0,-5.393e+16,-1.457e+16,-4.198e+16,1.097e+16,gcmt,213_gcmt
pde20000616075535390_120,2000-06-16T07:55:35,-70.088,-33.877,114.0,6.4,mwc,,,,,10.0,65.0,-105.0,222.0,29.0,-61.0,,,,,,,anss,214_anss
C061600B,2000-06-16T07:55:39,-69.92,-33.95,109.1,6.4,mw,0.01,0.01,0.4,,219.0,33.0,-67.0,11.0,60.0,-105.0,-3.805e+18,2.61e+17,3.544e+18,3.1e+16,-2.307e+18,1.862e+18,gcmt,214_gcmt
pde20001220112354100_11,2000-12-20T11:23:54,-74.662,-39.008,11.0,6.5,mwc,,,,,5.0,50.0,-90.0,185.0,40.0,-90.0,,,,,,,anss,215_anss
B122000C,2000-12-20T11:24:01,-75.39,-39.36,15.0,6.4,mw,0.02,0.01,0.0,,206.0,43.0,-72.0,3.0,50.0,-106.0,-4.402e+18,-1.415e+18,5.817e+18,3.74e+17,-8.18e+17,1.941e+18,gcmt,215_gcmt
B010701C,2001-01-07T10:18:20,-72.23,-33.44,10.0,5.9,mwc,,,,,353.0,23.0,85.0,178.0,67.0,92.0,,,,,,,anss,216_anss
B010701C,2001-01-07T10:18:28,-72.33,-33.52,21.0,5.9,mw,0.02,0.02,0.0,,353.0,23.0,85.0,178.0,67.0,92.0,6.175e+17,4.78e+16,-6.653e+17,8400000000000002.0,-6.367e+17,4.92e+16,gcmt,216_gcmt
pde20010303115813350_33,2001-03-03T11:58:13,-74.555,-38.766,8.0,5.9,mwc,,,,,0.0,60.0,-90.0,180.0,30.0,-90.0,,,,,,,anss,217_anss
B030301E,2001-03-03T11:58:13,-75.45,-39.48,15.0,5.8,mw,0.03,0.03,0.0,,228.0,31.0,-43.0,357.0,69.0,-114.0,-4.3840000000000006e+17,-2.72e+16,4.656e+17,1.2809999999999998e+17,-4.8230000000000006e+17,2.492e+17,gcmt,217_gcmt
pde20010315130242110_37,2001-03-15T13:02:42,-71.492,-32.321,37.0,6.0,mwb,,,,,355.0,50.0,105.0,152.0,42.0,73.0,,,,,,,anss,218_anss
C031501G,2001-03-15T13:02:44,-72.04,-32.61,42.0,5.9,mw,0.01,0.01,0.0,,144.0,38.0,59.0,2.0,58.0,112.0,7.484e+17,-9.79e+16,-6.505e+17,2.455e+17,3.467e+17,2.121e+17,gcmt,218_gcmt
pde20010409090057170_11,2001-04-09T09:00:57,-73.109,-32.668,11.0,6.7,mwc,,,,,45.0,55.0,-55.0,174.0,48.0,-129.0,,,,,,,anss,219_anss
C040901A,2001-04-09T09:01:05,-73.23,-32.88,15.0,6.6,mw,0.01,0.01,0.0,,219.0,44.0,-86.0,33.0,46.0,-94.0,-1.061e+19,3e+18,7.61e+18,2.1e+17,-5e+17,7.12e+18,gcmt,219_gcmt
B050601E,2001-05-06T05:59:47,-70.9,-32.45,52.2,5.2,mwc,,,,,313.0,32.0,42.0,185.0,69.0,115.0,,,,,,,anss,220_anss
B050601E,2001-05-06T05:59:51,-70.92,-32.95,50.0,5.2,mw,0.13,0.12,9.9,,313.0,32.0,42.0,185.0,69.0,115.0,4.154e+16,3490000000000000.0,-4.503999999999999e+16,-1.53e+16,-4.558e+16,2.266e+16,gcmt,220_gcmt
B072401E,2001-07-24T17:42:41,-71.58,-32.85,33.0,5.2,mwc,,,,,334.0,40.0,87.0,158.0,50.0,93.0,,,,,,,anss,221_anss
B072401E,2001-07-24T17:42:45,-72.17,-33.22,51.6,5.2,mw,0.03,0.04,2.8,,334.0,40.0,87.0,158.0,50.0,93.0,7.816e+16,-1.209e+16,-6.607e+16,3170000000000000.0,-1.419e+16,2.943e+16,gcmt,221_gcmt
B101201B,2001-10-12T04:21:31,-69.74,-33.3,3.8,5.3,mwc,,,,,222.0,78.0,171.0,314.0,81.0,12.0,,,,,,,anss,222_anss
B101201B,2001-10-12T04:21:37,-69.04,-33.16,15.0,5.3,mw,0.4,0.14,0.0,,222.0,78.0,171.0,314.0,81.0,12.0,-7099999999999999.0,1.041e+17,-9.7e+16,-3.09e+16,2000000000000000.0,7700000000000000.0,gcmt,222_gcmt
B102301I,2001-10-23T23:54:24,-75.89,-43.5,33.0,5.1,mwc,,,,,232.0,45.0,-27.0,342.0,71.0,-132.0,,,,,,,anss,223_anss
B102301I,2001-10-23T23:54:26,-76.47,-43.39,29.1,5.1,mw,0.24,0.17,11.0,,232.0,45.0,-27.0,342.0,71.0,-132.0,-2.942e+16,-2.393e+16,5.335e+16,1.7549999999999998e+16,-3.087e+16,2.281e+16,gcmt,223_gcmt
B110301B,2001-11-03T01:43:21,-71.65,-36.25,86.2,5.1,mwc,,,,,274.0,33.0,25.0,163.0,77.0,120.0,,,,,,,anss,224_anss
B110301B,2001-11-03T01:43:27,-72.02,-36.19,99.9,5.1,mw,0.11,0.08,5.4,,274.0,33.0,25.0,163.0,77.0,120.0,2.268e+16,-2.239e+16,-290000000000000.0,-850000000000000.0,-4.581000000000001e+16,2.282e+16,gcmt,224_gcmt
B022102D,2002-02-21T08:57:46,-67.36,-31.69,120.6,5.4,mwc,,,,,131.0,33.0,-149.0,15.0,74.0,-61.0,,,,,,,anss,225_anss
B022102D,2002-02-21T08:57:49,-67.3,-31.77,134.2,5.4,mw,0.05,0.05,1.7,,131.0,33.0,-149.0,15.0,74.0,-61.0,-7.131e+16,-1.059e+16,8.19e+16,-6.245e+16,-9.371e+16,-4.49e+16,gcmt,225_gcmt
C030302A,2002-03-03T07:16:15,-76.12,-45.84,10.0,5.9,mwc,,,,,258.0,83.0,-176.0,168.0,86.0,-7.0,,,,,,,anss,226_anss
C030302A,2002-03-03T07:16:19,-76.42,-45.92,15.0,5.9,mw,0.02,0.02,0.0,,258.0,83.0,-176.0,168.0,86.0,-7.0,-1.1020000000000002e+17,3.625e+17,-2.522e+17,1.34e+16,9.12e+16,-7e+17,gcmt,226_gcmt
B042702B,2002-04-27T23:53:58,-67.78,-31.72,49.3,5.2,mw,0.06,0.07,4.7,,341.0,41.0,31.0,227.0,71.0,127.0,3.96e+16,3.009e+16,-6.969e+16,-2.952e+16,-3.421e+16,-3.793e+16,gcmt,227_gcmt
B052402A,2002-05-24T00:23:15,-70.95,-31.97,60.2,5.5,mwc,,,3.5,,9.0,40.0,107.0,167.0,52.0,76.0,,,,,,,anss,228_anss
B052402A,2002-05-24T00:23:20,-71.52,-32.17,57.0,5.5,mw,0.02,0.03,0.0,,9.0,40.0,107.0,167.0,52.0,76.0,2.272e+17,9400000000000000.0,-2.3650000000000003e+17,4.83e+16,-4.6e+16,7700000000000000.0,gcmt,228_gcmt
C061802C,2002-06-18T13:56:30,-71.63,-31.04,57.0,6.4,mw,0.01,0.01,0.0,,353.0,29.0,96.0,166.0,61.0,87.0,4.465e+18,7.8e+16,-4.543e+18,8.09e+17,-2.759e+18,8.68e+17,gcmt,229_gcmt
B062302A,2002-06-23T11:10:44,-71.54,-31.49,90.9,5.2,mw,0.05,0.05,2.3,,334.0,42.0,-113.0,184.0,52.0,-71.0,-7.84e+16,-900000000000000.0,7.93e+16,1.928e+16,1.763e+16,-1.657e+16,gcmt,230_gcmt
B070202D,2002-07-02T20:21:00,-67.76,-31.15,27.0,5.5,mwc,,,,,156.0,40.0,15.0,54.0,81.0,129.0,,,,,,,anss,231_anss
B070202D,2002-07-02T20:21:05,-68.19,-31.43,27.0,5.5,mw,0.04,0.05,0.0,,156.0,40.0,15.0,54.0,81.0,129.0,5.26e+16,9.37e+16,-1.463e+17,1.561e+17,6.08e+16,-5.709999999999999e+16,gcmt,231_gcmt
B071802D,2002-07-18T21:53:17,-79.75,-44.72,15.0,5.2,mw,0.0,0.0,0.0,,246.0,34.0,42.0,119.0,68.0,117.0,4.363000000000001e+16,-7.132e+16,2.769e+16,4.069e+16,-2.523e+16,1.028e+16,gcmt,232_gcmt
pde20020924035722280_119,2002-09-24T03:57:22,-69.2,-31.519,116.0,6.3,mwc,,,,,35.0,45.0,-90.0,215.0,45.0,-90.0,,,,,,,anss,233_anss
C092402B,2002-09-24T03:57:26,-69.12,-31.48,119.9,6.2,mw,0.02,0.01,0.6,,27.0,39.0,-94.0,212.0,51.0,-87.0,-2.633e+18,5.68e+17,2.065e+18,3.91e+17,4.63e+17,1.278e+18,gcmt,233_gcmt
B093002B,2002-09-30T13:05:58,-70.83,-35.23,95.6,5.2,mwc,,,,,222.0,23.0,-73.0,23.0,68.0,-97.0,,,,,,,anss,234_anss
B093002B,2002-09-30T13:06:01,-71.07,-35.17,113.9,5.2,mw,0.05,0.03,2.3,,222.0,23.0,-73.0,23.0,68.0,-97.0,-7.017e+16,2.646e+16,4.372e+16,-2.087e+16,-6.472000000000001e+16,2.426e+16,gcmt,234_gcmt
B103102F,2002-10-31T20:36:54,-74.72,-40.1,33.0,5.1,mwc,,,,,244.0,43.0,-61.0,27.0,53.0,-114.0,,,,,,,anss,235_anss
B103102F,2002-10-31T20:36:55,-75.39,-40.56,15.0,5.1,mw,0.13,0.08,0.0,,244.0,43.0,-61.0,27.0,53.0,-114.0,-5.775e+16,3.036e+16,2.739e+16,9110000000000000.0,-2.358e+16,2.88e+16,gcmt,235_gcmt
B110902G,2002-11-09T06:06:00,-75.64,-48.2,15.0,5.6,mw,0.09,0.07,0.0,,1.0,10.0,89.0,182.0,80.0,90.0,1.323e+17,-3.99e+16,-9.24e+16,-1.13e+16,-3.082e+17,-1300000000000000.0,gcmt,236_gcmt
B121202A,2002-12-12T04:03:16,-67.3,-31.8,126.0,5.3,mwc,,,,,245.0,33.0,8.0,148.0,86.0,123.0,,,,,,,anss,237_anss
B121202A,2002-12-12T04:03:20,-67.28,-31.86,132.5,5.3,mw,0.03,0.04,1.3,,245.0,33.0,8.0,148.0,86.0,123.0,1.482e+16,-5.94e+16,4.459e+16,1.236e+16,-8.694000000000002e+16,5960000000000000.0,gcmt,237_gcmt
B122602C,2002-12-26T22:20:20,-68.57,-31.23,112.4,5.2,mwc,,,,,347.0,37.0,-81.0,156.0,54.0,-97.0,,,,,,,anss,238_anss
B122602C,2002-12-26T22:20:24,-68.55,-31.46,122.5,5.2,mw,0.05,0.03,1.7,,347.0,37.0,-81.0,156.0,54.0,-97.0,-9.987e+16,3.4e+16,6.587e+16,-2.118e+16,1.982e+16,-1.017e+16,gcmt,238_gcmt
B010703A,2003-01-07T00:54:51,-70.05,-33.76,110.8,5.7,mwc,,,,,199.0,28.0,-70.0,356.0,64.0,-100.0,,,,,,,anss,239_anss
B010703A,2003-01-07T00:54:55,-70.22,-33.6,112.8,5.7,mw,0.03,0.02,1.3,,199.0,28.0,-70.0,356.0,64.0,-100.0,-3.17e+17,-1.92e+16,3.37e+17,4.58e+16,-2.52e+17,4.55e+16,gcmt,239_gcmt
B010903G,2003-01-09T09:49:12,-79.54,-44.66,15.0,5.9,mw,0.02,0.01,0.0,,169.0,84.0,-2.0,259.0,88.0,-174.0,-6.24e+16,3.64e+17,-3.01e+17,8.22e+16,3.55e+16,-7.95e+17,gcmt,240_gcmt
B022803A,2003-02-28T01:40:22,-73.18,-35.33,33.8,5.3,mwc,,,,,26.0,18.0,115.0,180.0,74.0,82.0,,,,,,,anss,241_anss
B022803A,2003-02-28T01:40:25,-73.56,-35.41,15.0,5.3,mw,0.07,0.06,0.0,,26.0,18.0,115.0,180.0,74.0,82.0,6.66e+16,3400000000000000.0,-6.999999999999999e+16,4800000000000000.0,-1.1000000000000002e+17,-1.63e+16,gcmt,241_gcmt
B041403A,2003-04-14T14:42:31,-72.58,-35.34,33.0,5.2,mwc,,,,,18.0,44.0,158.0,124.0,75.0,48.0,,,,,,,anss,242_anss
B041403A,2003-04-14T14:42:34,-72.9,-35.38,31.1,5.2,mw,0.06,0.06,4.1,,18.0,44.0,158.0,124.0,75.0,48.0,3.22e+16,3.19e+16,-6.42e+16,6.36e+16,-1.3800000000000002e+16,3.27e+16,gcmt,242_gcmt
B051803C,2003-05-18T21:10:21,-69.09,-31.4,114.1,5.4,mwc,,,,,43.0,41.0,-82.0,213.0,49.0,-97.0,,,,,,,anss,243_anss
B051803C,2003-05-18T21:10:25,-69.18,-31.46,122.3,5.4,mw,0.03,0.02,0.8,,43.0,41.0,-82.0,213.0,49.0,-97.0,-1.32e+17,4.6e+16,8.6e+16,3599999999999999.5,2.13e+16,8.31e+16,gcmt,243_gcmt
B052703D,2003-05-27T08:29:45,-68.6,-31.36,118.0,5.5,mwc,,,,,223.0,37.0,-75.0,25.0,54.0,-101.0,,,,,,,anss,244_anss
B052703D,2003-05-27T08:29:49,-68.7,-31.32,127.5,5.5,mw,0.03,0.02,0.9,,223.0,37.0,-75.0,25.0,54.0,-101.0,-2.16e+17,6.52e+16,1.51e+17,-6800000000000000.0,-7.59e+16,1.04e+17,gcmt,244_gcmt
B060203A,2003-06-02T02:52:11,-71.97,-32.95,33.0,5.5,mwc,,,,,9.0,25.0,92.0,187.0,65.0,89.0,,,,,,,anss,245_anss
B060203A,2003-06-02T02:52:15,-72.4,-33.08,28.0,5.5,mw,0.03,0.03,0.0,,9.0,25.0,92.0,187.0,65.0,89.0,1.69e+17,9700000000000000.0,-1.79e+17,-1.57e+16,-1.47e+17,-2.65e+16,gcmt,245_gcmt
B062003C,2003-06-20T04:23:26,-77.06,-45.72,15.0,5.3,mw,0.07,0.06,0.0,,172.0,36.0,-70.0,327.0,56.0,-104.0,-1.07e+17,1.22e+16,9.51e+16,3.83e+16,-2.68e+16,-3.56e+16,gcmt,246_gcmt
B062003C,2003-06-20T04:23:28,-75.94,-45.57,33.0,5.3,mwc,,,,,172.0,36.0,-70.0,327.0,56.0,-104.0,,,,,,,anss,246_anss
B092803G,2003-09-28T17:40:43,-70.68,-35.2,105.8,5.0,mwc,,,3.5,,245.0,17.0,-66.0,39.0,74.0,-97.0,,,,,,,anss,247_anss
B092803G,2003-09-28T17:40:44,-71.11,-35.54,105.2,5.0,mw,0.07,0.05,3.8,,245.0,17.0,-66.0,39.0,74.0,-97.0,-3.04e+16,1.97e+16,1.07e+16,-2.21e+16,-3.34e+16,2970000000000000.0,gcmt,247_gcmt
20031101031912,2003-11-01T03:19:11,-68.18,-35.48,49.7,5.1,mwc,,,,,250.0,65.0,-164.0,153.0,75.0,-26.0,-1.36e+16,4.07e+16,-2.71e+16,280000000000000.0,2.09e+16,-3.13e+16,anss,248_anss
B110103B,2003-11-01T03:19:11,-68.18,-35.48,49.7,5.1,mw,0.15,0.06,8.4,,250.0,65.0,-164.0,153.0,75.0,-26.0,-1.36e+16,4.07e+16,-2.71e+16,280000000000000.0,2.09e+16,-3.13e+16,gcmt,248_gcmt
B111203C,2003-11-12T01:54:24,-75.52,-40.56,21.8,5.5,mw,0.15,0.11,5.4,,216.0,33.0,-83.0,27.0,57.0,-95.0,-2.26e+17,5.789999999999999e+16,1.68e+17,-3.6e+16,-9.52e+16,1.05e+17,gcmt,249_gcmt
B111203C,2003-11-12T01:54:24,-74.87,-40.02,29.6,5.5,mwc,,,,,216.0,33.0,-83.0,27.0,57.0,-95.0,,,,,,,anss,249_anss
C011904A,2004-01-19T05:47:24,-71.72,-31.73,31.1,5.3,mwc,,,,,358.0,25.0,95.0,172.0,65.0,88.0,,,,,,,anss,250_anss
C011904A,2004-01-19T05:47:29,-72.07,-31.85,34.0,5.3,mw,0.02,0.02,0.0,,358.0,25.0,95.0,172.0,65.0,88.0,8.86e+16,1.56e+16,-1.04e+17,1.27e+16,-8e+16,1.19e+16,gcmt,250_gcmt
C031704I,2004-03-17T16:49:49,-66.75,-31.99,49.5,5.0,mw,0.03,0.02,2.0,,172.0,39.0,79.0,5.0,52.0,99.0,4.16e+16,8290000000000000.0,-4.99e+16,4080000000000000.0,1.04e+16,1220000000000000.0,gcmt,251_gcmt
C043004A,2004-04-30T10:03:45,-70.52,-33.55,93.8,5.0,mwc,,,,,157.0,35.0,-133.0,26.0,65.0,-64.0,,,,,,,anss,252_anss
C043004A,2004-04-30T10:03:47,-70.5,-33.59,102.0,5.0,mw,0.03,0.02,2.8,,157.0,35.0,-133.0,26.0,65.0,-64.0,-2.92e+16,-1.07e+16,3.99e+16,-1.6200000000000002e+16,-1.99e+16,2160000000000000.0,gcmt,252_gcmt
pde20040503043650040_21,2004-05-03T04:36:50,-73.406,-37.695,21.0,6.6,mwb,,,,,150.0,85.0,90.0,330.0,5.0,90.0,,,,,,,anss,253_anss
C050304A,2004-05-03T04:36:54,-73.75,-37.95,24.0,6.6,mw,0.01,0.01,0.0,,0.0,16.0,118.0,151.0,76.0,82.0,4.85e+18,4e+16,-4.89e+18,4.66e+18,-7.86e+18,1.34e+18,gcmt,253_gcmt
C060104D,2004-06-01T17:04:54,-68.03,-32.07,38.0,5.0,mwc,,,,,347.0,39.0,112.0,140.0,54.0,73.0,,,,,,,anss,254_anss
C060104D,2004-06-01T17:04:59,-68.23,-32.23,38.5,5.0,mw,0.05,0.04,2.4,,347.0,39.0,112.0,140.0,54.0,73.0,3.44e+16,1270000000000000.0,-3.57e+16,1.03e+16,-7830000000000000.0,2.7e+16,gcmt,254_gcmt
pde20040615111631500_37,2004-06-15T11:16:31,-73.155,-38.854,38.0,6.1,mwb,,,,,280.0,65.0,60.0,154.0,38.0,137.0,,,,,,,anss,255_anss
C061504B,2004-06-15T11:16:32,-73.62,-38.96,33.0,5.9,mw,0.01,0.01,0.0,,172.0,52.0,150.0,281.0,67.0,42.0,4.56e+17,-1.93e+17,-2.63e+17,-4.63e+17,-1.58e+17,6.86e+17,gcmt,255_gcmt
pde20040828134125600_5,2004-08-28T13:41:25,-70.525,-35.173,20.0,6.5,mwb,,,,,0.0,45.0,90.0,180.0,45.0,90.0,,,,,,,anss,256_anss
