ID,Lat,Lon,Depth_km,Mw,Strike_1,Dip_1,Rake_1,P_trend,P_plunge,T_trend,T_plunge,Strike_2,Dip_2,Rake_2,Strike_2_c,Dip_2_cal,Rake_2_cal,Slab1,Depth2Slab
201003251110A,-35.85,-73.69,15,5.3,21,14,103,280,31,93,59,187,76,87,188,76,87,-13.58817768,-1.412
201003281436A,-36.16,-73.92,12,5.2,6,16,92,274,29,93,61,183,74,89,184,74,89,-12.73120594,0.731
201003282138A,-35.56,-73.44,12,6,28,16,112,280,30,87,59,185,75,84,185,75,84,-14.741745,2.742
201003282143A,-35.45,-73.44,17,5.6,7,16,86,280,29,103,61,191,74,91,191,74,91,-13.79162216,-3.208
201003290735A,-34.92,-72.01,53,5.3,36,29,127,279,20,56,63,175,67,71,175,67,72,-40.70795822,-12.292
201004011253A,-34.87,-72.22,12,5.1,195,58,-142,49,48,139,0,82,59,-39,83,59,-38,-33.00559998,21.006
201004011943A,-34.28,-72.25,24,5.1,352,16,89,263,29,83,61,173,74,90,173,74,90,-23.92683601,-0.073
201004022258A,-36.33,-73.2,30,6,17,15,101,278,30,92,60,186,75,87,186,75,87,-27.90375137,-2.096
201004162241A,-37.69,-74.25,12,5.6,360,15,90,270,30,90,60,180,75,90,180,75,90,-13.70070934,1.701
201004162315A,-37.62,-74.24,12,5.7,31,15,115,281,31,87,58,185,77,84,185,76,84,-13.49191284,1.492
201004180149A,-37.41,-74.19,15,5.6,4,19,93,272,26,89,64,180,71,89,181,71,89,-13.75150776,-1.248
201004180252A,-37.28,-74.22,22,5.1,348,33,74,270,13,125,74,187,59,100,187,58,100,-13.50917339,-8.491
201004190732A,-37.69,-74.24,19,5.2,353,20,93,261,25,78,65,170,70,89,170,70,89,-13.70070934,-5.299
201004231003A,-37.69,-73.32,29,6,7,14,141,235,35,32,53,135,81,79,135,81,79,-31.85425949,2.854
201004290756A,-36.97,-74.28,19,5.1,4,27,92,273,18,89,72,182,63,89,182,63,89,-11.23544693,-7.765
201005021452A,-34.48,-72.22,15,5.9,26,25,-36,34,55,256,28,149,76,-110,149,76,-111,-27.79321671,12.793
201005031839A,-37.36,-74.33,12,5.4,6,16,92,274,29,93,61,183,74,89,184,74,89,-11.65887737,-0.341
201005032309A,-38.31,-74.08,15,6.2,357,14,89,268,31,88,59,178,76,90,178,76,90,-17.49518204,2.495
201005041355A,-34.17,-72.48,23,5.2,25,26,107,282,20,80,69,187,66,82,186,65,82,-16.76000595,-6.24
201005051524A,-35.67,-73.32,16,5.4,19,14,106,276,31,87,58,182,76,86,183,77,86,-18.32390594,2.324
201005090329A,-34.13,-72.45,23,5,14,22,112,267,24,66,64,170,70,81,170,70,81,-17.75510216,-5.245
201005132039A,-34.26,-72.51,30,5.2,11,27,117,261,20,48,66,161,67,77,161,66,77,-17.6588192,-12.341
201005211852A,-34.75,-72.09,12,5.3,25,38,-91,121,83,296,7,206,52,-90,206,52,-89,-34.6194191,22.619
201005242357A,-36.4,-73.71,21,5.2,19,19,111,272,27,76,62,177,73,83,177,72,83,-17.48266983,-3.517
201005251309A,-37.83,-73.49,48,5.3,348,26,99,251,19,59,70,158,64,86,158,64,86,-27.71715927,-20.283
201006011605A,-36.93,-73.85,22,5.1,355,21,81,272,24,101,66,184,70,93,185,69,93,-17.67167664,-4.328
201006241324A,-37.07,-74.16,20,5,12,24,102,273,21,79,68,178,66,85,179,67,85,-13.47745323,-6.523
201006270715A,-37,-74.3,15,5,6,22,92,274,23,92,67,184,68,89,184,68,89,-11.38856316,-3.611
201006280059A,-37.91,-75.34,20,5.6,41,39,-59,45,69,289,10,184,57,-113,183,57,-113,,
201006290140A,-37.91,-73.72,19,5.5,330,27,126,213,22,354,63,110,69,73,111,68,73,-23.62964821,4.63
201007030005A,-34.63,-72.06,56,5.1,43,39,124,289,10,45,67,183,58,66,182,59,66,-34.67866898,-21.321
201007092257A,-45.93,-76.41,12,5.3,79,59,-176,298,24,37,19,347,86,-31,347,87,-31,,
201007140832A,-38.35,-73.89,15,,7,9,97,271,36,89,54,180,81,89,180,81,89,-21.35459518,6.355
201007141505A,-38.39,-73.8,23,5.8,353,14,88,265,31,86,59,175,76,91,175,76,90,-23.60358238,0.604
201007150036A,-34.27,-72.35,23,5.4,18,24,121,265,24,54,63,164,70,77,165,70,77,-20.91139793,-2.089
201008050601A,-37.7,-73.69,18,5.9,6,13,97,270,32,87,58,179,78,88,179,77,88,-22.91816521,4.918
201008050627A,-37.57,-73.76,30,5.4,355,30,86,268,15,96,75,180,60,92,180,60,92,-21.48039436,-8.52
201008150750A,-37.09,-71.47,16,5.2,290,58,-9,252,28,153,16,25,82,-148,25,82,-148,-97.91667938,81.917
201009060320A,-37.79,-73.56,27,5,19,28,114,271,19,59,68,173,65,78,172,65,78,-26.38956642,-0.61
201009090728A,-37.27,-74.16,12,6.2,11,14,99,274,31,89,59,182,76,88,182,76,88,-14.07818413,2.078
201009131644A,-31.82,-70.46,126,5.1,260,68,15,213,5,121,26,165,76,158,164,76,157,-84.25283051,-41.747
201009140323A,-37.32,-74.27,13,5.2,359,19,83,275,26,100,64,186,71,92,186,71,92,-12.8309679,-0.169
201009140337A,-37.32,-74.35,16,5.1,352,19,76,273,26,104,63,187,72,95,187,72,95,-11.55158615,-4.448
201009170652A,-37.65,-74.17,16,5.1,341,16,71,266,30,98,60,181,75,95,181,75,95,-15.04355431,-0.956
201009200542A,-33.84,-72.36,22,5.1,348,22,78,267,23,99,66,182,69,95,181,69,95,-17.35041618,-4.65
201009231636A,-35.05,-72.13,53,5.4,19,30,113,272,17,56,70,173,63,78,173,63,77,-38.12945557,-14.871
201009260529A,-40.58,-73.14,74,5,126,43,103,27,3,134,81,289,48,78,288,48,78,-55.43122482,-18.569
201009291629A,-34.49,-71.75,57,5,62,42,134,302,11,51,60,190,61,58,190,61,58,-43.15595245,-13.844
201009300026A,-36.51,-74.07,12,5.6,9,17,98,273,28,87,62,180,73,87,181,73,88,-12.55193615,0.552
201010210249A,-34.82,-74.07,12,5.9,2,45,-136,199,58,303,9,237,60,-54,238,61,-54,,
201010230558A,-37.91,-73.88,21,5.5,31,16,123,274,31,75,57,177,76,81,177,77,81,-19.81095123,-1.189
201010231057A,-36.77,-73.87,29,5.1,31,29,110,286,17,76,70,188,63,79,188,63,79,-16.78521729,-12.215
201010310710A,-33.82,-72.39,21,5.3,4,20,94,271,25,87,65,180,70,89,180,70,89,-15.99615479,-5.004
201011100123A,-36.52,-73.55,29,5,359,33,88,270,12,96,78,181,57,91,181,57,91,-21.00153542,-7.998
201011280819A,-34.58,-72.29,33,5.2,40,24,-70,93,66,295,22,198,68,-99,198,68,-99,-26.33500671,-6.665
201012131851A,-34.07,-73.51,12,5.2,38,28,-89,126,73,307,17,217,62,-90,217,62,-91,,
201101022020A,-38.71,-73.84,19,,5,13,97,269,32,86,58,178,77,88,178,77,88,-23.70839882,4.708
201101070942A,-35.87,-73.66,12,5.4,22,21,107,279,25,83,64,184,70,83,184,70,84,-14.33847237,2.338
201101071405A,-35.72,-73.73,35,5.1,26,37,90,296,8,116,82,206,53,90,206,53,90,-11.80401611,-23.196
201101100602A,-35.77,-73.59,12,5.9,22,14,105,280,31,92,58,187,76,86,187,76,86,-14.27565861,2.276
201101110105A,-35.7,-73.79,18,5,29,23,95,295,22,110,68,204,67,88,204,67,88,-11.1913662,-6.809
201101110533A,-35.33,-72.08,12,5.1,138,15,60,73,32,269,57,349,77,98,349,77,98,-45.70095444,33.701
201101172329A,-30.51,-71.62,90,5,223,19,-34,237,53,89,33,345,79,-106,346,80,-106,-30.6296978,-59.37
201101211536A,-34.03,-72.48,28,5,347,25,69,273,21,117,67,190,66,99,190,67,99,-15.92967033,-12.07
201102051611A,-37.81,-73.84,21,5.7,9,17,98,273,28,87,62,180,73,88,181,73,88,-20.40743637,-0.593
201102112005A,-36.63,-73.56,18,,15,13,104,273,32,86,57,180,77,87,181,77,87,-21.86229134,3.862
201102112339A,-37.45,-74.11,16,6,11,16,98,275,29,89,61,183,74,88,183,74,88,-15.32570934,-0.674
201102120117A,-37.35,-74,14,6,12,15,98,275,30,91,60,183,75,88,184,75,88,-16.60611916,2.606
201102130851A,-36.78,-73.61,16,5.9,13,11,101,274,34,89,56,182,79,88,182,79,88,-21.59222603,5.592
201102131035A,-36.83,-73.74,14,5.9,12,18,97,276,27,91,63,184,72,88,185,72,88,-18.97880363,4.979
201102131344A,-36.75,-73.74,18,5.6,9,15,95,275,30,92,60,184,75,89,184,75,89,-18.51305389,0.513
201102140340A,-35.67,-73.61,12,,25,17,105,283,28,93,61,189,74,86,189,74,85,-13.42970371,1.43
201102141021A,-35.6,-73.41,15,5.2,13,18,107,270,28,77,62,175,73,85,175,73,85,-16.03635979,1.036
201102141218A,-35.65,-71.54,13,5.2,211,21,-33,221,53,77,31,331,79,-108,332,79,-108,-73.51831818,60.518
201102181701A,-33.99,-72.37,27,5.2,14,20,105,272,26,79,64,178,71,85,178,71,85,-18.5418396,-8.458
201102190626A,-34.05,-72.33,21,5.2,360,21,94,267,24,83,66,176,69,89,176,69,88,-18.97813416,-2.022
201102210538A,-46.02,-72.55,18,5,271,32,-20,257,47,132,28,18,79,-121,18,80,-120,,
201102240436A,-36.29,-73.82,20,5.1,24,27,139,258,25,34,57,152,73,69,152,73,69,-15.14497375,-4.855
201102280129A,-37.46,-73.69,25,5.8,6,16,97,270,29,86,61,179,74,88,179,74,88,-22.10318184,-2.897
201103030758A,-37.45,-73.83,23,5.2,1,22,97,266,23,78,67,173,68,87,173,68,87,-19.3801918,-3.62
201103162236A,-32.57,-71.89,37,5.5,15,28,105,274,18,71,71,179,63,83,178,63,82,-23.95688248,-13.043
201103171114A,-32.67,-72,35,5.2,6,28,101,268,17,70,72,174,62,84,174,63,84,-21.2136631,-13.786
201103280610A,-34.91,-72.08,51,5.2,29,32,119,278,16,53,68,176,62,73,176,62,73,-37.16060257,-13.839
201103282357A,-33.69,-72.36,33,5,2,33,96,268,12,72,77,175,57,86,175,57,86,-16.33964157,-16.66
201104040754A,-45.8,-77.04,12,5.3,174,32,-79,232,75,76,13,341,59,-97,341,59,-97,,
201104102024A,-36.17,-73.96,18,5.2,357,15,83,273,30,97,60,184,75,92,184,75,92,-12.05613518,-5.944
201104131514A,-33.78,-72.27,31,5.4,9,23,100,271,22,80,67,178,67,86,178,67,86,-19.15553474,-11.844
201104190057A,-33.3,-72.48,21,5.1,355,29,76,275,17,119,72,191,62,97,191,62,98,-11.94731998,-9.053
201104190550A,-33.97,-72.65,21,5.1,23,24,108,279,22,79,67,184,67,82,183,67,82,-12.68349266,-8.317
201104220512A,-38.1,-74.31,14,5.3,359,19,88,271,26,92,64,182,71,91,181,71,91,-13.84568501,-0.154
201104270457A,-34.01,-72.66,20,5.1,17,21,103,277,24,85,65,183,70,85,183,70,85,-13.00942039,-6.991
201105070657A,-33.98,-72.82,29,5,17,25,93,285,20,101,70,194,65,89,194,65,89,-10.91488647,-18.085
201105191705A,-34.63,-71.95,53,5.2,19,32,118,269,16,44,69,167,62,74,167,62,74,-38.15486145,-14.845
201106011255A,-37.74,-74.41,12,6.3,1,17,88,273,28,94,62,183,73,91,183,73,91,-11.79966164,-0.2
201106011347A,-37.37,-74.3,27,5.4,9,23,77,289,22,123,67,202,68,95,203,68,95,-12.29095554,-14.709
201106041628A,-40.59,-72.22,21,5,162,64,-165,21,28,116,8,65,77,-27,65,77,-27,-100.6853104,79.685
201106051025A,-35.01,-72.11,50,5.3,24,31,118,274,17,51,68,172,63,74,172,63,74,-38.95224762,-11.048
201106290536A,-33.98,-72.54,19,5.5,13,18,100,275,27,88,63,183,72,87,182,72,87,-14.64635563,-4.354
201107130201A,-36.33,-73.88,21,5,6,23,93,274,22,90,68,182,67,89,183,67,89,-13.88501072,-7.115
201107160026A,-33.96,-72.19,24,5.9,14,21,108,270,25,74,64,174,70,83,175,70,83,-21.58268738,-2.417
201107251115A,-37.9,-74.03,20,5.4,3,15,95,269,30,86,60,178,75,89,178,75,89,-17.22553635,-2.774
201107281605A,-35.91,-73.57,13,5.2,24,19,103,284,26,93,63,191,71,86,190,72,86,-16.3909359,3.391
201107281950A,-35.86,-73.53,13,5.6,344,17,61,277,30,116,59,194,75,98,194,75,98,-15.94719124,2.947
201108061322A,-36.06,-73.46,15,5.5,49,9,131,283,38,91,51,188,83,84,188,83,84,-19.60293388,4.603
201108280430A,-33.2,-72.38,20,5.3,7,23,90,277,22,97,68,187,67,90,187,67,90,-13.31261349,-6.687
201109031620A,-38.27,-74.17,18,5.8,4,16,93,272,29,90,61,181,74,89,181,74,89,-16.51787186,-1.482
201109071121A,-33.43,-72.55,19,5.2,338,24,78,257,21,91,68,171,66,95,171,67,95,-11.6786356,-7.321
201109100317A,-34.1,-72.47,29,5,27,25,112,280,21,75,67,184,67,80,183,67,80,-17.31460953,-11.685
201109140703A,-32.8,-71.88,26,5.9,359,16,84,274,29,98,61,185,74,92,185,74,92,-24.21418953,-1.786
201109282240A,-38.05,-74.45,12,5.5,6,15,82,283,30,107,60,194,75,92,194,75,92,-11.71939278,-0.281
201109291540A,-38.06,-74.56,12,5.2,3,22,87,275,23,98,67,187,68,91,186,68,91,-10.51747131,-1.483
201110192045A,-45.74,-77.8,26,5.2,69,70,-159,290,29,20,0,331,70,-22,332,70,-21,,
201111081718A,-34.16,-72.45,29,5.3,6,22,108,262,24,65,65,166,69,83,167,69,83,-17.75510216,-11.245
201111110808A,-38.24,-73.31,41,5.2,346,20,76,267,25,99,64,181,71,95,181,71,95,-35.03687668,-5.963
201111220741A,-34.8,-71.98,53,5.1,43,31,129,285,19,57,63,179,66,69,180,66,69,-38.9215889,-14.078
201111251735A,-37.77,-75.59,30,5,321,47,-122,157,67,253,3,184,52,-60,183,52,-60,,
201112161202A,-46,-76.43,14,5.4,75,75,178,299,9,31,12,165,89,15,166,88,15,,
201112161254A,-46.01,-76.57,15,5.7,76,71,177,300,11,33,15,167,87,19,167,87,19,,
201112221506A,-46.06,-76.64,28,5,72,66,-177,294,19,29,15,341,87,-24,341,87,-24,,
201112230418A,-44.71,-79.85,23,5,258,75,-166,121,20,211,1,164,76,-15,164,76,-15,,
201201050054A,-45.95,-76.65,18,5.3,75,69,-175,297,18,31,11,343,85,-22,343,85,-21,,
201201092130A,-32.7,-71.93,35,5.2,11,23,100,273,22,82,67,180,68,86,180,67,86,-22.64925385,-12.351
201201172321A,-31.76,-71.95,34,5.7,355,29,87,267,16,93,74,178,61,91,178,61,92,-21.46953011,-12.53
201201172323A,-31.86,-71.96,39,5.6,7,40,91,276,5,89,85,185,50,89,186,50,89,-21.64549065,-17.355
201201181135A,-31.81,-68.24,14,5,215,42,130,98,9,206,63,346,59,60,347,59,60,-98.75306702,84.753
201201231604A,-36.5,-73.42,22,6.1,13,19,101,274,26,85,63,182,71,86,181,71,86,-24.23727798,2.237
201202110258A,-37.54,-73.68,24,5.6,3,22,93,271,23,88,67,180,68,89,180,68,89,-22.42499161,-1.575
201202170801A,-37.27,-74.29,17,5.1,350,25,66,278,22,125,66,197,67,101,196,67,101,-12.06079006,-4.939
201203031101A,-30.48,-71.55,66,5.2,179,23,88,91,22,273,68,1,67,91,1,67,91,-32.68047333,-33.32
201203032212A,-35.77,-73.17,31,5.1,45,30,101,307,15,106,74,213,61,84,212,61,84,-22.52409744,-8.476
201203162331A,-33.45,-72.27,33,5.1,1,26,95,267,19,80,71,176,65,88,175,64,88,-17.0727005,-15.927
201203240728A,-33.04,-71.21,91,5.1,68,64,2,26,17,289,19,337,88,154,337,88,154,-51.26350403,-39.736
201203252237A,-35.31,-72.41,34,,20,16,112,272,30,79,59,177,76,84,177,75,84,-34.54515839,0.545
201204030211A,-33.86,-72.63,14,5.1,5,22,84,280,23,106,67,191,68,92,191,68,92,-12.08075333,-1.919
201204061325A,-38.54,-75.38,21,5,181,42,-110,356,76,105,5,27,52,-73,27,51,-73,,
201204170350A,-32.77,-71.69,40,,2,24,95,268,21,82,69,176,66,88,177,66,88,-30.65136909,-9.349
201205241918A,-37.11,-70.84,163,5.4,123,17,-146,287,52,78,34,360,81,-76,0,81,-76,-121.8982391,-41.102
201206070405A,-36.23,-70.97,17,6,2,69,-173,224,20,317,10,269,84,-21,269,83,-21,-105.6081619,88.608
201206180829A,-33.01,-68.6,29,5,166,25,82,82,20,272,70,355,65,94,355,65,94,-125.9907684,96.991
201207040833A,-38.09,-73.31,45,5.1,344,27,73,267,19,110,70,183,64,98,183,64,98,-34.0481987,-10.952
201208041905A,-31.93,-69.51,118,4.9,171,65,-175,32,21,128,14,79,86,-25,79,85,-25,-102.3411713,-15.659
201208300804A,-37.34,-74.04,26,5.2,352,17,79,271,28,98,62,183,73,93,183,73,93,-15.82765484,-10.172
201209110635A,-31.92,-68.39,127,5,20,35,-77,65,77,281,11,184,56,-99,184,56,-99,-100.2852478,-26.715
201210111722A,-32.86,-70.57,107,5.6,170,84,-174,35,8,125,0,80,84,-6,79,84,-6,-77.58161163,-29.418
201210152104A,-31.81,-72.29,22,5.1,348,28,77,268,18,108,71,183,62,97,183,63,97,-13.51141453,-8.489
201211120507A,-45.76,-77.28,18,5.2,78,73,179,302,11,34,13,168,89,17,168,89,17,,
201211121055A,-45.76,-77.41,17,5.1,77,64,-179,299,19,35,17,346,89,-26,347,89,-26,,
201211130310A,-45.76,-77.4,12,4.8,76,74,-165,299,22,29,1,342,76,-17,342,76,-17,,
201211130431A,-45.8,-77.54,18,6,77,79,176,302,5,33,11,168,86,11,168,86,11,,
201211191645A,-33.92,-72.42,21,5.1,351,23,78,270,22,103,67,184,67,95,184,68,95,-16.70312691,-4.297
201211201623A,-33.99,-72.4,19,5.4,16,20,100,278,25,89,65,185,71,87,185,70,86,-17.48722649,-1.513
201211211816A,-33.93,-72.4,28,5.2,19,24,118,268,23,59,64,169,69,79,169,69,78,-17.08563423,-10.914
201211212136A,-34.05,-72.31,21,5.9,6,20,106,264,26,70,64,169,70,84,169,71,84,-20.10464096,-0.895
201211212252A,-34.04,-72.49,33,5.1,11,32,101,273,13,69,75,177,58,83,178,59,83,-15.92967033,-17.07
201211252211A,-44.5,-78.37,16,5.1,80,79,-172,304,13,34,2,349,82,-11,348,82,-11,,
201212261317A,-37.41,-73.78,25,5.4,4,17,92,272,28,91,62,182,73,89,182,73,89,-20.1097393,-4.89
201212270037A,-35.89,-73.77,12,5.8,14,16,94,281,29,98,61,190,74,89,190,74,89,-13.23194218,1.232
201301230247A,-31.82,-71.62,30,5.1,336,25,71,260,21,103,67,176,66,99,177,66,99,-33.68307114,3.683
201301230743A,-44.71,-79.68,25,5.5,348,85,5,303,0,213,7,258,85,175,258,85,175,,
201302101954A,-33.58,-72.21,31,5.4,6,24,100,268,21,77,68,176,66,86,175,66,86,-18.95898628,-12.041
201302181000A,-34.05,-72.39,17,5.4,5,18,95,271,27,87,63,180,72,89,180,72,88,-17.90764999,0.908
201303290730A,-35.44,-73.28,14,5.4,23,19,111,276,27,80,62,181,72,83,181,72,83,-16.09337234,2.093
201304130919A,-45.89,-76.3,14,5.4,76,68,-178,298,17,33,14,346,88,-22,345,88,-22,,
201305211251A,-45.7,-77.04,12,5.2,113,32,-118,268,69,43,16,326,62,-73,325,62,-74,,
201305211351A,-45.96,-76.86,14,4.9,165,31,-116,315,69,94,16,14,62,-75,15,62,-75,,
201306192129A,-32.74,-70.2,115,5.2,190,45,-111,17,75,115,2,39,48,-70,38,49,-70,-88.53164673,-26.468
201308301048A,-34.57,-70.74,112,5,338,45,-18,311,41,202,20,81,77,-133,81,77,-134,-86.64041901,-25.36
201309292306A,-37.53,-73.89,20,5.3,4,20,92,272,25,91,65,182,70,89,182,70,89,-18.80257988,-1.197
201309292323A,-37.57,-73.81,22,5.5,358,20,86,271,25,95,65,182,70,91,182,70,91,-20.56256294,-1.437
201310211817A,-38.04,-75.48,13,5,201,38,-61,210,70,91,10,346,57,-111,346,57,-111,,
201310300229A,-35.46,-73.36,13,5.9,15,18,91,284,27,103,63,194,72,90,194,72,90,-15.29133224,2.291
201310300251A,-35.43,-73.48,12,6.3,19,17,92,287,28,106,62,196,73,89,197,73,89,-13.09325981,1.093
201310312303A,-30.46,-71.86,36,6.5,5,28,98,269,17,76,72,175,62,85,176,62,86,-21.66015816,-14.34
201311071701A,-37.6,-74.25,22,5.2,339,30,69,264,16,118,70,183,62,102,183,62,102,-13.49191284,-8.508
201311100201A,-33.37,-72.23,29,5.2,18,24,98,282,21,92,69,189,67,87,189,66,86,-16.66234779,-12.338
201311150619A,-32.72,-67.54,35,5.1,208,41,103,109,5,227,80,10,50,79,11,50,79,-134.2233582,99.223
201311290521A,-33.33,-72.44,24,5,16,28,91,285,17,104,73,195,62,90,195,62,89,-12.89949894,-11.101
201312070923A,-33.88,-72.58,20,5,14,17,92,282,28,101,62,192,73,89,192,73,89,-13.13790226,-6.862
201312100051A,-31.39,-69.29,117,5.1,202,45,-117,32,71,131,3,57,51,-66,58,51,-66,-99.91992188,-17.08
201312292008A,-45.99,-76.95,16,4.9,39,49,-21,10,41,266,16,143,74,-137,143,74,-137,,
201401071206A,-44.7,-79.9,24,5.1,256,81,176,121,4,212,9,347,86,9,347,86,9,,
201401150838A,-31.27,-68.25,123,5.2,182,74,-173,45,16,137,6,90,83,-16,90,83,-16,-93.04264069,-29.957
201402170034A,-31.65,-72.06,30,5,25,30,116,276,17,57,68,175,63,76,176,63,76,-18.60937881,-11.391
201403021012A,-45.56,-76.95,18,5.4,170,33,-47,176,61,50,18,302,67,-114,302,67,-114,,
201403021114A,-46.15,-76.89,15,5.2,6,49,-50,345,61,249,3,134,55,-127,134,55,-126,,
201403021618A,-45.78,-76.93,21,5,160,33,-86,237,78,67,12,336,57,-93,335,57,-93,,
201403021703A,-45.81,-76.96,12,5.4,177,32,-64,205,69,68,15,328,61,-105,327,62,-105,,
201403030317A,-33.21,-72.11,22,5.2,2,24,96,267,21,80,69,176,67,87,175,66,87,-19.58092308,-2.419
201403041051A,-33.63,-72.16,23,5.8,15,22,104,274,23,80,66,180,68,84,180,69,84,-20.45734978,-2.543
201403060437A,-33.31,-71.42,85,5.4,75,61,11,30,13,294,27,340,81,150,340,80,151,-43.47379303,-41.526
201403151446A,-34.8,-71.86,47,5.2,22,24,115,273,23,67,65,175,69,79,175,68,79,-44.53255844,-2.467
201404040952A,-31.45,-70.54,116,5.4,167,66,169,32,9,127,24,262,80,24,262,80,24,-81.60827637,-34.392
201404050222A,-32.74,-71.71,42,5.6,359,28,78,278,17,117,72,193,63,96,193,63,96,-30.65136909,-11.349
201404241007A,-34.67,-72.92,22,4.9,48,36,-73,80,76,306,10,207,55,-102,207,56,-102,-14.2847929,-7.715
201404301800A,-32.66,-71.93,40,5.2,358,29,88,269,16,93,74,180,61,91,180,61,91,-22.59816551,-17.402
201405210900A,-30.6,-71.56,50,5.1,351,33,93,259,12,71,78,168,57,88,167,57,88,-33.05410004,-16.946
201405270904A,-36.02,-74,15,5.3,19,13,98,282,32,98,58,191,77,88,191,77,88,-10.62675285,-4.373
201405302206A,-33.47,-72.42,31,5,359,30,84,273,15,105,75,186,60,93,186,60,93,-14.12768555,-16.872
201406082019A,-31.2,-68.85,107,4.8,94,59,-23,59,37,323,7,196,70,-147,196,70,-147,-94.95192719,-12.048
201407130316A,-32.92,-71.36,62,4.8,214,40,125,100,10,212,66,352,58,64,352,58,64,-44.53767395,-17.462
201407130718A,-30.98,-70.81,106,5.4,290,7,32,253,41,85,48,168,86,96,168,86,96,-70.36184692,-35.638
201407260731A,-30.54,-72.42,15,5,357,28,97,262,17,70,73,168,62,86,169,62,86,-10.28708839,-4.713
201408080410A,-33.64,-72.27,24,5.2,5,27,87,277,18,102,72,189,63,92,188,63,92,-18.13405991,-5.866
201408232232A,-32.76,-71.74,42,6.4,5,26,92,274,19,91,71,183,64,89,183,64,89,-28.92516518,-13.075
201409240634A,-34.36,-73.76,21,4.9,359,39,-99,138,82,275,6,190,52,-83,191,52,-83,,
201409280846A,-35.63,-73.38,20,5.3,21,19,106,278,27,86,63,185,72,85,184,72,85,-16.55296898,-3.447
201410061203A,-31.32,-68.47,130,4.9,188,48,-126,27,64,123,3,55,53,-57,55,53,-57,-93.48208618,-36.518
201410091734A,-44.58,-78.69,21,4.9,76,81,-173,300,11,31,1,345,83,-9,345,83,-9,,
201410232338A,-34.02,-72.39,17,5.2,3,13,97,267,32,84,58,176,77,88,176,77,88,-17.48722649,0.487
201410240716A,-34.14,-72.5,23,4.9,6,21,100,268,24,79,65,175,69,86,175,69,86,-16.76000595,-6.24
201410251705A,-33.89,-72.58,30,5,29,27,112,283,19,74,68,184,65,79,185,65,79,-13.13790226,-16.862
201411041144A,-41.25,-74.11,40,4.9,122,39,110,18,8,138,75,277,54,75,277,54,75,-24.25628662,-15.744
201501180359A,-33.13,-71.9,25,5.2,18,17,128,258,31,55,57,158,77,80,159,77,79,-24.8597393,-0.14
201501270527A,-36.84,-73.83,29,5,10,21,90,280,24,100,66,190,69,90,190,69,90,-17.24488068,-11.755
201502021049A,-32.77,-67.14,177,6.3,304,4,-13,313,46,141,44,47,89,-94,47,89,-94,-147.4767151,-29.523
201502171435A,-32.33,-70.86,102,5.4,339,80,170,205,0,295,14,70,80,10,71,80,10,-66.60845947,-35.392
201503050208A,-34.17,-72.74,25,5,83,31,175,294,35,59,40,177,88,60,177,87,59,-12.54598713,-12.454
201503061039A,-44.52,-78.91,14,5,77,74,-172,300,17,32,6,345,82,-16,345,82,-16,,
201503090753A,-34.48,-73.79,15,4.9,41,42,-69,45,75,296,5,193,51,-108,194,51,-108,,
201503131916A,-44.79,-73.51,25,5,99,61,4,57,17,319,23,7,86,151,7,87,151,,
201503181827A,-36.16,-73.9,12,6.1,9,17,87,281,28,104,62,192,73,91,192,73,91,-12.73120594,0.731
201503181907A,-36.09,-74.06,15,5.4,2,22,82,278,23,106,67,190,68,93,191,68,93,-10.56871414,-4.431
201503190834A,-36.17,-74.01,14,5,359,25,83,274,20,103,70,187,65,93,187,65,93,-11.41846657,-2.582
201506021032A,-33.84,-72.6,22,5.1,27,26,107,284,20,82,69,188,66,82,188,65,82,-12.83074474,-9.169
201506200210A,-36.35,-74.1,12,6.4,9,18,84,284,27,108,63,196,72,92,195,72,92,-11.19786167,-0.802
201506200522A,-36.47,-74.1,12,5.4,11,18,93,279,27,96,63,188,72,89,188,72,89,-11.66909981,-0.331
201507071335A,-33.48,-70.37,124,4.9,148,14,-134,295,54,94,34,12,80,-80,13,80,-80,-86.48665619,-37.513
201507171111A,-35.57,-73.42,22,5.3,24,19,109,279,27,84,62,184,72,83,184,72,84,-15.52472591,-6.475
201507200947A,-35.81,-74.45,17,5.1,16,43,-97,176,85,291,2,205,47,-84,206,47,-84,,
201508120014A,-31.84,-71.79,38,5.5,345,27,83,260,18,91,72,172,63,93,173,63,94,-26.30918121,-11.691
201509051815A,-38.04,-75.56,19,4.9,187,44,-88,222,88,96,1,4,46,-92,4,46,-92,,
201509162254A,-31.13,-72.09,17,6.7,7,19,109,262,27,67,62,166,72,83,167,72,84,-16.49548912,-0.505
201509162318A,-31.79,-71.95,36,,349,30,87,261,15,87,75,173,60,92,172,60,92,-21.55900955,-14.441
201509170410A,-31.65,-71.94,37,,355,30,94,262,15,74,75,170,60,88,170,60,88,-21.28305244,-15.717
201509171214A,-32.27,-72.41,22,5.9,351,26,90,261,19,81,71,172,64,90,171,64,90,-12.23595524,-9.764
201509171332A,-32.23,-72.28,17,5.9,357,22,87,269,23,92,67,181,68,91,180,68,91,-13.99341106,-3.007
201509172040A,-30.08,-72.02,31,5.3,357,30,103,257,16,54,73,162,61,82,162,61,83,-16.75350571,-14.246
