id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,duplicate_id
C201103091324A,2011-03-09T13:24:10,-69.29,-27.53,114.8,5.0,mw,15.0,30.0,-65.0,166.0,63.0,-104.0,17.0,266.0,12.0,172.0,69.0,49.0,-5.34e+16,-3920000000000000.0,5.730000000000001e+16,-1.67e+16,3.69e+16,320000000000000.0,gcmt,727_gcmtb
201103162236A,2011-03-16T22:36:00,-71.89,-32.57,37.0,5.5,mw,15.0,28.0,105.0,179.0,63.0,83.0,71.0,71.0,,,18.0,274.0,,,,,,,gmt,728_gmt
16329748,2011-03-16T22:36:17,-71.646,-32.581,35.0,5.5,mw,15.0,28.0,105.0,179.0,63.0,83.0,42.87485621505361,70.97751068238915,11.704823588030656,172.06759700371902,44.7651201483233,273.9255562059812,1.69,0.13,-1.82,0.13,-1.29,-0.23,gem,728_gem
C201103162236A,2011-03-16T22:36:20,-71.89,-32.57,36.8,5.3,mw,15.0,28.0,105.0,179.0,63.0,83.0,71.0,73.0,7.0,182.0,18.0,275.0,1.69e+17,1.33e+16,-1.82e+17,1.28e+16,-1.29e+17,-2.35e+16,gcmt,728_gcmt
C201103162236A,2011-03-16T22:36:20,-71.89,-32.57,36.8,5.3,mw,15.0,28.0,105.0,179.0,63.0,83.0,71.0,73.0,7.0,182.0,18.0,275.0,1.69e+17,1.33e+16,-1.82e+17,1.28e+16,-1.29e+17,-2.35e+16,gcmt,728_gcmtb
pde20110316223616000_32,2011-03-16T22:36:20,-71.89,-32.57,36.8,5.5,mwc,15.0,28.0,105.0,179.0,63.0,83.0,71.0,73.0,7.0,182.0,18.0,275.0,1.69e+17,1.3e+16,-1.82e+17,1.3e+16,-1.29e+17,-2.4e+16,us,728_us
201103171114A,2011-03-17T11:14:00,-72.0,-32.67,35.0,5.2,mw,6.0,28.0,101.0,174.0,62.0,84.0,72.0,70.0,,,17.0,268.0,,,,,,,gmt,729_gmt
16331280,2011-03-17T11:14:25,-71.698,-32.625,35.0,5.21,mw,6.0,28.0,101.0,174.0,62.0,84.0,43.76497049330023,70.34408855509213,8.86721746784613,168.93768962707475,44.873258298022535,267.87310308399987,0.62,0.07,-0.69,0.08,-0.45,0.01,gem,729_gem
pde20110317111424000_13,2011-03-17T11:14:27,-72.0,-32.67,35.0,5.2,mwc,6.0,28.0,101.0,174.0,62.0,84.0,72.0,70.0,5.0,176.0,17.0,268.0,6.23e+16,7200000000000000.0,-6.95e+16,8000000000000000.0,-4.5e+16,900000000000000.0,us,729_us
C201103171114A,2011-03-17T11:14:27,-72.0,-32.67,35.0,5.0,mw,6.0,28.0,101.0,174.0,62.0,84.0,72.0,70.0,5.0,176.0,17.0,268.0,6.23e+16,7199999999999999.0,-6.949999999999999e+16,8000000000000000.0,-4.5e+16,899999999999999.9,gcmt,729_gcmtb
C201103171114A,2011-03-17T11:14:27,-72.0,-32.67,35.0,5.0,mw,6.0,28.0,101.0,174.0,62.0,84.0,72.0,70.0,5.0,176.0,17.0,268.0,6.23e+16,7199999999999999.0,-6.949999999999999e+16,8000000000000000.0,-4.5e+16,899999999999999.9,gcmt,729_gcmt
201103280610A,2011-03-28T06:10:00,-72.08,-34.91,51.0,5.2,mw,29.0,32.0,119.0,176.0,62.0,73.0,68.0,53.0,,,16.0,278.0,,,,,,,gmt,730_gmt
16364045,2011-03-28T06:10:41,-71.773,-34.937,45.0,5.17,mw,29.0,32.0,119.0,176.0,62.0,73.0,36.01338957878815,52.59922574859701,24.56010858073168,162.00089763680626,43.94111960831949,278.13075795414966,5.66,-0.21,-5.45,1.42,-3.62,-1.29,gem,730_gem
pde20110328061042370_46,2011-03-28T06:10:44,-72.08,-34.91,51.1,5.2,mwc,29.0,32.0,119.0,176.0,62.0,73.0,68.0,52.0,15.0,184.0,15.0,278.0,5.66e+16,-2100000000000000.0,-5.45e+16,1.42e+16,-3.62e+16,-1.29e+16,us,730_us
C201103280610A,2011-03-28T06:10:44,-72.08,-34.91,51.1,5.2,mw,29.0,32.0,119.0,176.0,62.0,73.0,68.0,52.0,15.0,184.0,15.0,278.0,5.66e+16,-2110000000000000.0,-5.45e+16,1.42e+16,-3.62e+16,-1.29e+16,gcmt,730_gcmtb
C201103280610A,2011-03-28T06:10:44,-72.08,-34.91,51.1,5.2,mw,29.0,32.0,119.0,176.0,62.0,73.0,68.0,52.0,15.0,184.0,15.0,278.0,5.66e+16,-2110000000000000.0,-5.45e+16,1.42e+16,-3.62e+16,-1.29e+16,gcmt,730_gcmt
201103282357A,2011-03-28T23:57:00,-72.36,-33.69,33.0,5.0,mw,2.0,33.0,96.0,175.0,57.0,86.0,77.0,72.0,,,12.0,268.0,,,,,,,gmt,731_gmt
16375928,2011-03-28T23:57:53,-72.036,-33.798,32.8,5.06,mw,2.0,33.0,96.0,175.0,57.0,86.0,43.9845849441744,72.1431269889261,7.831683391101166,169.77197698063367,44.9513505403451,267.6643665233488,4.27,0.12,-4.39,0.32,-1.98,0.14,gem,731_gem
pde20110328235747500_11,2011-03-28T23:57:53,-72.36,-33.69,32.8,5.1,mwc,2.0,33.0,96.0,175.0,57.0,86.0,77.0,73.0,3.0,177.0,12.0,268.0,4.27e+16,1300000000000000.0,-4.39e+16,3200000000000000.0,-1.98e+16,1400000000000000.0,us,731_us
201104040754A,2011-04-04T07:54:00,-77.04,-45.8,12.0,5.3,mw,174.0,32.0,-79.0,341.0,59.0,-97.0,13.0,76.0,,,75.0,232.0,,,,,,,gmt,732_gmt
16506185,2011-04-04T07:54:33,-76.674,-45.617,10.3,5.33,mw,174.0,32.0,-79.0,341.0,59.0,-97.0,44.844393585474144,76.02729983918363,12.404031668545512,333.3918728706493,42.5087951325165,231.76144048097436,-1.12,0.11,1.01,0.28,-0.52,-0.2,gem,732_gem
pde20110404075435940_26,2011-04-04T07:54:34,-77.04,-45.8,12.0,5.3,mwc,174.0,32.0,-79.0,341.0,59.0,-97.0,14.0,76.0,6.0,344.0,75.0,231.0,-1.12e+17,1.1e+16,1.01e+17,2.8e+16,-5.2e+16,-2e+16,us,732_us
C201104040754A,2011-04-04T07:54:34,-77.04,-45.8,12.0,5.3,mw,174.0,32.0,-79.0,341.0,59.0,-97.0,14.0,76.0,6.0,344.0,75.0,231.0,-1.1200000000000002e+17,1.12e+16,1.01e+17,2.7600000000000004e+16,-5.15e+16,-2.04e+16,gcmt,732_gcmtb
C201104040754A,2011-04-04T07:54:34,-77.04,-45.8,12.0,5.3,mw,174.0,32.0,-79.0,341.0,59.0,-97.0,14.0,76.0,6.0,344.0,75.0,231.0,-1.1200000000000002e+17,1.12e+16,1.01e+17,2.7600000000000004e+16,-5.15e+16,-2.04e+16,gcmt,732_gcmt
201104102024A,2011-04-10T20:24:00,-73.96,-36.17,18.0,5.2,mw,357.0,15.0,83.0,184.0,75.0,92.0,60.0,97.0,,,30.0,273.0,,,,,,,gmt,733_gmt
16416189,2011-04-10T20:24:24,-73.409,-36.111,18.0,5.24,mw,184.0,75.0,92.0,357.0,15.0,83.0,44.93492946013407,276.8249310866204,2.2303678155708546,184.59793815842835,44.97829221562635,92.36757009159987,0.45,0.01,-0.45,-0.06,-0.77,-0.01,gem,733_gem
pde20110410202422000_23,2011-04-10T20:24:26,-73.96,-36.17,18.0,5.2,mwc,357.0,15.0,83.0,184.0,75.0,92.0,60.0,97.0,2.0,4.0,30.0,273.0,4.52e+16,600000000000000.0,-4.58e+16,-6100000000000000.0,-7.68e+16,-500000000000000.0,us,733_us
C201104102024A,2011-04-10T20:24:26,-73.96,-36.17,18.0,5.0,mw,357.0,15.0,83.0,184.0,75.0,92.0,60.0,97.0,2.0,4.0,30.0,273.0,4.52e+16,600000000000000.0,-4.58e+16,-6100000000000000.0,-7.68e+16,-500000000000000.0,gcmt,733_gcmt
C201104102024A,2011-04-10T20:24:26,-73.96,-36.17,18.0,5.0,mw,357.0,15.0,83.0,184.0,75.0,92.0,60.0,97.0,2.0,4.0,30.0,273.0,4.52e+16,600000000000000.0,-4.58e+16,-6100000000000000.0,-7.68e+16,-500000000000000.0,gcmt,733_gcmtb
201104131514A,2011-04-13T15:14:00,-72.27,-33.78,31.0,5.4,mw,9.0,23.0,100.0,178.0,67.0,86.0,67.0,80.0,,,22.0,271.0,,,,,,,gmt,734_gmt
16505360,2011-04-13T15:14:42,-72.027,-33.817,31.2,5.43,mw,9.0,23.0,100.0,178.0,67.0,86.0,44.54768952925772,80.39342076894093,5.516461194435944,175.84854420377724,44.92280357618401,271.3757924625305,1.15,0.12,-1.27,0.07,-1.18,-0.08,gem,734_gem
pde20110413151443030_34,2011-04-13T15:14:45,-72.27,-33.78,31.2,5.4,mwc,9.0,23.0,100.0,178.0,67.0,86.0,68.0,80.0,4.0,180.0,22.0,272.0,1.15e+17,1.2e+16,-1.27e+17,7000000000000000.0,-1.18e+17,-8000000000000000.0,us,734_us
C201104131514A,2011-04-13T15:14:45,-72.27,-33.78,31.2,5.1,mw,9.0,23.0,100.0,178.0,67.0,86.0,68.0,80.0,4.0,180.0,22.0,272.0,1.1499999999999998e+17,1.24e+16,-1.27e+17,7099999999999999.0,-1.18e+17,-8000000000000000.0,gcmt,734_gcmtb
C201104131514A,2011-04-13T15:14:45,-72.27,-33.78,31.2,5.1,mw,9.0,23.0,100.0,178.0,67.0,86.0,68.0,80.0,4.0,180.0,22.0,272.0,1.1499999999999998e+17,1.24e+16,-1.27e+17,7099999999999999.0,-1.18e+17,-8000000000000000.0,gcmt,734_gcmt
201104190057A,2011-04-19T00:57:00,-72.48,-33.3,21.0,5.1,mw,355.0,29.0,76.0,191.0,62.0,97.0,72.0,119.0,,,17.0,275.0,,,,,,,gmt,735_gmt
16445792,2011-04-19T00:57:28,-72.383,-33.44,21.3,5.06,mw,191.0,62.0,97.0,355.0,29.0,76.0,43.126128734482656,297.2920506448148,10.915539170730236,196.88549173592608,44.81802928456127,95.83757788869076,4.06,-0.01,-4.05,-0.81,-2.53,-0.21,gem,735_gem
pde20110419005727000_45,2011-04-19T00:57:30,-72.48,-33.3,20.6,5.1,mwc,355.0,29.0,76.0,191.0,62.0,97.0,72.0,119.0,7.0,7.0,16.0,275.0,4.06e+16,-100000000000000.0,-4.05e+16,-8100000000000000.0,-2.53e+16,-2200000000000000.0,us,735_us
C201104190057A,2011-04-19T00:57:30,-72.48,-33.3,20.6,5.0,mw,355.0,29.0,76.0,191.0,62.0,97.0,72.0,119.0,7.0,7.0,16.0,275.0,4.06e+16,-120000000000000.0,-4.05e+16,-8070000000000002.0,-2.53e+16,-2150000000000000.0,gcmt,735_gcmtb
C201104190057A,2011-04-19T00:57:30,-72.48,-33.3,20.6,5.0,mw,355.0,29.0,76.0,191.0,62.0,97.0,72.0,119.0,7.0,7.0,16.0,275.0,4.06e+16,-120000000000000.0,-4.05e+16,-8070000000000002.0,-2.53e+16,-2150000000000000.0,gcmt,735_gcmt
201104190550A,2011-04-19T05:50:00,-72.65,-33.97,21.0,5.1,mw,23.0,24.0,108.0,184.0,67.0,82.0,67.0,79.0,,,22.0,279.0,,,,,,,gmt,736_gmt
16446648,2011-04-19T05:50:46,-72.349,-33.944,21.4,5.15,mw,23.0,24.0,108.0,184.0,67.0,82.0,43.455848453415385,79.22824640809085,10.233871584230975,179.0777417902102,44.73483605537322,279.3820036116357,4.81,-0.36,-4.44,0.12,-4.58,-1.08,gem,736_gem
C201104190550A,2011-04-19T05:50:49,-72.65,-33.97,21.4,5.0,mw,23.0,24.0,108.0,184.0,67.0,82.0,67.0,79.0,7.0,187.0,22.0,280.0,4.81e+16,-3620000000000000.0,-4.44e+16,1250000000000000.0,-4.58e+16,-1.08e+16,gcmt,736_gcmtb
pde20110419055045370_13,2011-04-19T05:50:49,-72.65,-33.97,21.4,5.1,mwc,23.0,24.0,108.0,184.0,67.0,82.0,67.0,79.0,7.0,187.0,22.0,280.0,4.81e+16,-3600000000000000.0,-4.44e+16,1300000000000000.0,-4.58e+16,-1.08e+16,us,736_us
C201104190550A,2011-04-19T05:50:49,-72.65,-33.97,21.4,5.0,mw,23.0,24.0,108.0,184.0,67.0,82.0,67.0,79.0,7.0,187.0,22.0,280.0,4.81e+16,-3620000000000000.0,-4.44e+16,1250000000000000.0,-4.58e+16,-1.08e+16,gcmt,736_gcmt
201104220512A,2011-04-22T05:12:00,-74.31,-38.1,14.0,5.3,mw,359.0,19.0,88.0,182.0,71.0,91.0,64.0,92.0,,,26.0,271.0,,,,,,,gmt,737_gmt
16451682,2011-04-22T05:12:48,-73.903,-37.905,19.2,5.6,mw,188.0,67.0,108.0,329.0,29.0,54.0,64.0,127.0,16.0,1.0,20.0,265.0,19600000000.0,-1200000000.0,-18400000000.0,-6999999999.999999,-17100000000.0,4800000000.0,neic,737_neic
16451682,2011-04-22T05:12:49,-73.762,-37.909,13.8,5.33,mw,182.0,71.0,91.0,359.0,19.0,88.0,44.979708059568026,273.612395542518,1.1997955409689112,182.41318671167733,44.99517143321325,91.21333031016876,0.74,-0.01,-0.73,-0.03,-0.97,-0.0,gem,737_gem
C201104220512A,2011-04-22T05:12:51,-74.31,-38.1,13.8,5.6,mw,359.0,19.0,88.0,182.0,71.0,91.0,64.0,93.0,1.0,1.0,26.0,271.0,7.45e+16,-1000000000000000.0,-7.35e+16,-3200000000000000.0,-9.75e+16,-300000000000000.0,gcmt,737_gcmtb
pde20110422051248000_19,2011-04-22T05:12:51,-74.31,-38.1,13.8,5.6,mwb,359.0,19.0,88.0,182.0,71.0,91.0,64.0,93.0,1.0,1.0,26.0,271.0,7.45e+16,-1000000000000000.0,-7.35e+16,-3200000000000000.0,-9.75e+16,-300000000000000.0,us,737_us
C201104220512A,2011-04-22T05:12:51,-74.31,-38.1,13.8,5.6,mw,359.0,19.0,88.0,182.0,71.0,91.0,64.0,93.0,1.0,1.0,26.0,271.0,7.45e+16,-1000000000000000.0,-7.35e+16,-3200000000000000.0,-9.75e+16,-300000000000000.0,gcmt,737_gcmt
201104270457A,2011-04-27T04:57:00,-72.66,-34.01,20.0,5.1,mw,17.0,21.0,103.0,183.0,70.0,85.0,65.0,85.0,,,24.0,277.0,,,,,,,gmt,738_gmt
16463269,2011-04-27T04:57:32,-72.502,-33.948,24.2,5.1,mw,184.0,67.0,117.0,311.0,35.0,43.0,59.0,131.0,25.0,353.0,18.0,254.0,3140000000.0,90000000.0,-3240000000.0000005,-1150000000.0,-3009999999.9999995,1780000000.0,neic,738_neic
16463269,2011-04-27T04:57:34,-72.221,-33.949,20.2,5.15,mw,17.0,21.0,103.0,183.0,70.0,85.0,44.46500576032568,84.80215024588301,6.10319653613977,180.8262746253772,44.88730020067907,276.94020265626034,4.23,-0.1,-4.13,-0.11,-4.97,-0.76,gem,738_gem
C201104270457A,2011-04-27T04:57:37,-72.66,-34.01,20.2,5.1,mw,17.0,21.0,103.0,183.0,70.0,85.0,65.0,86.0,4.0,185.0,25.0,277.0,4.230000000000001e+16,-950000000000000.0,-4.13e+16,-1120000000000000.0,-4.97e+16,-7550000000000000.0,gcmt,738_gcmtb
pde20110427045732000_24,2011-04-27T04:57:37,-72.66,-34.01,20.2,5.1,mwb,17.0,21.0,103.0,183.0,70.0,85.0,65.0,86.0,4.0,185.0,25.0,277.0,4.23e+16,-1000000000000000.0,-4.13e+16,-1100000000000000.0,-4.97e+16,-7600000000000000.0,us,738_us
C201104270457A,2011-04-27T04:57:37,-72.66,-34.01,20.2,5.1,mw,17.0,21.0,103.0,183.0,70.0,85.0,65.0,86.0,4.0,185.0,25.0,277.0,4.230000000000001e+16,-950000000000000.0,-4.13e+16,-1120000000000000.0,-4.97e+16,-7550000000000000.0,gcmt,738_gcmt
201105070657A,2011-05-07T06:57:00,-72.82,-33.98,29.0,5.0,mw,17.0,25.0,93.0,194.0,65.0,89.0,70.0,101.0,,,20.0,285.0,,,,,,,gmt,739_gmt
16498411,2011-05-07T06:57:31,-72.363,-33.937,29.1,4.96,mw,17.0,25.0,93.0,194.0,65.0,89.0,44.94036352493767,100.80875753998248,1.9680940865034395,192.77391697640405,44.99205953188772,284.7426272048108,2.67,-0.28,-2.38,-0.5,-2.18,-0.62,gem,739_gem
pde20110507065731000_42,2011-05-07T06:57:34,-72.82,-33.98,29.1,5.0,mwc,17.0,25.0,93.0,194.0,65.0,89.0,70.0,101.0,1.0,194.0,20.0,285.0,2.67e+16,-2900000000000000.0,-2.38e+16,-5000000000000000.0,-2.18e+16,-6200000000000000.0,us,739_us
C201105070657A,2011-05-07T06:57:34,-72.82,-33.98,29.1,5.0,mw,17.0,25.0,93.0,194.0,65.0,89.0,70.0,101.0,1.0,194.0,20.0,285.0,2.67e+16,-2850000000000000.0,-2.38e+16,-4980000000000000.0,-2.18e+16,-6220000000000000.0,gcmt,739_gcmt
C201105070657A,2011-05-07T06:57:34,-72.82,-33.98,29.1,5.0,mw,17.0,25.0,93.0,194.0,65.0,89.0,70.0,101.0,1.0,194.0,20.0,285.0,2.67e+16,-2850000000000000.0,-2.38e+16,-4980000000000000.0,-2.18e+16,-6220000000000000.0,gcmt,739_gcmtb
201105191705A,2011-05-19T17:05:00,-71.95,-34.63,53.0,5.2,mw,19.0,32.0,118.0,167.0,62.0,74.0,69.0,44.0,,,16.0,269.0,,,,,,,gmt,740_gmt
16529269,2011-05-19T17:05:11,-71.656,-34.755,45.1,5.17,mw,19.0,32.0,118.0,167.0,62.0,74.0,36.27572195293352,43.99444373207712,24.13416369812573,153.1918553322672,44.01123254341566,268.8394321167349,5.58,0.59,-6.17,1.74,-3.57,-0.34,gem,740_gem
pde20110519170511000_36,2011-05-19T17:05:14,-71.95,-34.63,53.2,5.2,mwc,19.0,32.0,118.0,167.0,62.0,74.0,68.0,44.0,14.0,175.0,16.0,269.0,5.58e+16,5900000000000000.0,-6.17e+16,1.74e+16,-3.57e+16,-3400000000000000.0,us,740_us
C201105191705A,2011-05-19T17:05:14,-71.95,-34.63,53.2,5.2,mw,19.0,32.0,118.0,167.0,62.0,74.0,68.0,44.0,14.0,175.0,16.0,269.0,5.58e+16,5940000000000000.0,-6.17e+16,1.74e+16,-3.57e+16,-3370000000000000.0,gcmt,740_gcmtb
C201105191705A,2011-05-19T17:05:14,-71.95,-34.63,53.2,5.2,mw,19.0,32.0,118.0,167.0,62.0,74.0,68.0,44.0,14.0,175.0,16.0,269.0,5.58e+16,5940000000000000.0,-6.17e+16,1.74e+16,-3.57e+16,-3370000000000000.0,gcmt,740_gcmt
201106011255A,2011-06-01T12:55:00,-74.41,-37.74,12.0,6.3,mw,1.0,17.0,88.0,183.0,73.0,91.0,62.0,94.0,,,28.0,273.0,,,,,,,gmt,741_gmt
16722583,2011-06-01T12:55:21,-73.864,-37.595,15.0,6.35,mw,1.0,17.0,88.0,183.0,73.0,91.0,44.993238896439244,94.01160855047608,0.705007256330617,3.306714305098069,44.99808664000953,272.6017007626889,2.25,0.02,-2.27,-0.19,-3.4,-0.07,gem,741_gem
16722583,2011-06-01T12:55:22,-73.691,-37.578,21.0,6.3,mw,188.0,76.0,119.0,303.0,32.0,28.0,51.0,131.0,28.0,1.0,25.0,256.0,178000000000.0,34000000000.0,-212000000000.0,-112999999999.99998,-304000000000.0,160000000000.0,neic,741_neic
pde20110601125522380_21,2011-06-01T12:55:22,-73.691,-37.578,21.0,6.3,mww,185.0,80.0,90.0,5.0,10.0,90.0,45.00000000000001,275.0,7.156248033292914e-15,5.0,44.99999999999999,95.0,,,,,,,us,741_us
C201106011255A,2011-06-01T12:55:25,-74.41,-37.74,12.0,6.3,mw,1.0,17.0,88.0,183.0,73.0,91.0,62.0,94.0,1.0,3.0,28.0,272.0,2.25e+18,1.6e+16,-2.27e+18,-1.94e+17,-3.4e+18,-7.5e+16,gcmt,741_gcmt
C201106011255A,2011-06-01T12:55:25,-74.41,-37.74,12.0,6.3,mw,1.0,17.0,88.0,183.0,73.0,91.0,62.0,94.0,1.0,3.0,28.0,272.0,2.25e+18,1.6e+16,-2.27e+18,-1.94e+17,-3.4e+18,-7.5e+16,gcmt,741_gcmtb
201106011347A,2011-06-01T13:47:00,-74.3,-37.37,27.0,5.4,mw,9.0,23.0,77.0,202.0,68.0,95.0,67.0,123.0,,,22.0,289.0,,,,,,,gmt,742_gmt
16553283,2011-06-01T13:47:29,-73.73,-37.594,27.0,5.38,mw,9.0,23.0,77.0,202.0,68.0,95.0,44.25994973829677,122.96075089567164,7.078615784636393,26.010326810118443,44.86987922854696,288.9095552230819,1.06,-0.15,-0.9,-0.44,-0.9,-0.21,gem,742_gem
C201106011347A,2011-06-01T13:47:30,-74.3,-37.37,27.0,5.1,mw,9.0,23.0,77.0,202.0,68.0,95.0,67.0,122.0,5.0,20.0,22.0,288.0,1.06e+17,-1.54e+16,-9.04e+16,-4.42e+16,-9.04e+16,-2.06e+16,gcmt,742_gcmt
pde20110601134729640_28,2011-06-01T13:47:30,-74.3,-37.37,27.0,5.4,mwc,9.0,23.0,77.0,202.0,68.0,95.0,67.0,122.0,5.0,20.0,22.0,288.0,1.06e+17,-1.5e+16,-9e+16,-4.4e+16,-9e+16,-2.1e+16,us,742_us
C201106011347A,2011-06-01T13:47:30,-74.3,-37.37,27.0,5.1,mw,9.0,23.0,77.0,202.0,68.0,95.0,67.0,122.0,5.0,20.0,22.0,288.0,1.06e+17,-1.54e+16,-9.04e+16,-4.42e+16,-9.04e+16,-2.06e+16,gcmt,742_gcmtb
201106041628A,2011-06-04T16:28:00,-72.22,-40.59,21.0,5.0,mw,162.0,64.0,-165.0,65.0,77.0,-27.0,8.0,116.0,,,28.0,21.0,,,,,,,gmt,743_gmt
16557046,2011-06-04T16:28:48,-72.188,-40.683,21.2,5.03,mw,65.0,77.0,-27.0,162.0,64.0,-165.0,25.52600424789107,295.3857257737129,62.36140550523607,91.16045909298435,9.890580592833786,200.6096401843539,-1.19,-1.95,3.14,-1.67,-0.13,2.84,gem,743_gem
pde20110604162847680_9,2011-06-04T16:28:48,-72.22,-40.59,21.2,5.0,mwc,162.0,64.0,-165.0,65.0,77.0,-27.0,8.0,116.0,60.0,221.0,28.0,21.0,-1.19e+16,-1.95e+16,3.14e+16,-1.67e+16,-1300000000000000.0,2.84e+16,us,743_us
201106051025A,2011-06-05T10:25:00,-72.11,-35.01,50.0,5.3,mw,24.0,31.0,118.0,172.0,63.0,74.0,68.0,51.0,,,17.0,274.0,,,,,,,gmt,744_gmt
16557343,2011-06-05T10:25:16,-71.915,-35.093,45.5,5.34,mw,24.0,31.0,118.0,172.0,63.0,74.0,37.30867335157277,51.250191624191984,22.710874259061644,159.8487910102541,44.05865999745821,273.7399586925567,0.98,0.05,-1.02,0.25,-0.69,-0.17,gem,744_gem
pde20110605102515000_32,2011-06-05T10:25:21,-72.11,-35.01,50.1,5.3,mwc,24.0,31.0,118.0,172.0,63.0,74.0,68.0,52.0,14.0,180.0,17.0,274.0,9.8e+16,5000000000000000.0,-1.02e+17,2.5e+16,-6.9e+16,-1.7e+16,us,744_us
C201106051025A,2011-06-05T10:25:21,-72.11,-35.01,50.1,5.6,mw,24.0,31.0,118.0,172.0,63.0,74.0,68.0,52.0,14.0,180.0,17.0,274.0,9.76e+16,4700000000000000.0,-1.02e+17,2.54e+16,-6.919999999999999e+16,-1.65e+16,gcmt,744_gcmtb
C201106051025A,2011-06-05T10:25:21,-72.11,-35.01,50.1,5.6,mw,24.0,31.0,118.0,172.0,63.0,74.0,68.0,52.0,14.0,180.0,17.0,274.0,9.76e+16,4700000000000000.0,-1.02e+17,2.54e+16,-6.919999999999999e+16,-1.65e+16,gcmt,744_gcmt
16644203,2011-06-22T13:57:30,-66.675,-27.996,158.6,5.32,mw,94.0,78.0,133.0,196.0,44.0,17.0,25.347591263747955,223.5421708531964,44.324813828835794,105.9820391480098,34.97049396109095,332.8919956836489,0.31,-0.36,0.05,0.79,-0.33,-0.74,gem,745_gem
C201106221357A,2011-06-22T13:57:36,-66.82,-28.24,174.4,5.3,mw,196.0,44.0,17.0,94.0,78.0,133.0,40.0,43.0,42.0,263.0,21.0,152.0,3.11e+16,-3.65e+16,5400000000000000.0,7.89e+16,-3.27e+16,-7.44e+16,gcmt,745_gcmtb
C201106221357A,2011-06-22T13:57:36,-66.82,-28.24,174.4,5.3,mw,196.0,44.0,17.0,94.0,78.0,133.0,40.0,43.0,42.0,263.0,21.0,152.0,3.11e+16,-3.65e+16,5400000000000000.0,7.89e+16,-3.27e+16,-7.44e+16,gcmt,745_gcmt
201106290536A,2011-06-29T05:36:00,-72.54,-33.98,19.0,5.5,mw,13.0,18.0,100.0,183.0,72.0,87.0,63.0,88.0,,,27.0,275.0,,,,,,,gmt,746_gmt
16685765,2011-06-29T05:36:48,-72.229,-33.92,20.0,5.54,mw,13.0,18.0,100.0,183.0,72.0,87.0,44.80412904174294,87.53375988470509,3.773135519407264,181.28930074344453,44.947753682099055,275.063744559471,1.52,-0.09,-1.43,-0.05,-2.02,-0.2,gem,746_gem
pde20110629053646000_19,2011-06-29T05:36:52,-72.54,-33.98,18.9,5.5,mwc,13.0,18.0,100.0,183.0,72.0,87.0,63.0,88.0,3.0,184.0,27.0,275.0,1.52e+17,-9000000000000000.0,-1.43e+17,-5000000000000000.0,-2.02e+17,-2e+16,us,746_us
C201106290536A,2011-06-29T05:36:52,-72.54,-33.98,18.9,5.5,mw,13.0,18.0,100.0,183.0,72.0,87.0,63.0,88.0,3.0,184.0,27.0,275.0,1.52e+17,-9200000000000000.0,-1.43e+17,-4900000000000000.0,-2.02e+17,-1.96e+16,gcmt,746_gcmtb
C201106290536A,2011-06-29T05:36:52,-72.54,-33.98,18.9,5.5,mw,13.0,18.0,100.0,183.0,72.0,87.0,63.0,88.0,3.0,184.0,27.0,275.0,1.52e+17,-9200000000000000.0,-1.43e+17,-4900000000000000.0,-2.02e+17,-1.96e+16,gcmt,746_gcmt
201107130201A,2011-07-13T02:01:00,-73.88,-36.33,21.0,5.0,mw,6.0,23.0,93.0,182.0,67.0,89.0,68.0,90.0,,,22.0,274.0,,,,,,,gmt,747_gmt
16785945,2011-07-13T02:01:56,-73.49,-36.262,21.0,5.03,mw,6.0,23.0,93.0,182.0,67.0,89.0,44.95746509048237,90.34471869513652,1.6844388039926044,182.0273849894368,44.9930283373968,273.71214203160105,3.27,-0.22,-3.05,-0.09,-3.02,-0.21,gem,747_gem
pde20110713020153000_32,2011-07-13T02:01:57,-73.88,-36.33,21.0,5.0,mwc,6.0,23.0,93.0,182.0,67.0,89.0,68.0,90.0,1.0,183.0,22.0,273.0,3.27e+16,-2200000000000000.0,-3.05e+16,-900000000000000.0,-3.02e+16,-2100000000000000.0,us,747_us
201107160026A,2011-07-16T00:26:00,-72.19,-33.96,24.0,5.9,mw,14.0,21.0,108.0,174.0,70.0,83.0,64.0,74.0,,,25.0,270.0,,,,,,,gmt,748_gmt
16845236,2011-07-16T00:26:12,-71.832,-33.819,20.0,6.0,mw,28.0,26.0,126.0,168.0,69.0,74.0,62.0,54.0,15.0,174.0,23.0,271.0,41700000000.0,18600000000.0,-60300000000.0,12600000000.0,-52500000000.0,-6500000000.0,neic,748_neic
choy20110716002612,2011-07-16T00:26:12,-71.83,-33.82,20.0,6.0,mww,174.0,70.0,83.0,14.0,21.0,109.0,43.96190922539601,252.5226583589192,8.55271589594508,350.8621684844292,44.77062561460925,89.44229658762413,,,,,,,us,748_us
16845236,2011-07-16T00:26:12,-72.072,-33.903,25.0,5.96,mw,14.0,21.0,108.0,174.0,70.0,83.0,44.03361202318244,73.73303286491978,8.254141792281576,171.79557970647895,44.78529838085584,270.07401498699613,0.67,0.02,-0.69,0.12,-0.8,-0.05,gem,748_gem
