id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,duplicate_id
665372,1979-05-20T19:37:43,-71.242,-27.206,15.0,5.86,mw,11.0,13.0,117.0,163.0,79.0,84.0,44.50968524206164,65.7851694819015,6.369396409906636,162.08508197953438,44.7851344854879,258.44611520929493,2.68,0.49,-3.17,2.08,-6.65,0.29,gem,295_gem
B052079D,1979-05-20T19:37:48,-71.11,-27.32,15.0,5.6,mw,11.0,13.0,117.0,163.0,79.0,84.0,56.0,66.0,6.0,165.0,34.0,258.0,2.679e+17,4.94e+16,-3.173e+17,2.082e+17,-6.646e+17,2.86e+16,gcmt,295_gcmt
B062779A,1979-06-27T21:46:25,-68.28,-29.48,115.0,5.6,mwc,284.0,32.0,-43.0,52.0,69.0,-115.0,20.0,161.0,23.0,62.0,59.0,287.0,,,,,,,us,296_us
664194,1979-06-27T21:46:26,-68.343,-29.573,113.1,5.58,mw,52.0,69.0,-115.0,284.0,32.0,-43.0,42.21957861690503,340.56437994777855,29.749272002937648,219.32679854126084,33.35026441315193,107.23180262591018,-1.94,2.08,-0.14,-1.09,-1.8,0.28,gem,296_gem
B062779A,1979-06-27T21:46:30,-68.56,-29.58,141.2,5.6,mw,284.0,32.0,-43.0,52.0,69.0,-115.0,20.0,161.0,23.0,62.0,59.0,287.0,-1.935e+17,2.0830000000000003e+17,-1.48e+16,-1.087e+17,-1.797e+17,2.85e+16,gcmt,296_gcmt
B070679A,1979-07-06T02:01:16,-71.32,-32.15,45.0,5.7,mwc,166.0,39.0,70.0,11.0,54.0,105.0,75.0,328.0,12.0,182.0,8.0,90.0,,,,,,,us,17_us
661401,1979-07-06T02:01:17,-71.35,-32.221,46.8,5.75,mw,11.0,54.0,105.0,166.0,39.0,70.0,28.69382128844606,148.01096953738784,32.00557679449029,38.00655886734484,44.345299878297205,270.3532534133051,4.92,-0.02,-4.89,1.19,1.41,0.17,gem,17_gem
B070679A,1979-07-06T02:01:17,-71.63,-32.38,49.0,5.6,mw,166.0,39.0,70.0,11.0,54.0,105.0,75.0,328.0,12.0,182.0,8.0,90.0,4.9160000000000006e+17,-2000000000000000.0,-4.896e+17,1.19e+17,1.409e+17,1.65e+16,gcmt,17_gcmt
659696,1979-08-02T07:40:23,-71.266,-27.835,20.0,5.51,mw,15.0,28.0,113.0,169.0,65.0,79.0,40.91648123497472,56.30167985168293,16.490263302487687,161.16873871616053,44.45322517708896,268.0525525907146,1.49,0.53,-2.01,0.33,-1.35,0.01,gem,297_gem
B080279A,1979-08-02T07:40:29,-71.48,-28.01,19.0,5.1,mw,15.0,28.0,113.0,169.0,65.0,79.0,68.0,57.0,10.0,174.0,19.0,268.0,1.488e+17,5.27e+16,-2.015e+17,3.28e+16,-1.353e+17,899999999999999.9,gcmt,297_gcmt
B083079A,1979-08-30T18:59:45,-67.63,-31.38,32.0,5.5,mwc,354.0,31.0,35.0,233.0,73.0,116.0,55.0,176.0,25.0,45.0,23.0,303.0,,,,,,,us,18_us
661094,1979-08-30T18:59:46,-67.75,-31.499,30.0,5.48,mw,233.0,73.0,116.0,354.0,31.0,35.0,34.65469462121428,355.296707808599,29.00674687853396,242.75969983683484,41.64168697240505,123.22193248408723,1.05,0.16,-1.21,-1.4,-0.65,-0.65,gem,18_gem
B083079A,1979-08-30T18:59:53,-67.06,-31.4,27.0,5.1,mw,354.0,31.0,35.0,233.0,73.0,116.0,55.0,176.0,25.0,45.0,23.0,303.0,1.052e+17,1.62e+16,-1.214e+17,-1.4039999999999998e+17,-6.47e+16,-6.52e+16,gcmt,18_gcmt
656945,1979-10-11T08:55:56,-71.963,-33.508,37.8,5.37,mw,13.0,24.0,96.0,187.0,66.0,87.0,44.80153946728375,91.23325434185053,3.618606855215078,184.83403488793437,44.97022372040861,278.4561085514242,0.96,0.18,-1.14,-0.1,-0.96,-0.23,gem,19_gem
19791011085556,1979-10-11T08:56:02,-71.55,-33.41,44.0,5.4,mwc,13.0,24.0,96.0,187.0,66.0,87.0,69.0,92.0,2.0,188.0,21.0,279.0,9.57e+16,1.85e+16,-1.142e+17,-1e+16,-9.56e+16,-2.26e+16,us,19_us
B101179B,1979-10-11T08:56:02,-71.55,-33.41,44.0,5.3,mw,13.0,24.0,96.0,187.0,66.0,87.0,69.0,92.0,2.0,188.0,21.0,279.0,9.57e+16,1.85e+16,-1.1419999999999998e+17,-1e+16,-9.56e+16,-2.26e+16,gcmt,19_gcmt
654584,1979-12-24T00:13:40,-66.895,-29.616,25.0,5.01,mw,168.0,65.0,41.0,58.0,54.0,148.0,9.928372085734525,207.8109744799758,52.29541616792059,310.8982850176729,35.92910326765881,110.52382652713776,,,,,,,gem,298_gem
B122679A,1979-12-26T19:43:37,-71.34,-36.0,92.0,5.6,mwc,199.0,6.0,-66.0,355.0,85.0,-92.0,40.0,87.0,2.0,355.0,50.0,262.0,,,,,,,us,20_us
654711,1979-12-26T19:43:39,-71.331,-36.01,93.7,5.56,mw,199.0,6.0,-66.0,355.0,85.0,-92.0,44.95648242903381,87.12506211468906,2.48190368256044,354.6445998054399,44.93607513570888,262.16590492792665,-0.27,-0.47,0.73,0.23,-2.62,-0.0,gem,20_gem
B122679A,1979-12-26T19:43:42,-71.5,-35.9,110.8,5.6,mw,199.0,6.0,-66.0,355.0,85.0,-92.0,40.0,87.0,2.0,355.0,50.0,262.0,-2.66e+16,-4.67e+16,7.33e+16,2.32e+16,-2.625e+17,-100000000000000.0,gcmt,20_gcmt
B011480E,1980-01-14T21:51:01,-69.46,-33.19,14.0,5.6,mwc,141.0,69.0,5.0,49.0,85.0,159.0,18.0,3.0,69.0,217.0,11.0,97.0,,,,,,,us,21_us
652719,1980-01-14T21:51:03,-69.469,-33.205,15.0,5.58,mw,49.0,85.0,159.0,141.0,69.0,5.0,11.363984226429052,183.0530606563168,68.72251754751194,61.98274805174998,17.741919101546827,276.739916317901,-0.13,2.73,-2.6,1.08,0.38,-0.45,gem,21_gem
B011480E,1980-01-14T21:51:08,-69.42,-33.27,15.0,5.2,mw,141.0,69.0,5.0,49.0,85.0,159.0,18.0,3.0,69.0,217.0,11.0,97.0,-1.31e+16,2.734e+17,-2.6030000000000003e+17,1.078e+17,3.83e+16,-4.49e+16,gcmt,21_gcmt
653427,1980-01-28T16:59:21,-76.228,-44.93,16.4,5.44,mw,195.0,27.0,-56.0,338.0,68.0,-106.0,43.894605391292274,79.8800610095708,20.015109492391066,329.36352177598286,39.35664427694057,221.9808298266288,-1.21,-0.18,1.39,0.64,-1.07,-0.11,gem,22_gem
B012880C,1980-01-28T16:59:22,-76.11,-44.96,33.0,5.4,mwc,195.0,27.0,-56.0,338.0,68.0,-106.0,21.0,80.0,15.0,344.0,64.0,221.0,,,,,,,us,22_us
B012880C,1980-01-28T16:59:24,-76.29,-45.17,15.0,5.2,mw,195.0,27.0,-56.0,338.0,68.0,-106.0,21.0,80.0,15.0,344.0,64.0,221.0,-1.209e+17,-1.82e+16,1.391e+17,6.37e+16,-1.073e+17,-1.12e+16,gcmt,22_gcmt
B021480A,1980-02-14T14:07:00,-71.56,-32.02,46.9,5.3,mw,226.0,41.0,142.0,346.0,66.0,55.0,55.0,211.0,32.0,2.0,14.0,101.0,2.821e+16,2.153e+16,-4.974e+16,-4430000000000000.0,2.26e+16,-1.689e+16,gcmt,23_gcmt
B021480A,1980-02-14T14:07:01,-71.42,-31.77,45.0,5.1,mwc,226.0,41.0,142.0,346.0,66.0,55.0,55.0,211.0,32.0,2.0,14.0,101.0,,,,,,,us,23_us
651166,1980-02-14T14:07:02,-71.622,-31.905,44.3,5.06,mw,226.0,41.0,142.0,346.0,66.0,55.0,23.392890684955976,212.34687739878387,40.70879475138336,324.19841074835585,40.221165871152685,100.8874653256911,2.82,2.15,-4.97,-0.44,2.26,-1.69,gem,23_gem
B032380A,1980-03-23T23:33:10,-71.54,-29.95,36.0,5.4,mwc,1.0,37.0,75.0,200.0,55.0,101.0,77.0,148.0,9.0,14.0,9.0,282.0,,,,,,,us,231_us
650101,1980-03-23T23:33:12,-71.582,-30.023,35.9,5.37,mw,1.0,37.0,75.0,200.0,55.0,101.0,35.08111944416674,147.76262918093954,24.8021938219916,38.82432459029894,44.63958631539956,281.67353418001886,1.25,0.13,-1.38,-0.27,-0.39,-0.32,gem,231_gem
650414,1980-03-29T06:41:49,-75.509,-43.152,17.8,6.08,mw,34.0,78.0,-83.0,185.0,14.0,-119.0,44.70998399042544,298.1257407181517,7.48668437614603,35.600671217359775,44.31723659756799,132.97323873535538,-0.53,-0.11,0.64,-0.82,-1.21,0.43,gem,24_gem
B032980B,1980-03-29T06:41:50,-75.2,-43.08,33.0,6.1,mwc,185.0,14.0,-119.0,34.0,78.0,-83.0,32.0,119.0,7.0,213.0,57.0,313.0,,,,,,,us,24_us
B032980B,1980-03-29T06:41:53,-75.86,-43.38,15.0,5.9,mw,185.0,14.0,-119.0,34.0,78.0,-83.0,32.0,119.0,7.0,213.0,57.0,313.0,-5.33e+17,-1.14e+17,6.47e+17,-8.21e+17,-1.21e+18,4.29e+17,gcmt,24_gcmt
B032980D,1980-03-29T17:49:10,-73.5,-37.93,33.0,5.4,mwc,13.0,20.0,106.0,176.0,71.0,85.0,63.0,78.0,5.0,178.0,26.0,271.0,,,,,,,us,232_us
650442,1980-03-29T17:49:11,-73.515,-38.045,30.9,5.45,mw,13.0,20.0,106.0,176.0,71.0,85.0,44.33362356581574,76.84455314354648,6.886341276870981,173.6209175657781,44.84262848486749,270.5193573243557,1.17,-0.06,-1.11,0.16,-1.47,-0.1,gem,232_gem
B040980B,1980-04-09T08:17:55,-67.48,-31.65,10.0,5.3,mwc,340.0,37.0,136.0,108.0,65.0,61.0,59.0,336.0,26.0,121.0,15.0,218.0,,,,,,,us,233_us
647405,1980-04-09T08:17:58,-67.547,-31.693,19.9,5.34,mw,108.0,65.0,61.0,340.0,37.0,136.0,27.097511835805747,155.90680310773155,36.2902210549502,267.97595236323787,41.68072819015207,38.8049531355141,9.04,-4.14,-4.89,8.31,1.37,5.89,gem,233_gem
B061180C,1980-06-11T14:21:18,-71.65,-32.72,35.0,5.8,mwc,1.0,26.0,87.0,184.0,64.0,91.0,71.0,97.0,1.0,3.0,19.0,273.0,,,,,,,us,25_us
643390,1980-06-11T14:21:19,-71.735,-32.768,31.6,5.84,mw,1.0,26.0,87.0,184.0,64.0,91.0,44.9292287806039,97.50218453973304,2.1308392164662058,5.375133757850449,44.99156142419755,273.2434477163973,5.18,0.82,-6.0,-0.34,-4.46,-0.28,gem,25_gem
B061180C,1980-06-11T14:21:25,-71.93,-33.03,20.0,5.5,mw,1.0,26.0,87.0,184.0,64.0,91.0,71.0,97.0,1.0,3.0,19.0,273.0,5.183e+17,8.24e+16,-6.008e+17,-3.3700000000000004e+16,-4.4560000000000006e+17,-2.7500000000000004e+16,gcmt,25_gcmt
B071380A,1980-07-13T06:20:30,-70.15,-33.47,103.0,5.7,mwc,102.0,14.0,178.0,195.0,89.0,76.0,44.0,91.0,14.0,195.0,43.0,299.0,,,,,,,us,26_us
641755,1980-07-13T06:20:31,-70.249,-33.495,100.4,5.66,mw,102.0,14.0,178.0,195.0,89.0,76.0,43.29649177628768,90.23980808981185,13.993214447355603,193.82008272747143,43.35147528925514,297.42699373884176,0.69,-1.68,0.99,-0.43,-3.73,-0.31,gem,26_gem
B071380A,1980-07-13T06:20:37,-70.49,-33.47,113.4,5.6,mw,102.0,14.0,178.0,195.0,89.0,76.0,44.0,91.0,14.0,195.0,43.0,299.0,6.870000000000001e+16,-1.682e+17,9.95e+16,-4.32e+16,-3.728e+17,-3.1e+16,gcmt,26_gcmt
C071980A,1980-07-19T11:52:20,-69.68,-29.0,110.0,5.9,mwc,306.0,26.0,-77.0,112.0,65.0,-96.0,20.0,206.0,6.0,114.0,70.0,9.0,,,,,,,us,299_us
642123,1980-07-19T11:52:21,-69.671,-29.052,107.6,5.95,mw,112.0,65.0,-96.0,306.0,26.0,-77.0,44.85406930916498,26.505233265809977,8.409730001484414,288.04693695682977,43.9201541762459,189.8618989489096,-8.09,5.89,2.19,-6.22,1.88,-3.05,gem,299_gem
C071980A,1980-07-19T11:52:29,-69.89,-29.0,129.3,6.1,mw,306.0,26.0,-77.0,112.0,65.0,-96.0,20.0,206.0,6.0,114.0,70.0,9.0,-8.087e+17,5.889e+17,2.198e+17,-6.221e+17,1.875e+17,-3.052e+17,gcmt,299_gcmt
B080380A,1980-08-03T03:00:49,-69.99,-35.25,151.0,5.3,mwc,2.0,20.0,93.0,179.0,70.0,89.0,65.0,87.0,1.0,180.0,25.0,270.0,,,,,,,us,27_us
639605,1980-08-03T03:00:50,-69.939,-35.274,148.6,5.27,mw,2.0,20.0,93.0,179.0,70.0,89.0,44.97436695583436,86.98483530985607,1.3376472296743631,178.32165034798936,44.994409535895166,269.65940114340174,7.26,-1.58,-5.67,0.23,-7.68,-0.11,gem,27_gem
B080380A,1980-08-03T03:00:53,-69.82,-35.46,163.9,5.3,mw,2.0,20.0,93.0,179.0,70.0,89.0,65.0,87.0,1.0,180.0,25.0,270.0,7.259e+16,-1.58e+16,-5.678e+16,2270000000000000.0,-7.682e+16,-1120000000000000.0,gcmt,27_gcmt
B082980A,1980-08-29T10:38:13,-73.1,-39.66,34.0,5.4,mwc,171.0,29.0,140.0,298.0,72.0,67.0,57.0,177.0,22.0,305.0,23.0,45.0,,,,,,,us,234_us
640730,1980-08-29T10:38:14,-73.104,-39.745,30.7,5.37,mw,171.0,29.0,140.0,298.0,72.0,67.0,36.174640747865936,176.7683971088676,26.29481084247204,287.9487004328174,42.43928792913759,44.80879888973266,0.83,-0.16,-0.67,-1.05,0.22,0.47,gem,234_gem
B111080A,1980-11-10T16:24:40,-67.47,-31.58,21.0,5.6,mwc,133.0,31.0,49.0,358.0,67.0,111.0,62.0,301.0,20.0,170.0,20.0,73.0,,,,,,,us,28_us
635300,1980-11-10T16:24:40,-67.529,-31.699,14.3,5.64,mw,133.0,31.0,49.0,358.0,67.0,111.0,34.9940814805719,301.6344459621572,26.94740592106116,190.78668674855345,43.03561618824864,72.44988806844196,2.53,-0.42,-2.1,0.64,2.42,1.17,gem,28_gem
B111080A,1980-11-10T16:24:43,-67.55,-31.52,15.0,5.4,mw,133.0,31.0,49.0,358.0,67.0,111.0,62.0,301.0,20.0,170.0,20.0,73.0,2.53e+17,-4.24e+16,-2.106e+17,6.35e+16,2.415e+17,1.167e+17,gcmt,28_gcmt
634505,1980-12-25T06:32:47,-67.189,-31.514,123.0,5.07,mw,14.0,52.0,-77.0,173.0,40.0,-106.0,44.53726013774887,274.79350498205895,32.958519177774534,44.43556282860931,27.422545838600897,154.09394954363745,-4.57,-0.69,5.25,-0.83,-0.9,0.37,gem,29_gem
B122580B,1980-12-25T06:32:51,-67.19,-31.0,138.1,5.1,mw,173.0,40.0,-106.0,14.0,52.0,-77.0,6.0,94.0,11.0,185.0,78.0,335.0,-4.567e+16,-6899999999999999.0,5.257e+16,-8350000000000000.0,-9030000000000000.0,3730000000000000.0,gcmt,29_gcmt
B031681A,1981-03-16T13:40:46,-71.79,-35.53,55.0,5.4,mwc,252.0,46.0,-39.0,11.0,63.0,-129.0,10.0,128.0,34.0,31.0,54.0,232.0,,,,,,,us,30_us
629971,1981-03-16T13:40:47,-71.764,-35.55,54.4,5.36,mw,11.0,63.0,-129.0,252.0,46.0,-39.0,39.43473954305274,307.8374206218016,46.14333252636005,158.9758015860334,16.06440692267477,51.53679051924559,-8.33,2.67,5.66,1.61,-6.27,9.19,gem,30_gem
B031681A,1981-03-16T13:40:52,-71.67,-35.67,60.1,5.2,mw,252.0,46.0,-39.0,11.0,63.0,-129.0,10.0,128.0,34.0,31.0,54.0,232.0,-8.331e+16,2.665e+16,5.667e+16,1.611e+16,-6.269e+16,9.187e+16,gcmt,30_gcmt
630303,1981-03-23T19:28:09,-71.913,-33.654,25.0,6.39,mw,173.0,85.0,91.0,335.0,5.0,73.0,44.989521168746336,264.0998558407574,1.0115590115111768,173.08850917749578,44.99262157633879,82.07705304430476,1.03,-0.54,-0.48,0.58,-4.68,0.11,gem,31_gem
B032381A,1981-03-23T19:28:10,-71.89,-33.66,46.0,6.4,mwc,335.0,5.0,73.0,173.0,85.0,91.0,50.0,84.0,1.0,352.0,40.0,261.0,,,,,,,us,31_us
B032381A,1981-03-23T19:28:15,-71.81,-33.96,16.6,6.2,mw,335.0,5.0,73.0,173.0,85.0,91.0,50.0,84.0,1.0,352.0,40.0,261.0,1.027e+18,-5.4000000000000006e+17,-4.87e+17,5.85e+17,-4.676e+18,1.14e+17,gcmt,31_gcmt
B040681A,1981-04-06T14:34:01,-71.05,-35.37,88.0,5.2,mwc,95.0,33.0,163.0,200.0,81.0,58.0,45.0,78.0,31.0,205.0,29.0,315.0,,,,,,,us,32_us
627842,1981-04-06T14:34:02,-71.029,-35.299,86.2,5.24,mw,95.0,33.0,163.0,200.0,81.0,58.0,34.137969760424696,77.61376294211368,32.71606641460062,193.43394668334184,38.81886015444862,314.55438612209264,2.32,-2.95,0.62,-2.12,-6.9,-4.64,gem,32_gem
B040681A,1981-04-06T14:34:09,-70.81,-35.36,112.8,5.3,mw,95.0,33.0,163.0,200.0,81.0,58.0,45.0,78.0,31.0,205.0,29.0,315.0,2.323e+16,-2.948e+16,6250000000000000.0,-2.116e+16,-6.902999999999999e+16,-4.644999999999999e+16,gcmt,32_gcmt
626780,1981-05-17T17:04:56,-71.968,-27.23,15.0,5.26,mw,191.0,37.0,-79.0,358.0,54.0,-98.0,44.805637408425866,93.160186322792,20.29376546632993,341.6117792596458,38.23947458879871,234.6695781495214,-9.02,-0.5,9.51,0.82,-3.02,0.82,gem,300_gem
B051781C,1981-05-17T17:05:00,-72.14,-27.39,15.0,5.4,mw,191.0,37.0,-79.0,358.0,54.0,-98.0,9.0,94.0,6.0,3.0,79.0,237.0,-9.022e+16,-4970000000000000.0,9.519e+16,8250000000000000.0,-3.02e+16,8250000000000000.0,gcmt,300_gcmt
624731,1981-06-04T07:39:40,-78.984,-34.227,22.0,5.14,mw,207.0,42.0,-41.0,330.0,64.0,-124.0,40.56104135662221,83.87633272088436,41.78868680897124,303.97102143365225,21.396661717551517,193.47172229165437,-4.22,-1.6,5.82,3.19,-1.92,-0.16,gem,301_gem
B072881B,1981-07-28T03:03:21,-73.2,-41.57,43.0,5.6,mwc,44.0,59.0,17.0,305.0,75.0,148.0,33.0,261.0,55.0,103.0,10.0,357.0,,,,,,,us,235_us
624387,1981-07-28T03:03:22,-73.619,-41.685,45.0,5.61,mw,44.0,59.0,17.0,305.0,75.0,148.0,12.53793624958047,260.45957728279245,58.045862887424285,149.5721987737552,28.85983521230212,357.4995765774793,0.64,-2.86,2.22,-0.75,1.73,-0.55,gem,235_gem
611767,1981-09-19T11:40:55,-74.937,-39.035,17.9,5.54,mw,206.0,38.0,-53.0,342.0,61.0,-116.0,42.78200976317083,90.201454873402,35.887344914873964,318.16633214401406,26.20885188537727,207.30140844221023,-2.07,-0.03,2.09,1.1,-0.93,0.25,gem,236_gem
B091981B,1981-09-19T11:40:56,-74.81,-39.08,30.0,5.5,mwc,206.0,38.0,-53.0,342.0,61.0,-116.0,12.0,90.0,22.0,355.0,65.0,207.0,,,,,,,us,236_us
C101681A,1981-10-16T03:25:42,-73.07,-33.13,32.0,7.1,mwc,194.0,34.0,96.0,6.0,56.0,86.0,78.0,262.0,4.0,9.0,11.0,100.0,,,,,,,us,302_us
610009,1981-10-16T03:25:42,-73.074,-33.134,42.0,7.4,mw,57.0,25.0,135.0,190.0,73.0,72.0,59.0,75.0,17.0,195.0,26.0,294.0,8100000000000.0,-2100000000000.0,-6000000000000.0,-500000000000.0,-11700000000000.0,-5200000000000.0,neis,302_neis
610009,1981-10-16T03:25:44,-72.993,-33.137,35.0,7.08,mw,6.0,56.0,86.0,194.0,34.0,96.0,43.72338444010891,81.57574460187158,8.75018179832126,180.04087271696682,44.950226699181165,278.879427118693,4.94,-0.57,-4.36,-0.03,1.97,-0.73,gem,302_gem
C101681A,1981-10-16T03:25:47,-73.15,-33.48,40.4,7.2,mw,194.0,34.0,96.0,6.0,56.0,86.0,78.0,262.0,4.0,9.0,11.0,100.0,4.936e+19,-5.75e+18,-4.361e+19,-3e+17,1.967e+19,-7.27e+18,gcmt,302_gcmt
C110781A,1981-11-07T03:29:50,-71.37,-32.23,64.0,6.9,mwc,208.0,5.0,-47.0,345.0,86.0,-94.0,41.0,78.0,4.0,345.0,49.0,251.0,,,,,,,us,303_us
608340,1981-11-07T03:29:51,-71.324,-32.162,60.0,6.95,mw,208.0,5.0,-47.0,345.0,86.0,-94.0,44.91018915374075,78.10226528161019,3.435524607005578,344.67133379987973,44.88405890995397,251.2435340635443,-0.07,-0.77,0.83,0.78,-3.12,-0.22,gem,303_gem
608340,1981-11-07T03:29:51,-71.336,-32.199,54.0,7.0,mw,83.0,46.0,179.0,174.0,89.0,44.0,30.0,48.0,46.0,175.0,29.0,299.0,60000000000.0,520000000000.0,-580000000000.0,390000000000.0,-2520000000000.0,-2540000000000.0,neis,303_neis
C110781A,1981-11-07T03:29:58,-71.39,-32.41,65.6,6.8,mw,208.0,5.0,-47.0,345.0,86.0,-94.0,41.0,78.0,4.0,345.0,49.0,251.0,-6.7e+17,-7.67e+18,8.34e+18,7.82e+18,-3.122e+19,-2.17e+18,gcmt,303_gcmt
B121581A,1981-12-15T12:31:59,-71.36,-36.28,95.0,5.0,mwc,157.0,10.0,-61.0,308.0,81.0,-95.0,36.0,42.0,5.0,309.0,54.0,212.0,,,,,,,us,33_us
607177,1981-12-15T12:32:00,-71.438,-36.291,95.6,5.04,mw,157.0,10.0,-61.0,308.0,81.0,-95.0,44.843713102135446,41.90048338490783,5.061568958430064,306.846765642704,44.71029888334077,211.81658991079087,-1.1,0.44,0.66,3.46,-2.7,-1.26,gem,33_gem
B121581A,1981-12-15T12:32:02,-71.16,-36.13,104.6,5.2,mw,157.0,10.0,-61.0,308.0,81.0,-95.0,36.0,42.0,5.0,309.0,54.0,212.0,-1.102e+16,4370000000000000.0,6650000000000000.0,3.461e+16,-2.7e+16,-1.2609999999999998e+16,gcmt,33_gcmt
596390,1982-06-01T04:14:14,-75.275,-41.516,20.0,6.4,mw,25.0,65.0,-67.0,160.0,33.0,-130.0,42.89122439170431,278.2142718720793,29.961976179296748,40.5934907174954,32.41494249788144,152.06553499906352,-3.37,-0.86,4.23,-1.87,-2.34,0.31,gem,34_gem
C060182A,1982-06-01T04:14:15,-74.99,-41.63,32.0,6.4,mwc,160.0,33.0,-130.0,25.0,65.0,-67.0,17.0,99.0,21.0,195.0,63.0,332.0,,,,,,,us,34_us
C060182A,1982-06-01T04:14:16,-75.87,-41.69,10.0,6.3,mw,160.0,33.0,-130.0,25.0,65.0,-67.0,17.0,99.0,21.0,195.0,63.0,332.0,-3.372e+18,-8.6e+17,4.232e+18,-1.871e+18,-2.339e+18,3.07e+17,gcmt,34_gcmt
596588,1982-06-05T00:17:00,-75.328,-43.07,25.0,5.26,mw,8.0,61.0,-91.0,191.0,29.0,-87.0,44.996387907388126,278.7355649816984,1.6499782016348976,187.0851103611925,44.95610987538852,95.43697523870026,-7.5,-1.01,8.5,-0.68,-5.13,1.66,gem,35_gem
B060582A,1982-06-05T00:17:00,-75.21,-43.1,33.0,5.3,mwc,191.0,29.0,-87.0,8.0,61.0,-91.0,16.0,99.0,1.0,9.0,74.0,275.0,,,,,,,us,35_us
B060582A,1982-06-05T00:17:01,-76.07,-43.44,23.0,5.0,mw,191.0,29.0,-87.0,8.0,61.0,-91.0,16.0,99.0,1.0,9.0,74.0,275.0,-7.497e+16,-1.0069999999999998e+16,8.504e+16,-6780000000000000.0,-5.132e+16,1.658e+16,gcmt,35_gcmt
B090682C,1982-09-06T11:13:26,-71.46,-32.14,73.0,5.3,mwc,68.0,21.0,-166.0,326.0,85.0,-69.0,37.0,38.0,20.0,144.0,46.0,257.0,,,,,,,us,36_us
591614,1982-09-06T11:13:26,-71.499,-32.206,63.0,5.26,mw,68.0,21.0,-166.0,326.0,85.0,-69.0,42.01333908854506,36.94757493823664,20.63236455692767,146.7744358542041,40.85265958480188,255.776838290918,-1.79,3.96,-2.17,4.54,-7.86,-1.5,gem,36_gem
B090682C,1982-09-06T11:13:27,-71.39,-32.08,78.5,5.3,mw,68.0,21.0,-166.0,326.0,85.0,-69.0,37.0,38.0,20.0,144.0,46.0,257.0,-1.786e+16,3.959e+16,-2.173e+16,4.539e+16,-7.859e+16,-1.4990000000000002e+16,gcmt,36_gcmt
B102682A,1982-10-26T03:24:30,-71.26,-29.67,69.0,5.7,mwc,100.0,15.0,-154.0,345.0,84.0,-77.0,37.0,63.0,13.0,164.0,50.0,270.0,,,,,,,us,304_us
591057,1982-10-26T03:24:31,-71.334,-29.802,70.1,5.75,mw,100.0,15.0,-154.0,345.0,84.0,-77.0,43.7280256321364,62.79873634347695,13.79346532208818,166.38076658204955,43.012963139884654,269.6212535074654,-1.37,1.15,0.21,0.97,-4.9,-1.1,gem,304_gem
B102682A,1982-10-26T03:24:34,-71.33,-29.7,56.1,5.6,mw,100.0,15.0,-154.0,345.0,84.0,-77.0,37.0,63.0,13.0,164.0,50.0,270.0,-1.367e+17,1.149e+17,2.18e+16,9.69e+16,-4.904e+17,-1.0960000000000002e+17,gcmt,304_gcmt
589249,1982-11-18T20:39:52,-65.848,-31.203,162.6,6.0,mw,129.0,24.0,-114.0,335.0,68.0,-80.0,44.53297392475005,57.14238584769072,13.02146473230678,160.29367650766244,42.55528551150528,262.5522686434889,-8.79,3.46,5.33,2.87,-8.28,-4.33,gem,305_gem
B111882C,1982-11-18T20:39:54,-65.74,-31.21,166.2,5.5,mw,129.0,24.0,-114.0,335.0,68.0,-80.0,22.0,57.0,10.0,151.0,66.0,263.0,-8.794e+17,3.461e+17,5.333e+17,2.8690000000000003e+17,-8.276999999999999e+17,-4.33e+17,gcmt,305_gcmt
583758,1983-02-28T22:44:20,-78.976,-44.441,15.0,5.97,mw,260.0,90.0,180.0,350.0,90.0,0.0,2.480781363304357e-15,35.0,90.0,286.565051177078,7.442344089913072e-15,125.0,-0.2,0.47,-0.27,0.0,0.0,-1.06,gem,37_gem
B022883B,1983-02-28T22:44:20,-79.16,-44.78,15.0,5.5,mw,260.0,90.0,180.0,350.0,90.0,0.0,0.0,215.0,90.0,180.0,0.0,125.0,-1.98e+17,4.7e+17,-2.7200000000000003e+17,0.0,0.0,-1.056e+18,gcmt,37_gcmt
577740,1983-04-02T05:58:35,-66.563,-28.528,35.0,5.28,mw,17.0,73.0,71.0,247.0,25.0,137.0,39.06517800214765,81.41145295913066,21.51880282758207,190.0763601688619,43.18226512135867,301.7940122160186,5.18,-1.88,-3.29,1.66,7.78,-4.41,gem,306_gem
575722,1983-05-07T01:07:23,-70.824,-28.008,50.9,5.08,mw,16.0,29.0,101.0,183.0,62.0,84.0,43.53606560493381,78.95395101675791,9.610878124930856,178.212705337613,44.866217845502405,277.9158636607251,4.28,-0.02,-4.26,0.09,-2.81,-0.74,gem,307_gem
B050783A,1983-05-07T01:07:26,-71.61,-28.37,33.8,5.4,mw,16.0,29.0,101.0,183.0,62.0,84.0,73.0,79.0,5.0,186.0,17.0,278.0,4.284e+16,-220000000000000.0,-4.261e+16,930000000000000.0,-2.81e+16,-7390000000000000.0,gcmt,308_gcmt
