id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups
201404050222A,2014-04-05T02:22:00,-71.71,-32.74,42.0,5.6,mw,359.0,28.0,78.0,193.0,63.0,96.0,71.0,116.0,6.0,10.0,18.0,278.0,2.14e+17,4.1e+16,-2.55e+17,-4.73e+16,-1.72e+17,-3.38e+16,gmt,gcmt:C201404050222A;gcmt:C201404050222A;us:c000p66r;neic:604440644;gem:604440644
C201404241007A,2014-04-24T10:07:06,-72.92,-34.67,21.7,5.0,mw,48.0,36.0,-73.0,207.0,55.0,-102.0,10.0,305.0,10.0,214.0,76.0,78.0,-2.81e+16,9700000000000000.0,1.84e+16,1690000000000000.0,1.1299999999999998e+16,1.52e+16,gcmt,
201404301800A,2014-04-30T18:00:00,-71.93,-32.66,40.0,5.2,mw,358.0,29.0,88.0,180.0,61.0,91.0,74.0,92.0,1.0,360.0,16.0,269.0,6.750000000000001e+16,4000000000000000.0,-7.15e+16,-600000000000000.0,-4.37e+16,1200000000000000.0,gmt,gcmt:C201404301800A;gcmt:C201404301800A;gem:604502458
201405210900A,2014-05-21T09:00:00,-71.56,-30.6,50.0,5.1,mw,351.0,33.0,93.0,168.0,57.0,88.0,83.0,20.0,6.0,164.0,4.0,254.0,4.973e+16,-3900000000000000.0,-4.584e+16,7290000000000000.0,-5850000000000000.0,1.212e+16,gmt,gcmt:C201405210900A;gcmt:C201405210900A;us:b000qxwk;neic:604650838;gem:604650838
201405270904A,2014-05-27T09:04:00,-74.0,-36.02,15.0,5.3,mw,19.0,13.0,98.0,191.0,77.0,88.0,66.0,80.0,6.0,184.0,23.0,276.0,4.119e+16,-1480000000000000.0,-3.971e+16,1590000000000000.0,-4.329e+16,-7130000000000000.0,gmt,gcmt:C201405270904A;gcmt:C201405270904A;us:b000r53z;neic:604657172;gem:604657172
201405302206A,2014-05-30T22:06:00,-72.42,-33.47,31.0,5.0,mw,359.0,30.0,84.0,186.0,60.0,93.0,44.564570253546414,284.1222507066551,5.179622188786092,189.00000000000003,44.9684417379652,93.80482394787134,4.26,-0.24,-4.02,-0.41,-2.32,-0.16,gmt,gem:604663353
201407130718A,2014-07-13T07:18:00,-70.81,-30.98,106.0,5.4,mw,290.0,7.0,32.0,168.0,86.0,96.0,62.0,59.0,6.0,161.0,27.0,255.0,7.75e+16,-6610000000000000.0,-7.089e+16,4.137e+16,-9.368e+16,1.054e+16,gmt,gcmt:C201407130718A;gcmt:C201407130718A;us:b000rsk9;neic:610571154;gem:610571154
201407260731A,2014-07-26T07:31:00,-72.42,-30.54,15.0,5.0,mw,357.0,28.0,97.0,168.0,62.0,86.0,69.0,90.0,1.0,356.0,21.0,266.0,2.491e+16,-400000000000000.0,-2.45e+16,770000000000000.0,-2.234e+16,2050000000000000.0,gmt,us:b000rxiu;gem:605099377
201408080410A,2014-08-08T04:10:00,-72.27,-33.64,24.0,5.2,mw,5.0,27.0,87.0,189.0,63.0,92.0,73.0,43.0,12.0,178.0,11.0,271.0,5.868e+16,3540000000000000.0,-6.222e+16,1.336e+16,-2.577e+16,-3540000000000000.0,gmt,gcmt:C201408080410A;gcmt:C201408080410A;us:b000s1ci;neic:605140411;gem:605140411
201408232232A,2014-08-23T22:32:00,-71.74,-32.76,42.0,6.4,mw,5.0,26.0,92.0,183.0,64.0,89.0,66.0,96.0,1.0,3.0,24.0,272.0,3.729e+18,5.8e+16,-3.787e+18,-3.07e+17,-4.096e+18,-9.5e+16,gmt,gcmt:C201408232232A;gcmt:C201408232232A;us:b000s5rc;neic:610572067;gem:610572067
b000sfgp,2014-09-24T06:34:39,-73.38,-34.39,11.5,5.0,mww,2.0,72.0,-92.0,190.0,18.0,-83.0,27.0,94.0,2.0,3.0,63.0,269.0,-2.176e+16,-390000000000000.0,2.215e+16,-770000000000000.0,-2.966e+16,2350000000000000.0,us,gcmt:C201409240634A;gcmt:C201409240634A;neic:610572645
201409280846A,2014-09-28T08:46:00,-73.38,-35.63,20.0,5.3,mw,21.0,19.0,106.0,185.0,72.0,85.0,74.0,115.0,5.0,7.0,15.0,276.0,7.684e+16,-1450000000000000.0,-7.539e+16,-1.244e+16,-4.337e+16,-5030000000000000.0,gmt,gcmt:C201409280846A;gcmt:C201409280846A;us:b000sguw;neic:605416963;gem:605416963
b000slyx,2014-10-14T09:16:42,-72.0946,-33.7109,25.0,5.0,mwr,9.62,24.27,102.45,176.01,66.33,84.45,68.0,75.0,5.0,178.0,21.0,270.0,2.7721e+16,-2121000000000000.0,-2.56e+16,3431000000000000.0,-2.4272e+16,-1451000000000000.0,us,neic:605541746
201410232338A,2014-10-23T23:38:00,-72.39,-34.02,17.0,5.2,mw,3.0,13.0,97.0,176.0,77.0,88.0,48.0,80.0,2.0,173.0,42.0,265.0,8306000000000000.0,-8221000000000000.0,-85000000000000.0,6071000000000000.0,-4.3009e+16,-2971000000000000.0,gmt,gcmt:C201410232338A;gcmt:C201410232338A;us:b000sq7s;neic:605604325;gem:605604325
b000sq9h,2014-10-24T07:16:44,-72.24,-34.18,25.5,4.9,mww,159.0,75.0,89.0,343.0,15.0,93.0,60.0,68.0,1.0,159.0,30.0,250.0,1.273e+16,-960000000000000.0,-1.178e+16,8170000000000000.0,-2.13e+16,4230000000000000.0,us,
201410251705A,2014-10-25T17:05:00,-72.58,-33.89,30.0,5.0,mw,29.0,27.0,112.0,184.0,65.0,79.0,41.67678668266179,73.81046595257197,14.901956695539395,177.51454832915124,44.526530457104094,282.68869966457294,3.35,-0.82,-2.53,0.32,-2.55,-0.73,gmt,gem:605617597
201501180359A,2015-01-18T03:59:00,-71.9,-33.13,25.0,5.2,mw,18.0,17.0,128.0,158.0,77.0,80.0,43.33962258148118,54.83775823396781,11.567330102610889,155.97411847474552,44.35564470293456,257.518313782587,3.11,0.1,-3.2,2.58,-5.47,-0.06,gmt,gem:606586145
201501270527A,2015-01-27T05:27:00,-73.83,-36.84,29.0,5.0,mw,10.0,21.0,90.0,190.0,69.0,90.0,44.99999999999999,100.0,3.719853333905388e-15,190.0,45.00000000000001,280.0,2.53,-0.27,-2.26,-0.49,-2.7,-0.37,gmt,gem:606597540
201502021049A,2015-02-02T10:49:00,-67.14,-32.77,177.0,6.3,mw,304.0,4.0,-13.0,47.0,89.0,-94.0,44.0,141.0,4.0,47.0,46.0,313.0,5.88e+17,-1.6e+16,-5.72e+17,-2.4e+18,-2.07e+18,1.07e+18,gmt,gcmt:C201502021049A;gcmt:C201502021049A;neic:606634885;gem:606634885
201502171435A,2015-02-17T14:35:00,-70.86,-32.33,102.0,5.4,mw,339.0,80.0,170.0,70.0,80.0,10.0,13.0,105.0,77.0,295.0,2.0,195.0,2.71e+16,-1.372e+17,1.101e+17,400000000000000.0,-2.56e+16,7.18e+16,gmt,gcmt:C201502171435A;gcmt:C201502171435A;us:b000tq1p;neic:606732299;gem:606732299
610586529,2015-03-01T15:48:19,-71.352,-27.219,10.0,5.01,mw,7.0,26.0,102.0,173.0,64.0,84.0,43.96152150899394,71.74730348103344,8.225011829697175,169.76047456099946,44.86560945677725,268.03240032905256,2.89,0.64,-3.53,0.4,-2.51,0.06,gem,
C201503021653A,2015-03-02T16:53:49,-71.34,-28.05,34.9,5.2,mw,26.0,33.0,121.0,170.0,62.0,72.0,68.0,45.0,16.0,179.0,15.0,274.0,7.45e+16,2.91e+16,-1.04e+17,1.52e+16,-5.37e+16,-1.4000000000000002e+16,gcmt,neic:606760430;gem:606760430
201503050208A,2015-03-05T02:08:00,-72.74,-34.17,25.0,5.0,mw,83.0,31.0,175.0,177.0,88.0,60.0,41.0,75.0,17.0,180.0,45.0,287.0,-4967000000000000.0,5602000000000000.0,-635000000000000.0,-3179000000000000.0,-3.3867e+16,-1.02e+16,gmt,gcmt:C201503050208A;gcmt:C201503050208A;us:c000tv3t;neic:606777698;gem:606777698
c000tvct,2015-03-05T21:30:35,-71.42,-29.2,60.5,5.3,mww,344.0,66.0,51.0,227.0,45.0,145.0,52.0,207.0,35.0,2.0,12.0,101.0,5.432e+16,3.065e+16,-8.497e+16,-2.859e+16,4.019e+16,-3.192e+16,us,gcmt:C201503052130A;gcmt:C201503052130A;neic:606792825;gem:606792825
201503061039A,2015-03-06T10:39:00,-78.91,-44.52,14.0,5.0,mw,77.0,74.0,-172.0,345.0,82.0,-16.0,6.0,32.0,72.0,141.0,17.0,300.0,-1680000000000000.0,2.06e+16,-1.89e+16,-2990000000000000.0,-1.36e+16,-3.74e+16,gmt,gcmt:C201503061039A;gcmt:C201503061039A;gem:606794601
201503131916A,2015-03-13T19:16:00,-73.51,-44.79,25.0,5.0,mw,99.0,61.0,4.0,7.0,86.0,151.0,23.0,320.0,61.0,180.0,17.0,57.0,-2270000000000000.0,8810000000000000.0,-6540000000000000.0,8580000000000000.0,1.6200000000000002e+16,2.93e+16,gmt,gcmt:C201503131916A;gcmt:C201503131916A;gem:606829182
201503181827A,2015-03-18T18:27:00,-73.9,-36.16,12.0,6.1,mw,9.0,17.0,87.0,192.0,73.0,91.0,59.0,96.0,2.0,190.0,31.0,281.0,1.265e+18,8.8e+16,-1.352e+18,-3.9e+17,-2.475e+18,-3.75e+17,gmt,gcmt:C201503181827A;gcmt:C201503181827A;us:10001nj1;neic:611572454;gem:611572454
201503181907A,2015-03-18T19:07:00,-74.06,-36.09,15.0,5.4,mw,2.0,22.0,82.0,190.0,68.0,93.0,64.0,87.0,3.0,183.0,26.0,274.0,1.173e+17,-3200000000000000.0,-1.141e+17,-1800000000000000.0,-1.472e+17,-1.32e+16,gmt,gcmt:C201503181907A;gcmt:C201503181907A;us:10001njq;neic:606855453;gem:606855453
10001np8,2015-03-19T01:33:19,-73.33,-36.11,11.5,5.0,mww,194.0,82.0,91.0,5.0,8.0,81.0,53.0,105.0,1.0,14.0,37.0,283.0,9170000000000000.0,2820000000000000.0,-1.199e+16,-9680000000000000.0,-3.878e+16,-2950000000000000.0,us,neic:610586936
201503190834A,2015-03-19T08:34:00,-74.01,-36.17,14.0,5.0,mw,359.0,25.0,83.0,187.0,65.0,93.0,57.0,110.0,5.0,12.0,32.0,279.0,2.925e+16,5050000000000000.0,-3.43e+16,-1.632e+16,-6.558e+16,-1860000000000000.0,gmt,gcmt:C201503190834A;gcmt:C201503190834A;us:10001nrg;neic:606855735;gem:606855735
10001spm,2015-04-01T08:17:32,-71.69,-29.42,17.5,5.4,mww,203.0,83.0,112.0,310.0,23.0,17.0,47.0,136.0,22.0,21.0,35.0,275.0,4.5e+16,3e+16,-7.51e+16,-8.32e+16,-1.441e+17,4.09e+16,us,gcmt:C201504010817A;gcmt:C201504010817A;neic:606962367;gem:606962367
100028yq,2015-05-14T15:08:06,-71.62,-28.68,23.5,5.1,mww,191.0,75.0,82.0,39.0,17.0,117.0,60.0,89.0,8.0,193.0,29.0,288.0,3.18e+16,-3910000000000000.0,-2.789e+16,-7990000000000000.0,-5.364e+16,-1.423e+16,us,gcmt:C201505141508A;gcmt:C201505141508A;neic:607244002;gem:607244002
20002k8v,2015-05-29T04:28:18,-70.81,-28.13,70.5,5.2,mww,157.0,61.0,83.0,351.0,29.0,102.0,73.0,52.0,6.0,161.0,16.0,252.0,5.369e+16,7330000000000000.0,-6.102e+16,1.66e+16,-3.496e+16,2.261e+16,us,gcmt:C201505290428A;gcmt:C201505290428A;neic:610634880;gem:610634880
201506021032A,2015-06-02T10:32:00,-72.6,-33.84,22.0,5.1,mw,27.0,26.0,107.0,188.0,66.0,82.0,60.0,72.0,11.0,181.0,28.0,277.0,1.5895e+16,1796000000000000.0,-1.7691e+16,2366000000000000.0,-2.5501e+16,-5236000000000000.0,gmt,us:20002l7a;gem:607277236
201506200210A,2015-06-20T02:10:00,-74.1,-36.35,12.0,6.4,mw,9.0,18.0,84.0,196.0,72.0,92.0,55.0,88.0,7.0,188.0,34.0,282.0,1.963e+18,-3.3e+17,-1.634e+18,-4.35e+17,-5.009e+18,-7.87e+17,gmt,gcmt:C201506200210A;gcmt:C201506200210A;us:10002ke8;neic:607304048;gem:607304048
201506200522A,2015-06-20T05:22:00,-74.1,-36.47,12.0,5.4,mw,11.0,18.0,93.0,188.0,72.0,89.0,59.0,44.0,18.0,166.0,25.0,265.0,1.099e+17,2.92e+16,-1.391e+17,6.93e+16,-1.367e+17,-1e+16,gmt,gcmt:C201506200522A;gcmt:C201506200522A;us:10002kfc;neic:610635349;gem:610635349
20002xvy,2015-07-16T10:48:09,-71.91,-29.5,23.5,5.0,mww,220.0,58.0,-69.0,5.0,37.0,-119.0,11.0,295.0,17.0,29.0,69.0,175.0,-3.922e+16,3240000000000000.0,3.598e+16,1.937e+16,8680000000000000.0,1.593e+16,us,gcmt:C201507161048A;gcmt:C201507161048A;neic:610635901;gem:610635901
201507171111A,2015-07-17T11:11:00,-73.42,-35.57,22.0,5.3,mw,24.0,19.0,109.0,184.0,72.0,83.0,58.0,107.0,4.0,11.0,32.0,279.0,3.255e+16,1.33e+16,-4.586e+16,-1.748e+16,-8.006e+16,-7010000000000000.0,gmt,gcmt:C201507171111A;gcmt:C201507171111A;us:20002y48;neic:611836223;gem:611836223
201507200947A,2015-07-20T09:47:00,-74.45,-35.81,17.0,5.1,mw,16.0,43.0,-97.0,205.0,47.0,-84.0,44.90055841823797,290.9472504934268,36.36901097264136,68.15967870993529,22.79501642381357,176.18823146238344,-5.35,0.72,4.62,0.52,0.15,1.67,gmt,gem:607502549
10002x3v,2015-08-01T11:30:25,-68.2,-30.21,21.5,5.2,mww,356.0,62.0,106.0,144.0,32.0,63.0,69.0,299.0,14.0,168.0,15.0,74.0,5.343e+16,-210000000000000.0,-5.322e+16,5110000000000000.0,3.689e+16,2.146e+16,us,gcmt:C201508011130A;gcmt:C201508011130A;neic:610636429;gem:610636429
201508120014A,2015-08-12T00:14:00,-71.79,-31.84,38.0,5.5,mw,345.0,27.0,83.0,172.0,63.0,93.0,72.0,98.0,5.0,353.0,18.0,262.0,1.608e+17,-1.13e+16,-1.495e+17,-1100000000000000.0,-1.141e+17,2.6e+16,gmt,gcmt:C201508120014A;gcmt:C201508120014A;us:100031b7;neic:607649017;gem:607649017
100034du,2015-08-23T23:10:06,-71.66,-29.67,45.5,5.7,mww,216.0,49.0,100.0,21.0,42.0,79.0,82.0,186.0,7.0,29.0,3.0,299.0,3.712e+17,-7.21e+16,-2.991e+17,-6e+16,-1.48e+16,-1.76e+17,us,gcmt:C201508232310A;gcmt:C201508232310A;neic:607677064;gem:607677064
20003gnv,2015-09-05T10:17:56,-73.5997,-37.8733,19.0,4.6,mwr,2.67,75.11,-83.08,157.39,16.39,-114.38,30.0,87.0,7.0,181.0,59.0,282.0,-4213600000000000.0,-206600000000000.0,4420200000000000.0,-594500000000000.0,-7446200000000000.0,-803100000000000.0,us,
20003gru,2015-09-05T18:15:20,-75.35,-37.93,11.5,4.9,mww,358.0,55.0,-100.0,195.0,37.0,-76.0,9.0,95.0,8.0,4.0,78.0,232.0,-2.409e+16,160000000000000.0,2.393e+16,3030000000000000.0,-8180000000000000.0,2630000000000000.0,us,
201509162254A,2015-09-16T22:54:00,-72.09,-31.13,17.0,6.7,mw,7.0,19.0,109.0,166.0,72.0,83.0,64.0,93.0,2.0,359.0,26.0,268.0,1.915e+21,3.5e+19,-1.949e+21,-3.6e+19,-2.536e+21,1.19e+20,gmt,gcmt:C201509162254A;gcmt:C201509162254A;us:20003k7a;neic:611531714;gem:611531714
20003k7w,2015-09-16T23:18:57,-71.42,-31.49,35.5,7.0,mww,180.0,54.0,93.0,355.0,36.0,86.0,81.0,103.0,2.0,359.0,9.0,268.0,3.363e+19,-1.43e+18,-3.22e+19,-1.13e+18,-1.045e+19,1.17e+18,us,gcmt:S201509162318A;gcmt:S201509162318A;neic:610637518;gem:610637518
20003kc5,2015-09-17T01:33:03,-72.0478,-31.7273,9.0,5.8,mwr,183.43,85.34,97.36,305.6,8.71,32.47,49.0,101.0,7.0,3.0,40.0,267.0,5.703e+16,7.115e+16,-1.2817e+17,-2.543e+16,-5.3474e+17,5.939e+16,us,neic:607777378
20003kcn,2015-09-17T01:41:15,-71.72,-31.15,45.5,6.4,mww,172.0,55.0,92.0,348.0,35.0,86.0,80.0,92.0,2.0,351.0,10.0,260.0,5.179e+18,8000000000000000.0,-5.186e+18,1.45e+17,-1.957e+18,9.59e+17,us,neic:610637528
20003kfj,2015-09-17T03:55:08,-72.53,-30.97,35.5,6.5,mww,157.0,56.0,79.0,356.0,35.0,106.0,76.0,34.0,9.0,163.0,11.0,254.0,5.844e+18,2.56e+17,-6.1e+18,1.542e+18,-2.132e+18,1.719e+18,us,neic:608098144
20003kfv,2015-09-17T04:10:35,-71.89,-31.53,35.5,6.7,mww,172.0,62.0,89.0,353.0,28.0,91.0,73.0,81.0,1.0,172.0,17.0,263.0,1.023e+19,-6.4e+17,-9.59e+18,9.9e+17,-6.69e+18,1.13e+18,us,gcmt:C201509170410A;gcmt:C201509170410A;neic:607743131;gem:607743131
20003kgi,2015-09-17T04:26:39,-71.9812,-31.4382,23.0,5.5,mwr,0.85,29.46,68.89,204.76,62.69,101.5,70.0,139.0,10.0,19.0,17.0,286.0,1.7711e+17,-1360000000000000.0,-1.7574e+17,-7.109e+16,-1.0561e+17,-4.174e+16,us,neic:610637534
20003khn,2015-09-17T05:44:38,-72.1634,-31.8004,21.0,5.5,mwr,29.85,36.5,117.9,176.47,58.29,70.9,70.0,44.0,16.0,187.0,11.0,280.0,1.8024e+17,1530000000000000.0,-1.8178e+17,4.396e+16,-8.693e+16,-4.631e+16,us,neic:610637536
20003kkt,2015-09-17T12:09:44,-72.2117,-32.1351,19.0,5.3,mwr,344.13,30.78,76.35,179.91,60.18,98.0,74.0,110.0,7.0,356.0,15.0,264.0,1.0129e+17,5910000000000000.0,-1.072e+17,-7250000000000000.0,-6.098e+16,1.553e+16,us,neic:608098263
201509171214A,2015-09-17T12:14:00,-72.41,-32.27,22.0,5.9,mw,351.0,26.0,90.0,172.0,64.0,90.0,57.0,77.0,1.0,346.0,33.0,255.0,4.131e+17,-4.16e+16,-3.714e+17,2.139e+17,-8.593e+17,1.093e+17,gmt,gcmt:C201509171214A;gcmt:C201509171214A;us:20003kkw;neic:608098265;gem:608098265
201509171332A,2015-09-17T13:32:00,-72.28,-32.23,17.0,5.9,mw,357.0,22.0,87.0,181.0,68.0,91.0,59.0,89.0,2.0,182.0,31.0,274.0,4.744e+17,-1.269e+17,-3.475e+17,-7900000000000000.0,-7.463e+17,-3.77e+16,gmt,gcmt:C201509171332A;gcmt:C201509171332A;us:20003kl4;neic:607743707;gem:607743707
201509172040A,2015-09-17T20:40:00,-72.02,-30.08,31.0,5.3,mw,357.0,30.0,103.0,162.0,61.0,82.0,73.0,53.0,7.0,166.0,15.0,257.0,8.42e+16,600000000000000.0,-8.49e+16,2.2e+16,-4.8e+16,1.66e+16,gmt,gcmt:C201509172040A;gcmt:C201509172040A;us:20150917204031;gem:607744035
201509172208A,2015-09-17T22:08:00,-72.27,-30.37,21.0,5.1,mw,358.0,28.0,86.0,183.0,63.0,92.0,72.0,98.0,2.0,2.0,18.0,271.0,5.03e+16,-7990000000000000.0,-4.23e+16,-3130000000000000.0,-3.24e+16,-120000000000000.0,gmt,us:20150917220803;gem:610637563
201509172239A,2015-09-17T22:39:00,-71.96,-31.12,39.0,5.1,mw,237.0,23.0,-52.0,17.0,72.0,-105.0,25.0,119.0,14.0,22.0,61.0,266.0,-3.5e+16,1.81e+16,1.68e+16,-4060000000000000.0,-4.12e+16,1.32e+16,gmt,gcmt:C201509172239A;gcmt:C201509172239A;us:20150917223920;neic:607744042;gem:607744042
20003l0y,2015-09-17T23:55:01,-72.2672,-31.8388,16.0,4.8,mwr,357.24,52.51,85.93,183.91,37.68,95.29,82.0,246.0,3.0,360.0,7.0,90.0,1.6905e+16,859000000000000.0,-1.7764e+16,-932000000000000.0,4602000000000000.0,-169000000000000.0,us,
201509180315A,2015-09-18T03:15:00,-71.76,-31.44,41.0,5.0,mw,3.0,37.0,100.0,171.0,53.0,83.0,80.0,51.0,6.0,176.0,8.0,266.0,4.06e+16,-970000000000000.0,-3.96e+16,5140000000000000.0,-1.14e+16,1750000000000000.0,gmt,us:20150918031540;gem:610637580
201509180332A,2015-09-18T03:32:00,-72.28,-31.85,28.0,5.1,mw,356.0,22.0,92.0,174.0,68.0,89.0,67.0,83.0,1.0,175.0,23.0,265.0,4.71e+16,-2230000000000000.0,-4.49e+16,5070000000000000.0,-4.85e+16,3570000000000000.0,gmt,us:20150918033217;gem:608098398
20003l3e,2015-09-18T04:24:05,-72.08,-31.36,11.5,5.0,mww,343.0,88.0,-110.0,249.0,20.0,-4.0,40.0,92.0,20.0,344.0,43.0,234.0,-4590000000000000.0,-1050000000000000.0,5650000000000000.0,1.413e+16,-3.226e+16,1.32e+16,us,neic:610433427
201509180429A,2015-09-18T04:29:00,-71.99,-31.59,35.0,5.1,mw,5.0,41.0,90.0,185.0,49.0,90.0,45.00000000000003,95.0000000000004,2.0093859373503761e-13,5.000000000000227,44.99999999999999,275.0,5.24,-0.92,-4.32,-0.04,-0.64,-0.31,gmt,gem:607744580
201509180818A,2015-09-18T08:18:00,-72.6,-32.32,12.0,5.5,mw,348.0,20.0,85.0,173.0,70.0,92.0,58.0,79.0,0.0,170.0,32.0,260.0,1.433e+17,-9100000000000000.0,-1.342e+17,4.82e+16,-2.714e+17,1.99e+16,gmt,gcmt:C201509180818A;gcmt:C201509180818A;us:20003l55;neic:610637591;gem:610637591
201509180910A,2015-09-18T09:10:00,-72.3,-32.31,13.0,6.1,mw,347.0,24.0,81.0,177.0,67.0,94.0,61.0,83.0,2.0,350.0,29.0,259.0,1.477e+18,-3.2e+16,-1.445e+18,3.8e+17,-2.355e+18,3.26e+17,gmt,gcmt:C201509180910A;gcmt:C201509180910A;us:20003l5d;neic:607745130;gem:607745130
20150918135117,2015-09-18T13:51:23,-71.9,-31.48,30.4,4.9,mwc,356.0,23.0,74.0,194.0,68.0,97.0,66.0,116.0,6.0,11.0,23.0,279.0,2.25e+16,-1740000000000000.0,-2.08e+16,-6870000000000000.0,-2.1e+16,-1360000000000000.0,us,gcmt:C201509181351A;gcmt:C201509181351A
201509182212A,2015-09-18T22:12:00,-72.29,-30.45,18.0,5.1,mw,356.0,24.0,89.0,177.0,66.0,90.0,69.0,88.0,0.0,357.0,21.0,267.0,4.39e+16,-1560000000000000.0,-4.23e+16,1950000000000000.0,-3.98e+16,2510000000000000.0,gmt,us:20150918221216;gem:610094184
20150919043348,2015-09-19T04:33:49,-72.96,-30.48,19.1,4.9,mwc,355.0,38.0,-106.0,195.0,54.0,-78.0,8.0,277.0,10.0,8.0,77.0,149.0,-2.93e+16,4780000000000000.0,2.46e+16,7160000000000000.0,6780000000000000.0,1440000000000000.0,us,gcmt:C201509190433A;gcmt:C201509190433A
20003lql,2015-09-19T05:06:53,-72.12,-29.66,11.5,6.1,mww,179.0,69.0,93.0,351.0,21.0,83.0,66.0,94.0,3.0,358.0,24.0,267.0,1.039e+18,-6.1e+16,-9.78e+17,-1.3e+16,-1.111e+18,8.3e+16,us,gcmt:C201509190506A;gcmt:C201509190506A;neic:611836695;gem:611836695
201509190831A,2015-09-19T08:31:00,-72.3,-30.26,14.0,5.4,mw,0.0,24.0,91.0,180.0,66.0,90.0,74.0,42.0,11.0,174.0,12.0,267.0,1.604e+17,-200000000000000.0,-1.602e+17,3.98e+16,-6.8e+16,1900000000000000.0,gmt,gcmt:C201509190831A;gcmt:C201509190831A;us:20003ls4;neic:607770404;gem:607770404
201509190907A,2015-09-19T09:07:00,-71.86,-31.2,37.0,5.8,mw,353.0,29.0,92.0,171.0,61.0,89.0,75.0,59.0,7.0,178.0,13.0,269.0,4.58e+17,5400000000000000.0,-4.633e+17,6.92e+16,-2.3e+17,-1.02e+16,gmt,gcmt:C201509190907A;gcmt:C201509190907A;us:20003lsq;neic:610433486;gem:610433486
201509191252A,2015-09-19T12:52:00,-72.05,-32.34,20.0,6.2,mw,6.0,23.0,98.0,178.0,67.0,87.0,66.0,84.0,2.0,179.0,23.0,270.0,1.835e+18,-8.2e+16,-1.753e+18,1.02e+17,-1.918e+18,-4.3e+16,gmt,gcmt:C201509191252A;gcmt:C201509191252A;us:20003luw;neic:611836693;gem:611836693
201509191308A,2015-09-19T13:08:00,-72.18,-30.71,23.0,5.6,mw,359.0,26.0,100.0,168.0,65.0,85.0,63.0,95.0,3.0,359.0,27.0,268.0,1.957e+17,-1.09e+16,-1.848e+17,-6800000000000000.0,-2.63e+17,1.44e+16,gmt,gcmt:C201509191308A;gcmt:C201509191308A;us:20003lv1;neic:610637670;gem:610637670
201509191813A,2015-09-19T18:13:00,-72.14,-31.41,38.0,5.0,mw,6.0,31.0,97.0,179.0,59.0,86.0,75.0,78.0,3.0,181.0,14.0,271.0,3.22e+16,-940000000000000.0,-3.12e+16,1800000000000000.0,-1.74e+16,-1350000000000000.0,gmt,us:20150919181314;gem:607776566
201509200302A,2015-09-20T03:02:00,-71.47,-31.02,50.0,5.1,mw,340.0,33.0,75.0,178.0,58.0,100.0,75.0,115.0,8.0,353.0,13.0,261.0,5.42e+16,1560000000000000.0,-5.58e+16,-3880000000000000.0,-2.73e+16,1.14e+16,gmt,gcmt:C201509200302A;gcmt:C201509200302A;us:20150920030201;neic:607776793;gem:607776793
201509200607A,2015-09-20T06:07:00,-72.18,-31.79,23.0,5.2,mw,350.0,27.0,83.0,178.0,63.0,94.0,62.0,84.0,2.0,177.0,28.0,268.0,3.288e+16,5920000000000000.0,-3.88e+16,3620000000000000.0,-5.431e+16,540000000000000.0,gmt,gcmt:C201509200607A;gcmt:C201509200607A;us:20003m40;neic:610433535;gem:610433535
201509200902A,2015-09-20T09:02:00,-72.3,-30.36,17.0,5.1,mw,7.0,22.0,77.0,201.0,69.0,95.0,66.0,119.0,5.0,19.0,24.0,287.0,3.66e+16,-3180000000000000.0,-3.35e+16,-1.55e+16,-3.58e+16,-7480000000000000.0,gmt,gcmt:C201509200902A;gcmt:C201509200902A;us:20150920090232;gem:607776798
20150920171828,2015-09-20T17:18:30,-71.92,-30.46,34.1,4.9,mwc,353.0,29.0,88.0,175.0,61.0,91.0,74.0,88.0,1.0,355.0,16.0,264.0,2.72e+16,-200000000000000.0,-2.7e+16,1100000000000000.0,-1.68e+16,2810000000000000.0,us,gcmt:C201509201718A;gcmt:C201509201718A
20003m8x,2015-09-20T20:29:11,-71.7434,-30.5328,38.0,4.3,mwr,155.19,68.62,63.55,28.96,33.52,138.69,58.0,29.0,25.0,165.0,19.0,265.0,2253300000000000.0,1110600000000000.0,-3363800000000000.0,1398000000000000.0,-2118200000000000.0,-9000000000000.0,us,
201509210539A,2015-09-21T05:39:00,-71.84,-31.66,38.0,6.1,mw,2.0,28.0,101.0,170.0,63.0,84.0,75.0,51.0,8.0,174.0,12.0,265.0,1.58e+18,6.1e+16,-1.641e+18,3e+17,-7.19e+17,8.9e+16,gmt,gcmt:C201509210539A;gcmt:C201509210539A;us:20003mcj;neic:611836705;gem:611836705
201509211537A,2015-09-21T15:37:00,-71.95,-31.17,31.0,5.5,mw,353.0,24.0,90.0,172.0,66.0,90.0,65.0,85.0,1.0,177.0,25.0,267.0,1.118e+17,800000000000000.0,-1.127e+17,9000000000000000.0,-1.364e+17,5100000000000000.0,gmt,gcmt:C201509211537A;gcmt:C201509211537A;us:20003mgp;neic:610433564;gem:610433564
