id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups
20003mi0,2015-09-21T17:40:08,-71.87,-31.84,35.5,6.6,mww,171.0,62.0,82.0,9.0,29.0,105.0,72.0,62.0,7.0,175.0,17.0,268.0,7.063e+18,6.47e+17,-7.71e+18,1.246e+18,-4.836e+18,3.8e+16,us,gcmt:C201509211739A;gcmt:C201509211739A;neic:607860433;gem:607860433
201509211836A,2015-09-21T18:36:00,-72.02,-31.14,39.0,5.8,mw,347.0,32.0,87.0,171.0,58.0,92.0,73.0,81.0,2.0,177.0,17.0,268.0,1.985e+17,-1.32e+16,-1.853e+17,1.38e+16,-1.278e+17,4000000000000000.0,gmt,gcmt:C201509211836A;gcmt:C201509211836A;us:20003mis;neic:610433566;gem:610433566
201509211956A,2015-09-21T19:56:00,-71.87,-31.94,42.0,5.7,mw,345.0,30.0,93.0,162.0,60.0,88.0,60.0,68.0,3.0,163.0,30.0,255.0,1.51e+17,1.93e+16,-1.703e+17,8.93e+16,-2.736e+17,4.42e+16,gmt,gcmt:C201509211956A;gcmt:C201509211956A;us:20003mjn;neic:607779466;gem:607779466
201509220712A,2015-09-22T07:12:00,-71.39,-31.58,64.0,6.1,mw,0.0,28.0,103.0,165.0,63.0,83.0,68.0,62.0,9.0,175.0,20.0,269.0,1.133e+18,-7000000000000000.0,-1.127e+18,2.64e+17,-9.11e+17,-6.1e+16,gmt,gcmt:C201509220712A;gcmt:C201509220712A;us:20003msd;neic:610433581;gem:610433581
201509231132A,2015-09-23T11:32:00,-72.03,-31.67,29.0,5.1,mw,356.0,27.0,84.0,182.0,64.0,93.0,79.0,104.0,3.0,357.0,11.0,267.0,3.195e+16,2290000000000000.0,-3.424e+16,-1090000000000000.0,-1.34e+16,2530000000000000.0,gmt,gcmt:C201509231132A;gcmt:C201509231132A;us:20003nam;neic:607797513;gem:607797513
20003nrd,2015-09-24T16:13:33,-71.16,-30.85,50.5,5.2,mww,172.0,52.0,93.0,348.0,38.0,86.0,82.0,98.0,2.0,351.0,7.0,260.0,7.237e+16,-390000000000000.0,-7.198e+16,330000000000000.0,-1.972e+16,1.292e+16,us,neic:607811401
201509252030A,2015-09-25T20:30:00,-72.27,-30.58,28.0,5.0,mw,344.0,30.0,75.0,181.0,62.0,98.0,42.58085340362668,289.4133353560782,12.428221872070011,187.7292931291093,44.7624388497205,85.10478128515996,3.16,0.33,-3.49,-0.24,-2.15,0.49,gmt,gem:607831496
201509260251A,2015-09-26T02:51:00,-71.62,-30.88,52.0,6.3,mw,357.0,33.0,94.0,172.0,57.0,88.0,71.0,107.0,7.0,356.0,18.0,263.0,2.846e+18,-1.17e+17,-2.729e+18,-2.14e+17,-2.043e+18,4.54e+17,gmt,gcmt:C201509260251A;gcmt:C201509260251A;us:20003p9y;neic:611836729;gem:611836729
201509272104A,2015-09-27T21:04:00,-71.73,-31.79,38.0,5.1,mw,336.0,31.0,80.0,167.0,60.0,96.0,75.0,93.0,5.0,344.0,14.0,253.0,5.46e+16,-7640000000000000.0,-4.7e+16,3100000000000000.0,-2.96e+16,1.51e+16,gmt,gcmt:C201509272104A;gcmt:C201509272104A;us:20150927210445;gem:607833220
201510021622A,2015-10-02T16:22:00,-71.82,-30.77,36.0,5.0,mw,349.0,26.0,109.0,148.0,66.0,81.0,68.0,41.0,8.0,152.0,20.0,245.0,3.07e+16,-3790000000000000.0,-2.69e+16,1.65e+16,-2.13e+16,1.04e+16,gmt,us:20151002162247;gem:607849908
201510021633A,2015-10-02T16:33:00,-72.93,-31.08,20.0,5.0,mw,216.0,52.0,-50.0,343.0,53.0,-129.0,14.0,96.0,10.0,3.0,72.0,237.0,-2.178e+16,-3660000000000000.0,2.544e+16,2710000000000000.0,-1.303e+16,3980000000000000.0,gmt,us:10003jsk;gem:607849909
201510030603A,2015-10-03T06:03:00,-73.71,-37.57,22.0,5.7,mw,4.0,19.0,93.0,181.0,72.0,89.0,62.0,79.0,4.0,177.0,28.0,269.0,3.247e+17,4.66e+16,-3.713e+17,4.95e+16,-5.128e+17,-1.57e+16,gmt,gcmt:C201510030603A;gcmt:C201510030603A;us:10003jyn;neic:607852697;gem:607852697
201510030626A,2015-10-03T06:26:00,-71.75,-30.33,42.0,5.9,mw,13.0,35.0,108.0,171.0,57.0,77.0,79.0,22.0,10.0,179.0,4.0,270.0,7.71e+17,-2.16e+16,-7.494e+17,1.47e+17,-1.089e+17,-8400000000000000.0,gmt,gcmt:C201510030626A;gcmt:C201510030626A;us:10003jyt;neic:608007317;gem:608007317
10003k08,2015-10-03T11:21:02,-71.76,-29.8,30.5,5.1,mww,185.0,62.0,89.0,6.0,28.0,91.0,73.0,94.0,0.0,185.0,17.0,276.0,4.974e+16,-810000000000000.0,-4.893e+16,-2850000000000000.0,-3.374e+16,-4850000000000000.0,us,gcmt:C201510031121A;gcmt:C201510031121A;neic:610433780;gem:610433780
201510040349A,2015-10-04T03:49:00,-72.26,-30.41,12.0,5.4,mw,358.0,26.0,94.0,173.0,64.0,88.0,66.0,72.0,5.0,173.0,23.0,266.0,1.632e+17,-4500000000000000.0,-1.587e+17,3.5e+16,-1.679e+17,1900000000000000.0,gmt,gcmt:C201510040349A;gcmt:C201510040349A;us:10003k53;neic:610433794;gem:610433794
201510041011A,2015-10-04T10:11:00,-71.88,-30.68,31.0,5.1,mw,5.0,30.0,103.0,169.0,61.0,83.0,72.0,32.0,17.0,188.0,7.0,280.0,3.226e+16,5650000000000000.0,-3.79e+16,6930000000000000.0,-1.05e+16,-8960000000000000.0,gmt,gcmt:C201510041011A;gcmt:C201510041011A;us:10003k6h;neic:607857284;gem:607857284
201510051633A,2015-10-05T16:33:00,-71.78,-30.36,43.0,5.9,mw,8.0,34.0,101.0,175.0,57.0,83.0,78.0,60.0,7.0,183.0,10.0,274.0,7.882e+17,-9.91e+16,-6.891e+17,9.17e+16,-2.841e+17,-6.41e+16,gmt,gcmt:C201510051633A;gcmt:C201510051633A;us:10003kg9;neic:611836757;gem:611836757
201510060451A,2015-10-06T04:51:00,-72.52,-30.26,24.0,5.0,mw,342.0,34.0,75.0,181.0,57.0,100.0,38.898181466847966,300.8735886339227,19.486224246682276,194.2848018912989,44.68014913769549,83.80242716922453,3.22,0.06,-3.28,-0.35,-1.5,0.51,gmt,gem:607858505
201510091827A,2015-10-09T18:27:00,-71.82,-31.81,36.0,5.4,mw,342.0,25.0,75.0,179.0,66.0,97.0,75.0,97.0,2.0,360.0,15.0,269.0,1.515e+17,2.71e+16,-1.786e+17,-4000000000000000.0,-9.72e+16,4200000000000000.0,gmt,gcmt:C201510091827A;gcmt:C201510091827A;us:10003mjs;neic:607861151;gem:607861151
201510120315A,2015-10-12T03:15:00,-71.96,-31.28,32.0,5.6,mw,355.0,28.0,97.0,167.0,62.0,86.0,73.0,60.0,7.0,174.0,15.0,266.0,2.32e+17,1.45e+16,-2.465e+17,4.12e+16,-1.376e+17,9900000000000000.0,gmt,gcmt:C201510120315A;gcmt:C201510120315A;us:10003mxa;neic:610433906;gem:610433906
10003mxb,2015-10-12T03:31:32,-71.8149,-31.1841,31.0,4.6,mwr,168.97,65.22,75.25,21.1,28.6,118.88,67.0,52.0,13.0,175.0,19.0,270.0,7374000000000000.0,1487000000000000.0,-8861000000000000.0,2056000000000000.0,-6306000000000000.0,-692000000000000.0,us,
201510151923A,2015-10-15T19:23:00,-71.67,-30.4,36.0,5.0,mw,29.0,33.0,114.0,180.0,60.0,75.0,72.0,37.0,15.0,183.0,10.0,275.0,2.362e+16,320000000000000.0,-2.394e+16,6190000000000000.0,-9050000000000000.0,-3410000000000000.0,gmt,us:10003ny7;gem:610433955
201510201006A,2015-10-20T10:06:00,-71.51,-30.79,43.0,5.2,mw,179.0,40.0,107.0,337.0,52.0,76.0,69.0,177.0,20.0,347.0,3.0,79.0,3.632e+16,5620000000000000.0,-4.194e+16,-1.332e+16,2060000000000000.0,9190000000000000.0,gmt,gcmt:C201510201006A;gcmt:C201510201006A;us:10003pvh;neic:608100378;gem:608100378
201510242124A,2015-10-24T21:24:00,-71.64,-31.5,51.0,5.0,mw,341.0,33.0,79.0,174.0,57.0,97.0,74.0,113.0,9.0,350.0,13.0,257.0,2.802e+16,7150000000000000.0,-3.517e+16,30000000000000.0,-1.668e+16,1.084e+16,gmt,gcmt:C201510242124A;gcmt:C201510242124A;us:10003r82;neic:607927912;gem:607927912
201511060844A,2015-11-06T08:44:00,-72.28,-30.26,12.0,5.3,mw,6.0,25.0,97.0,178.0,65.0,87.0,69.0,74.0,5.0,176.0,20.0,268.0,1.166e+17,-1800000000000000.0,-1.148e+17,1.6e+16,-9.94e+16,-1100000000000000.0,gmt,gcmt:C201511060844A;gcmt:C201511060844A;us:10003v5a;neic:610459370;gem:610459370
10003vgi,2015-11-07T07:04:40,-72.43,-29.47,11.5,6.2,mww,194.0,72.0,90.0,12.0,18.0,89.0,63.0,104.0,0.0,13.0,27.0,283.0,1.332e+18,-1.02e+17,-1.23e+18,-4.41e+17,-1.809e+18,-2.73e+17,us,gcmt:C201511070704A;gcmt:C201511070704A;neic:611838290;gem:611838290
10003vgt,2015-11-07T07:31:50,-71.08,-31.11,50.5,6.8,mww,174.0,69.0,87.0,2.0,21.0,98.0,66.0,79.0,3.0,175.0,24.0,266.0,1.231e+19,1.32e+18,-1.363e+19,1.84e+18,-1.445e+19,6.7e+17,us,gcmt:C201511070731A;gcmt:C201511070731A;neic:608022996;gem:608022996
10003vie,2015-11-07T10:31:19,-71.363,-30.765,69.0,4.9,mwr,13.4,83.25,-77.13,130.62,14.51,-152.02,37.0,92.0,13.0,192.0,50.0,298.0,-5480000000000000.0,-2113000000000000.0,7593000000000000.0,-5904000000000000.0,-2.2072e+16,-3520000000000000.0,us,
201511071053A,2015-11-07T10:53:00,-71.71,-30.88,45.0,5.8,mw,349.0,31.0,86.0,174.0,59.0,92.0,73.0,91.0,2.0,186.0,16.0,277.0,3.575e+17,1.87e+16,-3.762e+17,-1.61e+16,-2.389e+17,-5.03e+16,gmt,gcmt:C201511071053A;gcmt:C201511071053A;us:10003vij;neic:608023744;gem:608023744
10003x8t,2015-11-11T01:54:50,-72.09,-29.49,11.5,6.9,mww,176.0,76.0,87.0,9.0,14.0,102.0,59.0,82.0,3.0,177.0,31.0,269.0,1.479e+19,6.9e+17,-1.548e+19,2.25e+18,-2.809e+19,-6.4e+17,us,gcmt:C201511110154A;gcmt:C201511110154A;neic:611838315;gem:611838315
10003x9g,2015-11-11T02:46:34,-71.73,-29.79,15.5,6.9,mww,180.0,74.0,88.0,6.0,16.0,96.0,61.0,87.0,2.0,180.0,29.0,271.0,1.256e+19,2.6e+17,-1.282e+19,3.3e+17,-2.097e+19,-5.9e+17,us,gcmt:C201511110246A;gcmt:C201511110246A;neic:611838313;gem:611838313
201511212305A,2015-11-21T23:05:00,-71.98,-30.66,33.0,5.8,mw,5.0,28.0,102.0,171.0,63.0,84.0,73.0,69.0,6.0,178.0,16.0,270.0,4.829e+17,6.26e+16,-5.456e+17,5.36e+16,-3.133e+17,-9400000000000000.0,gmt,gcmt:C201511212305A;gcmt:C201511212305A;us:10004077;neic:611838385;gem:611838385
201511240914A,2015-11-24T09:14:00,-72.2,-31.85,25.0,5.0,mw,359.0,27.0,90.0,179.0,63.0,90.0,61.0,77.0,2.0,170.0,29.0,261.0,2.055e+16,1360000000000000.0,-2.191e+16,6240000000000000.0,-3.24e+16,2970000000000000.0,gmt,gcmt:C201511240914A;gcmt:C201511240914A;us:100040mw;neic:610459631;gem:610459631
201511280544A,2015-11-28T05:44:00,-72.26,-30.39,12.0,5.6,mw,0.0,22.0,95.0,175.0,68.0,88.0,70.0,98.0,4.0,357.0,20.0,265.0,2.337e+17,-3.52e+16,-1.985e+17,-9300000000000000.0,-1.779e+17,2.27e+16,gmt,gcmt:C201511280544A;gcmt:C201511280544A;us:100041ui;neic:612297589;gem:612297589
100044k5,2015-12-07T07:51:12,-71.3468,-31.4021,60.0,5.1,mwr,174.01,69.91,85.08,8.07,20.66,103.19,65.0,76.0,5.0,176.0,25.0,268.0,3.6192e+16,8130000000000000.0,-4.4322e+16,5837000000000000.0,-4.6919e+16,108000000000000.0,us,neic:612127639
201512081256A,2015-12-08T12:56:00,-71.89,-30.92,35.0,5.6,mw,354.0,24.0,91.0,173.0,66.0,89.0,78.0,87.0,2.0,349.0,12.0,259.0,2.979e+17,-600000000000000.0,-2.973e+17,1.74e+16,-1.376e+17,6.22e+16,gmt,gcmt:C201512081256A;gcmt:C201512081256A;us:1000454p;neic:612127725;gem:612127725
201512100009A,2015-12-10T00:09:00,-73.45,-35.97,19.0,5.5,mw,23.0,13.0,103.0,190.0,77.0,87.0,62.0,104.0,2.0,199.0,28.0,290.0,1.337e+17,-1.91e+16,-1.146e+17,-6e+16,-1.913e+17,-4.85e+16,gmt,gcmt:C201512100009A;gcmt:C201512100009A;us:20004g1p;neic:610434134;gem:610434134
201512191925A,2015-12-19T19:25:00,-71.54,-30.7,62.0,5.8,mw,359.0,32.0,99.0,168.0,58.0,84.0,80.0,59.0,3.0,168.0,9.0,259.0,6.005e+17,-2.09e+16,-5.796e+17,7.65e+16,-1.94e+17,1.099e+17,gmt,gcmt:C201512191925A;gcmt:C201512191925A;us:100048du;neic:611838525;gem:611838525
201512261758B,2015-12-26T17:58:00,-72.33,-31.8,30.0,5.2,mw,323.0,29.0,67.0,168.0,63.0,102.0,66.0,76.0,1.0,169.0,24.0,259.0,2.896e+16,870000000000000.0,-2.983e+16,6970000000000000.0,-3.242e+16,5820000000000000.0,gmt,gcmt:C201512261758B;gcmt:C201512261758B;us:100049py;neic:612128476;gem:612128476
201601071540A,2016-01-07T15:40:00,-74.29,-41.65,32.0,5.1,mw,13.0,24.0,98.0,184.0,66.0,86.0,59.0,51.0,22.0,184.0,20.0,282.0,2.278e+16,6770000000000000.0,-2.955e+16,5170000000000000.0,-2.593e+16,-1.257e+16,gmt,gcmt:C201601071540A;gcmt:C201601071540A;us:10004c4b;neic:608160945;gem:608160945
201601080112A,2016-01-08T01:12:00,-71.94,-30.74,33.0,5.7,mw,1.0,29.0,97.0,174.0,62.0,86.0,77.0,76.0,4.0,182.0,12.0,273.0,4.366e+17,-1400000000000000.0,-4.353e+17,2.09e+16,-2.017e+17,-2.78e+16,gmt,gcmt:C201601080112A;gcmt:C201601080112A;us:10004c96;neic:608162916;gem:608162916
10004db0,2016-01-10T13:33:34,-71.7915,-31.3174,36.0,4.7,mwr,7.1,32.21,103.78,170.93,58.83,81.47,75.0,58.0,7.0,175.0,13.0,267.0,1.155e+16,2340000000000000.0,-1.389e+16,1721000000000000.0,-6367000000000000.0,481000000000000.0,us,
10004eym,2016-01-15T20:32:56,-68.14,-28.47,19.5,4.9,mww,142.0,53.0,107.0,294.0,40.0,68.0,75.0,105.0,14.0,312.0,7.0,220.0,2.495e+16,-1.511e+16,-9840000000000000.0,-410000000000000.0,-9310000000000000.0,9600000000000000.0,us,
201601260019A,2016-01-26T00:19:00,-71.99,-32.66,32.0,5.1,mw,344.0,39.0,83.0,173.0,51.0,96.0,37.982578048489295,297.6441611777568,20.524724369853075,190.6477515432267,44.90417317835319,78.73919090102873,4.56,1.04,-5.61,-0.05,-1.12,1.4,gmt,gem:608279289
201601292007A,2016-01-29T20:07:00,-71.74,-30.28,42.0,5.1,mw,14.0,33.0,105.0,177.0,58.0,80.0,75.0,60.0,8.0,182.0,13.0,274.0,5.24e+16,-230000000000000.0,-5.22e+16,6860000000000000.0,-2.52e+16,-5110000000000000.0,gmt,gcmt:C201601292007A;gcmt:C201601292007A;us:20160129200715;gem:612141655
20004x4m,2016-02-04T17:55:00,-71.703,-31.0524,28.0,4.5,mwr,358.36,22.46,109.29,157.63,68.86,82.23,65.0,54.0,7.0,160.0,23.0,254.0,5087600000000000.0,-159600000000000.0,-4928000000000000.0,2468000000000000.0,-4967200000000000.0,1035800000000000.0,us,
20004xzv,2016-02-05T05:24:40,-71.777,-31.078,29.0,4.4,mwr,0.76,21.66,103.78,165.98,68.99,84.6,66.0,67.0,5.0,168.0,24.0,260.0,3536400000000000.0,-16600000000000.0,-3519900000000000.0,1123800000000000.0,-3748300000000000.0,408200000000000.0,us,
201602050528A,2016-02-05T05:28:00,-72.08,-31.0,35.0,5.0,mw,1.0,33.0,90.0,181.0,57.0,90.0,78.0,90.0,0.0,181.0,12.0,271.0,4.74e+16,-9660000000000000.0,-3.77e+16,-180000000000000.0,-1.91e+16,-570000000000000.0,gmt,gcmt:C201602050528A;gcmt:C201602050528A;us:20160205052808;gem:608505010
201602100033A,2016-02-10T00:33:00,-71.9,-30.62,36.0,6.4,mw,11.0,29.0,103.0,176.0,61.0,83.0,72.0,78.0,3.0,178.0,17.0,269.0,3.44e+18,-1.22e+17,-3.318e+18,2.75e+17,-2.34e+18,-9000000000000000.0,gmt,gcmt:C201602100033A;gcmt:C201602100033A;us:20004z5b;neic:611838828;gem:611838828
201602190533A,2016-02-19T05:33:00,-71.81,-30.62,36.0,5.0,mw,358.0,31.0,89.0,179.0,59.0,91.0,83.0,50.0,5.0,179.0,6.0,269.0,2.778e+16,5420000000000000.0,-3.32e+16,1960000000000000.0,-6200000000000000.0,150000000000000.0,gmt,us:10004qzj;gem:608338110
201602192150A,2016-02-19T21:50:00,-77.89,-45.8,25.0,5.0,mw,80.0,72.0,-163.0,344.0,74.0,-19.0,22.54954583964065,32.56075546060089,67.40369594427835,208.67424511843197,1.378243651850895,301.98835151460537,-0.68,2.08,-1.4,-0.8,-1.48,-3.51,gmt,gem:608338691
201602220637A,2016-02-22T06:37:00,-72.26,-30.56,12.0,6.0,mw,359.0,23.0,90.0,179.0,67.0,90.0,70.0,83.0,0.0,174.0,20.0,264.0,9.98e+17,-2.1e+16,-9.77e+17,9.8e+16,-8.34e+17,1e+17,gmt,gcmt:C201602220637A;gcmt:C201602220637A;us:10004rn7;neic:611838894;gem:611838894
201602260852A,2016-02-26T08:52:00,-67.54,-31.75,35.0,5.0,mw,231.0,44.0,151.0,343.0,70.0,50.0,50.0,229.0,23.0,350.0,30.0,95.0,1.272e+16,-100000000000000.0,-1.262e+16,-1.285e+16,2.425e+16,-9670000000000000.0,gmt,us:10004svb;gem:608356464
201603121605A,2016-03-12T16:05:00,-71.73,-30.22,37.0,5.1,mw,18.0,36.0,117.0,166.0,58.0,72.0,72.0,16.0,16.0,168.0,8.0,261.0,4.796e+16,240000000000000.0,-4.819e+16,1.724e+16,-1.118e+16,5880000000000000.0,gmt,gcmt:C201603121605A;gcmt:C201603121605A;us:10004x18;neic:608482492;gem:608482492
201603160349A,2016-03-16T03:49:00,-72.03,-31.28,31.0,5.4,mw,353.0,25.0,85.0,178.0,65.0,92.0,77.0,91.0,1.0,355.0,13.0,265.0,9.04e+16,7700000000000000.0,-9.81e+16,1900000000000000.0,-4.66e+16,1.02e+16,gmt,gcmt:C201603160349A;gcmt:C201603160349A;us:20005a3a;neic:608485014;gem:608485014
201603271201A,2016-03-27T12:01:00,-77.32,-45.64,36.0,5.0,mw,74.0,80.0,-174.0,343.0,84.0,-10.0,11.079606902521716,28.7579933659556,78.53300253715834,193.6298704464801,2.918554205964984,298.18597016986826,0.81,1.49,-2.29,-0.38,-0.93,-2.86,gmt,gem:608505285
201604041232A,2016-04-04T12:32:00,-72.0,-31.26,29.0,5.4,mw,1.0,23.0,99.0,171.0,67.0,86.0,70.0,62.0,7.0,170.0,19.0,262.0,9.68e+16,6300000000000000.0,-1.03e+17,2.4e+16,-7.52e+16,1.04e+16,gmt,gcmt:C201604041232A;gcmt:C201604041232A;us:20005eg7;neic:608534586;gem:608534586
201604061735A,2016-04-06T17:35:00,-71.82,-31.46,34.0,5.4,mw,5.0,27.0,95.0,178.0,63.0,87.0,73.0,58.0,7.0,172.0,16.0,264.0,8.19e+16,1.64e+16,-9.84e+16,1.64e+16,-5.44e+16,1e+16,gmt,gcmt:C201604061735A;gcmt:C201604061735A;us:20005fvy;neic:608540955;gem:608540955
201604140938A,2016-04-14T09:38:00,-70.39,-33.85,129.0,5.1,mw,120.0,10.0,162.0,228.0,87.0,80.0,68.0,170.0,8.0,61.0,20.0,328.0,3.758e+16,-3.002e+16,-7560000000000000.0,-3.385e+16,-1.478e+16,-2.779e+16,gmt,gcmt:C201604140938A;gcmt:C201604140938A;us:20005hz4;neic:611829322;gem:611829322
20005j8a,2016-04-17T14:59:44,-71.5267,-30.7666,50.0,4.4,mwr,1.29,74.6,90.48,179.49,15.41,88.26,60.0,272.0,0.0,181.0,30.0,91.0,2981700000000000.0,-224600000000000.0,-2757000000000000.0,123700000000000.0,4812100000000000.0,-12700000000000.0,us,
201604181138A,2016-04-18T11:38:00,-71.49,-31.83,50.0,5.2,mw,347.0,29.0,83.0,175.0,61.0,94.0,67.0,116.0,13.0,350.0,18.0,256.0,6.453e+16,1.077e+16,-7.531e+16,-2700000000000000.0,-5.5e+16,2.86e+16,gmt,gcmt:C201604181138A;gcmt:C201604181138A;us:20005jgy;neic:608557428;gem:608557428
201605111311A,2016-05-11T13:11:00,-71.95,-30.73,30.0,5.4,mw,3.0,27.0,101.0,171.0,64.0,85.0,68.0,85.0,1.0,178.0,22.0,269.0,1.012e+17,900000000000000.0,-1.021e+17,5400000000000000.0,-1.003e+17,600000000000000.0,gmt,gcmt:C201605111311A;gcmt:C201605111311A;us:10005gih;neic:611829748;gem:611829748
C201605192025A,2016-05-19T20:25:51,-66.35,-28.15,180.2,5.1,mw,165.0,49.0,-48.0,291.0,55.0,-128.0,3.0,47.0,30.0,315.0,59.0,142.0,-4.36e+16,1.81e+16,2.55e+16,2.16e+16,1.19e+16,-3.91e+16,gcmt,neic:608805643;gem:608805643
201605221147A,2016-05-22T11:47:00,-71.93,-30.54,32.0,5.1,mw,6.0,33.0,102.0,172.0,58.0,82.0,81.0,25.0,7.0,175.0,4.0,266.0,5.416e+16,7020000000000000.0,-6.117e+16,6920000000000000.0,-7950000000000000.0,4880000000000000.0,gmt,gcmt:C201605221147A;gcmt:C201605221147A;us:10005j7v;neic:608816435;gem:608816435
20006257,2016-06-05T05:51:13,-72.02,-29.45,30.5,5.8,mww,203.0,77.0,116.0,318.0,29.0,28.0,51.0,142.0,25.0,16.0,27.0,272.0,2.554e+17,1.338e+17,-3.892e+17,-2.694e+17,-4.383e+17,1.09e+17,us,gcmt:C201606050551A;gcmt:C201606050551A;neic:608988297;gem:608988297
201606061316A,2016-06-06T13:16:00,-71.8,-30.13,39.0,5.4,mw,13.0,38.0,116.0,161.0,56.0,71.0,62.0,87.0,2.0,181.0,27.0,272.0,1.242e+17,4800000000000000.0,-1.29e+17,1700000000000000.0,-1.801e+17,-8600000000000000.0,gmt,gcmt:C201606061316A;gcmt:C201606061316A;us:200062bu;neic:608991514;gem:608991514
201606061321A,2016-06-06T13:21:00,-71.66,-30.06,40.0,5.5,mw,1.0,36.0,91.0,179.0,54.0,89.0,80.0,89.0,1.0,187.0,10.0,277.0,1.318e+17,1.8e+16,-1.498e+17,-3700000000000000.0,-5.38e+16,-2.14e+16,gmt,gcmt:C201606061321A;gcmt:C201606061321A;us:200062by;neic:608991515;gem:608991515
201606220354A,2016-06-22T03:54:00,-72.01,-30.68,35.0,5.1,mw,1.0,28.0,97.0,173.0,62.0,86.0,79.0,43.0,8.0,177.0,8.0,268.0,4.986e+16,7170000000000000.0,-5.703e+16,6590000000000000.0,-1.432e+16,1810000000000000.0,gmt,gcmt:C201606220354A;gcmt:C201606220354A;us:200065x1;neic:609060197;gem:609060197
201606271251A,2016-06-27T12:51:00,-71.46,-31.58,46.0,5.1,mw,9.0,33.0,107.0,169.0,58.0,79.0,64.0,122.0,18.0,351.0,18.0,255.0,2.28e+16,5950000000000000.0,-2.875e+16,-1570000000000000.0,-2.188e+16,1.281e+16,gmt,gcmt:C201606271251A;gcmt:C201606271251A;us:2000676p;neic:609063487;gem:609063487
100062lm,2016-07-11T13:27:36,-71.4021,-30.678,55.0,4.5,mwr,4.18,30.07,107.41,164.26,61.44,80.17,72.0,52.0,9.0,169.0,16.0,261.0,6374500000000000.0,-396200000000000.0,-5978300000000000.0,1775700000000000.0,-3611400000000000.0,492500000000000.0,us,
201607180258A,2016-07-18T02:58:00,-71.95,-30.86,25.0,5.1,mw,3.0,13.0,115.0,157.0,78.0,84.0,56.0,68.0,1.0,160.0,34.0,251.0,9131000000000000.0,798000000000000.0,-9929000000000000.0,8594000000000000.0,-2.3455e+16,3587000000000000.0,gmt,gcmt:C201607180258A;gcmt:C201607180258A;us:20006fgd;gem:609169294
201607180859A,2016-07-18T08:59:00,-71.92,-30.59,37.0,5.1,mw,341.0,38.0,89.0,163.0,52.0,91.0,67.0,352.0,23.0,163.0,3.0,254.0,1.7604e+16,3523000000000000.0,-2.1127e+16,6836000000000000.0,-633000000000000.0,7219000000000000.0,gmt,gcmt:C201607180859A;gcmt:C201607180859A;us:20006fhz;gem:609169311
201607190518A,2016-07-19T05:18:00,-72.29,-30.27,14.0,5.7,mw,359.0,25.0,91.0,178.0,65.0,89.0,62.0,87.0,1.0,179.0,28.0,270.0,4.003e+17,-1700000000000000.0,-3.985e+17,1.6e+16,-5.861e+17,-1.1e+16,gmt,gcmt:C201607190518A;gcmt:C201607190518A;us:20006fpn;neic:609170880;gem:609170880
201607270125A,2016-07-27T01:25:00,-79.48,-44.62,20.0,5.9,mw,78.0,88.0,179.0,168.0,89.0,2.0,2.0,33.0,87.0,191.0,1.0,303.0,-5.520000000000001e+16,3.73e+17,-3.18e+17,2.64e+16,-3.27e+16,-7.55e+17,gmt,gcmt:C201607270125A;gcmt:C201607270125A;neic:609262802;gem:609262802
10006c1k,2016-08-08T12:24:32,-71.6675,-31.5788,37.0,4.6,mwr,133.9,71.71,46.63,25.52,46.35,154.29,45.0,0.0,41.0,150.0,15.0,254.0,4766000000000000.0,4702000000000000.0,-9468000000000000.0,5799000000000000.0,-2908000000000000.0,2823000000000000.0,us,gcmt:C201608081224A;gcmt:C201608081224A
201608231447A,2016-08-23T14:47:00,-77.66,-45.77,22.0,5.0,mw,76.0,70.0,-175.0,344.0,86.0,-20.0,16.95958345486276,31.777996845225346,69.6505721174749,177.0868556958493,10.912653992270611,298.40730183573305,-0.59,2.3,-1.7,0.29,-1.36,-3.54,gmt,gem:609376850
20006umh,2016-08-27T20:14:10,-73.4096,-38.0845,31.0,4.5,mwr,33.77,16.77,124.75,177.85,76.29,80.25,58.0,75.0,9.0,180.0,31.0,276.0,3648500000000000.0,292900000000000.0,-3941500000000000.0,551500000000000.0,-7193700000000000.0,-1212400000000000.0,us,
201608300809A,2016-08-30T08:09:00,-72.67,-34.91,31.0,5.4,mw,20.0,20.0,98.0,191.0,70.0,87.0,64.0,107.0,0.0,198.0,26.0,288.0,1.066e+17,-8100000000000000.0,-9.85e+16,-4.35e+16,-1.353e+17,-3.41e+16,gmt,gcmt:C201608300809A;gcmt:C201608300809A;us:20006v8s;neic:609387430;gem:609387430
10006mwe,2016-09-07T22:54:32,-71.6176,-32.3203,34.0,4.6,mwr,196.76,65.46,122.85,319.51,40.17,40.08,57.0,151.0,30.0,2.0,14.0,263.0,5327400000000000.0,2010700000000000.0,-7338100000000000.0,-3004900000000000.0,-3905800000000000.0,1985600000000000.0,us,
C201609090003A,2016-09-09T00:03:48,-65.86,-31.41,178.0,5.6,mw,121.0,35.0,-133.0,350.0,65.0,-64.0,16.0,61.0,23.0,159.0,61.0,299.0,-1.85e+17,2.19e+16,1.63e+17,-3400000000000000.0,-1.64e+17,-1.54e+17,gcmt,neic:609577103;gem:609577103
