id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,class
70008jxh,2020-04-01T04:09:22,-76.8826,-45.6909,11.5,5.2,mww,354.53,41.99,-71.8,150.67,50.54,-105.7,4.0,252.0,12.0,161.0,77.0,1.0,-9.1685e+16,1.1329e+16,8.0356e+16,-2.4921e+16,6292000000000000.0,-2.3511e+16,us,outer_rise
6000c5zf,2020-10-06T05:06:45,-75.301,-38.5626,15.5,4.9,mww,192.89,35.4,-117.36,45.3,59.04,-71.91,12.0,122.0,15.0,216.0,70.0,355.0,-2.5087e+16,5793000000000000.0,1.9295e+16,-1.3218e+16,-5013000000000000.0,9925000000000000.0,us,outer_rise
7000e9wd,2021-06-05T03:05:18,-74.0378,-34.8687,11.5,5.4,mww,17.81,24.24,-124.57,234.89,70.24,-75.66,24.0,314.0,13.0,50.0,62.0,167.0,-1.0279e+17,3.203e+16,7.076e+16,1.0888e+17,5.789e+16,5.71e+16,us,outer_rise
6000fvra,2021-10-18T22:23:40,-77.4823,-45.6762,11.5,5.1,mww,350.67,55.62,2.47,259.28,87.96,145.59,25.0,209.0,56.0,76.0,22.0,310.0,683000000000000.0,1.7033e+16,-1.7716e+16,-3.3534e+16,-2273000000000000.0,-4.5347e+16,us,outer_rise
7000h7dn,2022-05-05T21:05:31,-72.9405,-33.1072,35.5,5.1,mww,220.92,47.58,128.64,351.07,54.79,55.65,62.0,202.0,27.0,13.0,4.0,105.0,3.851e+16,8030000000000000.0,-4.654e+16,-1.6496e+16,1.0784e+16,-1.6799e+16,us,outer_rise
6000i280,2022-07-13T21:21:38,-72.8929,-33.4436,19.5,5.0,mww,23.07,34.39,-112.82,230.09,58.63,-75.13,12.0,309.0,13.0,42.0,72.0,176.0,-3.296e+16,1.0594e+16,2.2366e+16,1.6213e+16,8121000000000000.0,2.1274e+16,us,outer_rise
7000iam0,2022-09-23T22:53:31,-75.7153,-41.4802,30.5,6.1,mww,329.93,42.72,59.93,188.18,54.05,114.83,69.0,155.0,20.0,353.0,6.0,261.0,1.6026e+18,1.354e+17,-1.738e+18,-5.324e+17,-4.528e+17,3.775e+17,us,outer_rise
6000ipjd,2022-09-30T06:15:51,-76.219,-45.7702,13.5,5.3,mww,77.47,86.0,179.46,167.51,89.46,4.0,3.0,33.0,86.0,175.0,2.0,302.0,-4525000000000000.0,4.4238e+16,-3.9712e+16,2906000000000000.0,-6526000000000000.0,-8.9959e+16,us,outer_rise
7000imnf,2022-11-05T07:57:21,-73.9762,-35.5342,11.5,5.0,mww,58.89,60.79,-1.89,149.81,88.35,-150.77,19.0,281.0,61.0,153.0,21.0,18.0,-3488000000000000.0,-2.6004e+16,2.9491e+16,-7329000000000000.0,1.5739e+16,1.44e+16,us,outer_rise
6000jbc1,2022-12-23T20:03:58,-76.747,-45.5476,11.5,5.2,mww,149.77,42.27,-74.52,309.24,49.59,-103.64,4.0,49.0,10.0,318.0,79.0,158.0,-8.9342e+16,3.6972e+16,5.237e+16,2.0001e+16,1574000000000000.0,-4.8968e+16,us,outer_rise
7000j10i,2022-12-30T05:19:25,-76.4251,-45.8447,15.5,5.3,mww,338.22,50.96,-24.69,84.37,71.07,-138.25,12.0,207.0,45.0,104.0,42.0,309.0,-5.547e+16,7.44e+16,-1.893e+16,-6.485e+16,-3.427e+16,-8.723e+16,us,outer_rise
6000jqzy,2023-02-23T10:23:41,-73.2001,-33.9235,15.5,5.5,mww,30.58,35.04,-95.54,217.34,55.15,-86.13,10.0,305.0,3.0,35.0,79.0,142.0,-2.1498e+17,6.908e+16,1.459e+17,5.488e+16,5.665e+16,9.414e+16,us,outer_rise
7000jjwt,2023-03-14T19:56:44,-75.3128,-38.4258,11.5,5.5,mww,12.38,44.36,-93.59,197.39,45.75,-86.5,1.0,285.0,3.0,15.0,87.0,179.0,-2.5584e+17,1.693e+16,2.3891e+17,1.247e+16,3150000000000000.0,6.347e+16,us,outer_rise
7000m4sw,2024-03-12T03:42:37,-72.8952,-33.824,17.5,5.1,mww,187.74,82.18,91.6,356.14,7.99,78.5,53.0,100.0,2.0,8.0,37.0,276.0,1.9333e+16,-5240000000000000.0,-1.4093e+16,-8430000000000000.0,-5.8542e+16,507000000000000.0,us,outer_rise
6000npeh,2024-09-03T01:16:46,-76.7354,-45.5919,11.5,4.9,mww,165.66,55.37,-100.55,3.81,36.01,-75.15,10.0,263.0,9.0,172.0,77.0,41.0,-2.263e+16,-718000000000000.0,2.3347e+16,-4560000000000000.0,7731000000000000.0,-2265000000000000.0,us,outer_rise
6000npej,2024-09-03T01:21:50,-76.5418,-45.5777,11.5,5.3,mww,159.49,33.27,-106.23,358.68,58.21,-79.61,13.0,81.0,9.0,173.0,75.0,297.0,-8.664e+16,4260000000000000.0,8.238e+16,-9031000000000000.0,-4.2495e+16,-1.6063e+16,us,outer_rise
7000pcsz,2025-02-11T02:24:11,-75.0206,-37.2709,11.5,5.2,mww,359.32,46.62,-111.81,209.54,47.56,-68.54,0.0,285.0,16.0,15.0,74.0,193.0,-7.4194e+16,-4854000000000000.0,7.9048e+16,1.9012e+16,-3547000000000000.0,2.3157e+16,us,outer_rise
7000pfih,2025-02-22T22:20:31,-76.7737,-45.5464,11.5,5.4,mww,345.81,75.37,-16.25,80.02,74.29,-164.79,1.0,33.0,68.0,125.0,22.0,303.0,-2380000000000000.0,6.694e+16,-6.456e+16,-3.868e+16,-6.328e+16,-1.4605e+17,us,outer_rise
